RECNO
1910527
1910533
1910544
1910546
1910552
1910554
1910555
1910556
1910557
1910558
1910559
1910560
1910562
1910564
1910566
1910567
1910568
1910569
1910570
1910571
1910572
1910574
1910575
1910577
1910579
1910580
1910581
1910582
1910595
1910596
1910597
1910600
1910601
1910602
1910608
1910609
1910610
1910611
1910612
1910616
1910617
1910618
1910619
1910621
1910622
1910623
1910624
1910625
1910662
1910663
1910664
1910665
1910667
1910668
1910669
1910670
1910671
1910678
1910679
1910680
1910681
1910682
1910683
1910684
1910685
1910686
1910687
1910691
1910692
1910694
1910696
1910697
1910717
1910719
1910720
1910723
1910724
1910725
1910726
1910727
1910728
1910731
1910733
1910738
1910740
1910745
1910746
1910748
1910751
1910754
1910755
1910756
1910757
1910759
1910761
1910762
1910763
1910777
1910846
1910847
1910849
1910850
1910851
1910852
1910853
1910854
1910855
1910877
1910880
1910881
1910882
1910883
1910884
1910893
1910894
1910895
1910898
1910899
1910900
1910904
1910906
1910908
1910909
1910910
1910912
1910914
1910917
1910918
1910919
1910920
1910921
1910926
1910927
1910928
1910929
1910930
1910932
1910933
1910934
1910936
1910937
1910940
1910941
1910943
1910944
1910945
1910947
1910954
1910956
1910957
1910958
1910959
1910963
1910977
1910978
1910979
1910981
1910982
1910983
1910984
1910985
1911032
1911099
1911102
1911103
1911104
1911307
1911308
1911309
1911310
1911311
1911323
1911329
1911330
1911331
1911332
1911333
1911334
1911335
1911345
1911373
1911375
1911377
1911379
1911380
1911414
1911415
1911437
1911438
1911440
1911443
1911445
1911446
1911447
1911463
1911469
1911487
1911488
1911489
1911490
1911492
1911493
1911497
1911500
1911506
1911507
1911508
1911509
1911510
1911511
1911512
1911513
1911514
1911515
1911582
1911583
1911584
1911585
1911586
1911587
1911588
1911589
1911590
1911591
1911597
1911598
1911600
1911601
1911602
1911603
1911604
1911605
1911606
1911608
1911611
1911612
1911613
1911615
1911617
1911619
1911620
1911621
1911622
1911623
1911625
1911626
1911627
1911628
1911635
1911639
1911640
1911641
1911644
1911645
1911653
1911654
1911664
1911665
1911666
1911668
1911670
1911672
1911673
1911675
1911676
1911677
1911678
1911679
1911680
1911681
1911730
1911731
1911732
1911733
1911734
1911741
1911742
1911743
1911752
1911756
1911761
1911767
1911770
1911771
1911774
1911790
1911792
1911795
1911797
1911801
1911803
1911807
1911809
1911811
1911812
1911816
1911818
1911820
1911859
1911860
1911861
1911864
1911869
1911870
1911873
1911874
1911928
1911937
1911938
1911939
1911984
1911985
1911986
1911987
1911988
1911990
1911991
1911992
1911993
1912030
1912031
1912032
1912033
1912088
1912089
1912090
1912091
1912092
1912094
1912095
1912096
1912126
1912221
1912223
1912224
1912225
1912226
1912228
1912230
1912231
1912232
1912233
1912234
1912235
1912236
1912237
1912238
1912239
1912240
1912241
1912242
1912243
1912244
1912245
1912246
1912247
1912248
1912249
1912250
1912251
1912252
1912253
1912254
1912257
1912259
1912260
1912261
1912270
1912276
1912277
1912302
1912303
1912304
1912305
1912306
1912307
1912308
1912309
1912310
1912311
1912312
1912313
1912318
1912369
1912370
1912371
1912372
1912373
1912374
1912375
1912376
1912377
1912378
1912523
1912524
1912525
1912526
1912527
1912530
1912532
1912534
1912535
1912538
1912660
1912661
1912664
1912665
1912666
1912667
1912668
1912669
1912670
1912671
1912672
1912673
1912674
1912675
1912676
1912677
1912680
1912684
1912685
1912686
1912687
1912688
1912689
1912692
1912693
1912694
1912697
1912698
1912699
1912700
1912701
1912703
1912704
1912705
1912706
1912707
1912708
1912709
1912710
1912712
1912713
1912714
1912726
1912727
1912728
1912729
1912730
1912731
1912732
1912733
1912734
1912735
1912736
1912737
1912738
1912739
1912740
1912741
1912742
1912743
1912744
1912745
1912757
1912758
1912762
1912764
1912767
1912771
1912784
1912785
1912786
1912787
1912788
1912789
1912790
1912797
1912798
1912799
1912800
1912801
1912802
1912803
1912804
1912805
1912806
1912807
1912808
1912809
1912810
1912811
1912812
1912813
1912814
1912817
1912818
1912819
1912820
1912821
1912822
1912824
1912825
1912826
1912827
1912828
1912829
1912830
1912831
1912838
1912839
1912853
1912854
1912855
1912856
1912857
1912858
1912859
1912860
1912861
1912862
1912863
1912864
1912865
1912866
1912867
1912868
1912869
1912871
1912872
1912895
1912896
1912897
1912898
1912899
1912900
1912901
1912938
1912939
1912940
1912941
1912942
1912951
1912954
1912955
1912956
1912957
1912958
1912959
1912960
1912961
1912962
1912963
1912964
1912965
1912966
1913004
1913005
1913006
1913007
1913008
1913009
1913010
1913011
1913012
1913013
1913014
1913015
1913016
1913017
1913018
1913019
1913020
1913021
1913022
1913023
1913024
1913036
1913038
1913061
1913066
1913068
1913076
1913077
1913079
1913080
1913096
1913097
1913098
1913099
1913100
1913101
1913102
1913103
1913104
1913106
1913107
1913108
1913109
1913110
1913125
1913126
1913127
1913128
1913129
1913130
1913131
1913132
1913133
1913134
1913135
1913136
1913137
1913138
1913139
1913140
1913141
1913142
1913143
1913144
1913145
1913156
1913157
1913158
1913169
1913177
1913197
1913198
1913199
1913200
1913201
1913202
1913203
1913204
1913205
1913206
1913207
1913208
1913276
1913277
1913278
1913279
1913280
1913292
1913293
1913294
1913295
1913297
1913298
1913299
1913300
1913302
1913303
1913304
1913305
1913306
1913307
1913308
1913309
1913310
1913311
1913312
1913313
1913314
1913315
1913316
1913317
1913318
1913319
1913320
1913321
1913322
1913323
1913324
1913325
1913326
1913327
1913328
1913329
1913330
1913331
1913377
1913378
1913379
1913380
1913381
1913382
1913383
1913388
1913389
1913390
1913391
1913392
1913393
1913394
1913395
1913396
1913419
1913422
1913424
1913427
1913428
1913429
1913430
1913431
1913466
1913467
1913468
1913469
1913470
1913471
1913472
1913473
1913474
1913475
1913476
1913477
1913478
1913479
1913480
1913481
1913490
1913491
1913492
1913494
1913495
1913496
1913497
1913498
1913534
1913535
1913536
1913537
1913538
1913539
1913540
1913541
1913542
1913543
1913544
1913545
1913546
1913547
1913548
1913594
1913595
1913596
1913597
1913598
1913599
1913600
1913601
1913602
1913603
1913621
1913623
1913624
1913636
1913655
1913661
1913663
1913697
1913698
1913699
1913700
1913701
1913702
1913703
1913704
1913705
1913706
1913707
1913708
1913709
1913710
1913711
1913712
1913713
1913714
1913715
1913716
1913741
1913742
1913743
1913744
1913745
1913746
1913747
1913748
1913749
1913750
1913751
1913752
1913753
1913754
1913755
1913756
1913757
1913758
1913759
1913760
1913774
1913775
1913776
1913777
1913778
1913779
1913780
1913781
1913782
1913783
1913784
1913785
1913786
1913787
1913788
1913789
1913790
1913791
1913792
1913793
1913794
1913795
1913796
1913797
1913798
1913799
1913800
1913801
1913802
1913803
1913804
1913805
1913806
1913807
1913808
1913809
1913810
1913812
1913813
1913814
1913815
1913816
1913817
1913818
1913819
1913820
1913966
1913967
1913968
1914036
1914037
1914038
1914039
1914040
1914041
1914042
1914043
1914044
1914045
1914046
1914047
1914048
1914049
1914050
1914052
1914053
1914054
1914055
1914056
1914057
1914058
1914059
1914060
1914061
1914062
1914063
1914064
1914065
1914066
1914067
1914068
1914069
1914070
1914071
1914095
1914096
1914097
1914102
1914103
1914104
1914105
1914106
1914107
1914108
1914109
1914110
1914111
1914112
1914113
1914114
1914115
1914116
1914117
1914118
1914119
1914120
1914121
1914128
1914131
1914132
1914134
1914136
1914137
1914138
1914142
1914143
1914144
1914145
1914146
1914147
1914148
1914149
1914150
1914151
1914159
1914160
1914161
1914162
1914163
1914164
1914165
1914166
1914167
1914169
1914170
1914171
1914172
1914174
1914175
1914176
1914177
1914178
1914179
1914180
1914181
1914182
1914183
1914184
1914185
1914186
1914187
1914188
1914189
1914190
1914191
1914192
1914193
1914194
1914195
1914196
1914197
1914198
1914199
1914200
1914201
1914202
1914203
1914204
1914205
1914211
1914212
1914213
1914214
1914215
1914216
1914217
1914218
1914219
1914220
1914221
1914222
1914223
1914224
1914225
1914226
1914227
1914228
1914229
1914230
1914240
1914278
1914279
1914280
1914281
1914282
1914283
1914284
1914285
1914286
1914287
1914288
1914289
1914290
1914291
1914292
1914293
1914294
1914295
1914296
1914297
1914298
1914299
1914311
1914312
1914313
1914314
1914315
1914316
1914317
1914318
1914319
1914321
1914322
1914323
1914324
1914325
1914326
1914327
1914328
1914329
1914330
1914331
1914332
1914333
1914334
1914335
1914336
1914337
1914338
1914339
1914340
1914341
1914342
1914343
1914344
1914345
1914346
1914347
1914348
1914349
1914353
1914354
1914355
1914356
1914357
1914358
1914359
1914360
1914361
1914362
1914363
1914364
1914365
1914366
1914367
1914368
1914369
1914370
1914371
1914372
1914374
1914375
1914376
1914378
1914379
1914380
1914381
1914383
1914388
1914389
1914390
1914391
1914392
1914393
1914394
1914395
1914396
1914397
1914398
1914399
1914400
1914401
1914402
1914404
1914405
1914406
1914407
1914408
1914409
1914410
1914411
1914412
1914413
1914414
1914415
1914416
1914417
1914418
1914419
1914420
1914421
1914422
1914423
1914424
1914425
1914426
1914428
1914429
1914430
1914431
1914432
1914433
1914434
1914435
1914447
1914448
1914449
1914450
1914451
1914453
1914454
1914455
1914471
1914472
1914473
1914474
1914476
1914477
1914478
1914481
1914482
1914483
1914484
1914485
1914486
1914487
1914488
1914489
1914490
1914491
1914492
1914493
1914494
1914495
1914516
1914517
1914518
1914519
1914520
1914521
1914522
1914523
1914524
1914525
1914526
1914527
1914528
1914529
1914530
1914541
1914542
1914543
1914545
1914546
1914547
1914548
1914549
1914550
1914551
1914552
1914553
1914554
1914555
1914556
1914557
1914558
1914560
1914561
1914562
1914563
1914564
1914565
1914566
1914567
1914568
1914569
1914570
1914571
1914572
1914573
1914574
1914575
1914576
1914577
1914578
1914579
1914580
1914581
1914582
1914583
1914584
1914585
1914586
1914587
1914588
1914589
1914590
1914591
1914592
1914593
1914594
1914595
1914596
1914597
1914598
1914599
1914610
1914611
1914626
1914627
1914628
1914629
1914630
1914631
1914632
1914633
1914634
1914635
1914636
1914637
1914638
1914640
1914641
1914642
1914643
1914644
1914668
1914669
1914670
1914671
1914672
1914673
1914674
1914675
1914676
1914677
1914678
1914679
1914680
1914681
1914682
1914683
1914684
1914685
1914703
1914704
1914705
1914706
1914707
1914708
1914709
1914710
1914711
1914712
1914713
1914729
1914730
1914734
1914745
1914746
1914747
1914748
1914749
1914760
1914761
1914762
1914763
1914764
1914765
1914766
1914767
1914768
1914769
1914770
1914771
1914772
1914773
1914774
1914792
1914793
1914794
1914795
1914796
1914797
1914798
1914799
1914800
1914801
1914802
1914803
1914804
1914805
1914807
1914808
1914817
1914818
1914819
1914820
1914821
1914822
1914823
1914824
1914825
1914826
1914830
1914831
1914832
1914834
1914835
1914836
1914837
1914838
1914855
1914856
1914857
1914858
1914859
1914860
1914861
1914862
1914863
1914864
1914865
1914866
1914867
1914868
1914869
1914870
1914871
1914879
1914882
1914897
1914898
1914899
1914900
1914980
1915123
1915124
1915125
1915126
1915127
1915128
1915129
1915130
1915131
1915132
1915133
1915134
1915135
1915136
1915137
1915138
1915148
1915149
1915150
1915151
1915152
1915153
1915154
1915155
1915167
1915168
1915169
1915170
1915171
1915172
1915173
1915174
1915175
1915184
1915185
1915186
1915187
1915188
1915189
1915190
1915211
1915212
1915213
1915214
1915215
1915216
1915217
1915218
1915219
1915220
1915221
1915222
1915223
1915224
1915225
1915226
1915227
1915228
1915229
1915230
1915231
1915236
1915237
1915238
1915239
1915240
1915241
1915242
1915243
1915244
1915245
1915246
1915247
1915248
1915249
1915250
1915251
1915252
1915253
1915254
1915255
1915256
1915265
1915266
1915267
1915268
1915269
1915270
1915271
1915272
1915273
1915274
1915275
1915276
1915277
1915278
1915281
1915282
1915283
1915327
1915332
1915333
1915334
1915335
1915336
1915338
1915339
1915340
1915360
1915361
1915362
1915363
1915364
1915365
1915366
1915367
1915368
1915369
1915370
1915371
1915372
1915373
1915374
1915375
1915376
1915377
1915378
1915379
1915380
1915381
1915405
1915406
1915407
1915408
1915409
1915410
1915411
1915412
1915413
1915414
1915415
1915416
1915417
1915418
1915419
1915420
1915421
1915422
1915423
1915424
1915425
1915426
1915427
1915428
1915429
1915430
1915431
1915432
1915434
1915435
1915437
1915460
1915461
1915462
1915463
1915464
1915465
1915466
1915475
1915476
1915477
1915478
1915479
1915480
1915481
1915482
1915483
1915484
1915485
1915486
1915487
1915488
1915489
1915490
1915491
1915492
1915493
1915494
1915495
1915496
1915497
1915498
1915499
1915501
1915502
1915503
1915504
1915505
1915506
1915507
1915508
1915509
1915510
1915511
1915512
1915513
1915514
1915515
1915516
1915517
1915518
1915519
1915520
1915521
1915522
1915523
1915524
1915525
1915526
1915527
1915528
1915529
1915530
1915531
1915532
1915533
1915534
1915535
1915536
1915537
1915538
1915539
1915540
1915541
1915542
1915543
1915544
1915545
1915546
1915547
1915548
1915549
1915552
1915553
1915559
1915560
1915561
1915562
1915563
1915564
1915565
1915566
1915582
1915590
1915591
1915592
1915593
1915594
1915595
1915596
1915597
1915598
1915599
1915600
1915601
1915602
1915603
1915604
1915605
1915606
1915607
1915608
1915609
1915612
1915613
1915614
1915615
1915616
1915617
1915618
1915619
1915620
1915621
1915622
1915623
1915624
1915625
1915626
1915633
1915634
1915635
1915636
1915637
1915638
1915639
1915640
1915641
1915642
1915649
1915650
1915651
1915652
1915653
1915654
1915655
1915656
1915657
1915658
1915659
1915674
1915675
1915676
1915677
1915678
1915679
1915680
1915681
1915682
1915683
1915684
1915685
1915686
1915687
1915688
1915689
1915690
1915691
1915695
1915708
1915709
1915710
1915711
1915718
1915719
1915720
1915721
1915722
1915723
1915724
1915725
1915726
1915727
1915728
1915729
1915730
1915731
1915732
1915733
1915734
1915735
1915736
1915737
1915738
1915739
1915740
1915741
1915742
1915743
1915744
1915745
1915746
1915747
1915748
1915749
1915750
1915751
1915752
1915753
1915754
1915755
1915756
1915757
1915758
1915759
1915760
1915761
1915762
1915763
1915766
1915767
1915768
1915769
1915797
1915840
1915884
1915888
1915890
1915904
1915905
1915906
1915907
1915908
1915929
1915930
1915931
1915932
1915933
1915934
1915935
1915936
1915937
1915938
1915939
1915940
1915941
1915942
1915943
1915944
1915958
1915959
1915967
1915968
1915969
1915970
1915971
1915972
1915973
1915974
1915975
1915976
1915977
1915978
1915979
1915980
1915981
1915982
1915983
1915984
1915985
1915986
1915990
1915991
1915992
1915993
1915994
1916034
1916035
1916036
1916037
1916038
1916039
1916040
1916041
1916042
1916043
1916044
1916045
1916046
1916047
1916048
1916049
1916050
1916051
1916052
1916053
1916054
1916055
1916056
1916057
1916058
1916059
1916069
1916070
1916079
1916080
1916081
1916082
1916083
1916084
1916085
1916086
1916087
1916088
1916089
1916090
1916091
1916092
1916093
1916094
1916095
1916096
1916097
1916098
1916108
1916109
1916110
1916111
1916112
1916113
1916114
1916115
1916116
1916117
1916118
1916119
1916120
1916121
1916122
1916123
1916187
1916188
1916189
1916190
1916191
1916192
1916193
1916194
1916195
1916196
1916197
1916198
1916199
1916200
1916201
1916202
1916203
1916204
1916205
1916206
1916207
1916208
1916209
1916210
1916211
1916212
1916213
1916214
1916215
1916216
1916217
1916218
1916219
1916220
1916221
1916225
1916238
1916239
1916240
1916241
1916242
1916243
1916244
1916245
1916246
1916247
1916248
1916249
1916250
1916251
1916252
1916253
1916254
1916255
1916256
1916257
1916258
1916259
1916260
1916268
1916269
1916270
1916271
1916272
1916273
1916274
1916275
1916276
1916277
1916278
1916279
1916280
1916281
1916282
1916283
1916284
1916285
1916286
1916287
1916288
1916289
1916290
1916291
1916297
1916298
1916299
1916300
1916303
1916304
1916305
1916306
1916308
1916309
1916310
1916311
1916320
1916321
1916322
1916323
1916324
1916325
1916326
1916327
1916328
1916338
1916339
1916340
1916341
1916342
1916343
1916344
1916345
1916346
1916347
1916348
1916349
1916350
1916351
1916352
1916353
1916354
1916355
1916372
1916373
1916374
1916375
1916376
1916377
1916378
1916379
1916380
1916381
1916385
1916386
1916387
1916388
1916389
1916390
1916391
1916392
1916393
1916394
1916395
1916396
1916397
1916398
1916400
1916401
1916402
1916403
1916404
1916405
1916406
1916407
1916408
1916409
1916410
1916411
1916412
1916413
1916414
1916419
1916420
1916421
1916422
1916423
1916424
1916432
1916435
1916441
1916442
1916447
1916448
1916449
1916450
1916451
1916452
1916453
1916454
1916455
1916456
1916457
1916483
1916484
1916485
1916492
1916493
1916494
1916495
1916496
1916505
1916506
1916507
1916508
1916509
1916510
1916511
1916512
1916513
1916515
1916520
1916521
1916522
1916524
1916574
1916575
1916576
1916577
1916578
1916579
1916580
1916581
1916582
1916583
1916584
1916585
1916586
1916587
1916588
1916589
1916590
1916592
1916593
1916594
1916595
1916596
1916597
1916598
1916599
1916600
1916601
1916602
1916603
1916604
1916605
1916606
1916607
1916608
1916609
1916610
1916611
1916612
1916613
1916614
1916615
1916616
1916617
1916618
1916619
1916620
1916621
1916622
1916623
1916624
1916625
1916626
1916627
1916628
1916629
1916630
1916631
1916632
1916633
1916634
1916635
1916636
1916637
1916638
1916639
1916640
1916641
1916642
1916643
1916644
1916645
