"EL_DIV","CARRIER_ID","MPA_CARR_REF","RECNO","PREFIX_CTNR","CONTAINERNO","TERMINAL","ORIG_BILLTOID","EL_PB_BILLTOID","INV_DATE","DUE_DATE","ADJTYPE","PPWK_RECVD","TOBEPAID","ADJAMOUNT","EL_PR","EL_PB","EL_PB_BILL_INFO","EL_NBA","EL_DDP","EL_DD","EL_IDC","EL_ID","EL_TPP","SPAID","SETTCHECK","HOLDSETTS"
"","ZIM","DSAV1730322297",1914267,"ZCSU","734158","SAV","SAMCA","",6/16/2022,7/16/2022,"PD",6/17/2022,6/17/2022,-800,0,0,"",0,0,0,0,0,0,,"","N"
"PD","ZIM","DSAV1730280181",1903464,"DFSU","653965","ATL","COOPMO","COOPMO",2/22/2022,3/24/2022,"PD",2/23/2022,2/23/2022,1840,0,1840,"N",0,0,0,0,0,0,,"","N"
"PD","ZIM","DSAV1730325497",1917862,"DFSU","694417","ATL","COOPMO","COOPMO",7/11/2022,8/10/2022,"PD",7/11/2022,7/11/2022,1400,0,1000,"N",400,0,0,0,0,0,,"","N"
"PD","ZIM","DSAV1730325276",1921287,"ZCSU","657381","SAV","SCHECA","",7/8/2022,8/7/2022,"PD",7/8/2022,7/8/2022,150,150,0,"",0,0,0,0,0,0,,"","N"
"PD","ZIM","DSAV1730325493",1917855,"ZCSU","700163","ATL","COOPMO","COOPMO",7/11/2022,8/10/2022,"PD",7/11/2022,7/11/2022,2060,0,1180,"N",880,0,0,0,0,0,,"","N"
"PD","ZIM","DSAV1730325496",1917861,"ZCSU","724540","ATL","COOPMO","COOPMO",7/11/2022,8/10/2022,"PD",7/11/2022,7/11/2022,800,0,800,"N",0,0,0,0,0,0,,"","N"
"PD","ZIM","DSAV1730325502",1915391,"CRSU","907660","ATL","COOPMO","COOPMO",7/11/2022,8/10/2022,"PD",7/11/2022,7/11/2022,3160,0,800,"N",2360,0,0,0,0,0,,"","N"
"PD","ZIM","DSAV1730325499",1917863,"ZCSU","747610","ATL","COOPMO","COOPMO",7/11/2022,8/10/2022,"PD",7/11/2022,7/11/2022,800,0,800,"N",0,0,0,0,0,0,,"","N"
"PD","ZIM","DSAV1730325236",1921292,"ZCSU","756386","SAV","SCHECA","",7/8/2022,8/7/2022,"PD",7/8/2022,7/8/2022,300,300,0,"",0,0,0,0,0,0,,"","N"
"PD","ZIM","DSAV1730325237",1921288,"ZCSU","738857","SAV","SCHECA","",7/8/2022,8/7/2022,"PD",7/8/2022,7/8/2022,150,150,0,"",0,0,0,0,0,0,,"","N"
"PD","ZIM","DSAV1730323987",1920612,"ZCSU","727966","ATL","DPOWGA","DPOWGA",7/5/2022,8/4/2022,"PD",7/5/2022,7/5/2022,150,0,150,"Y",0,0,0,0,0,0,,"","N"
"PD","ZIM","DSAV1730325483",1915393,"TCNU","878151","ATL","COOPMO","COOPMO",7/11/2022,8/10/2022,"PD",7/11/2022,7/11/2022,2060,0,1400,"N",660,0,0,0,0,0,,"","N"
"PD","ZIM","DSAV1730325479",1915392,"TGBU","723400","ATL","COOPMO","COOPMO",7/11/2022,8/10/2022,"PD",7/11/2022,7/11/2022,2280,0,1180,"N",1100,0,0,0,0,0,,"","N"
"PD","ZIM","DSAV1730325235",1921284,"ZCSU","798033","SAV","SCHECA","",7/8/2022,8/7/2022,"PD",7/8/2022,7/8/2022,1200,1200,0,"",0,0,0,0,0,0,,"","N"
"PD","ZIM","DSAV1730325498",1917864,"TLLU","459408","ATL","COOPMO","COOPMO",7/11/2022,8/10/2022,"PD",7/11/2022,7/11/2022,1400,0,600,"N",800,0,0,0,0,0,,"","N"
"PD","ZIM","DSAV1730325482",1914662,"ZCSU","794690","ATL","COOPMO","COOPMO",7/11/2022,8/10/2022,"PD",7/11/2022,7/11/2022,2060,0,300,"N",1760,0,0,0,0,0,,"","N"
"","ZIM","DSAV1730322309",1914242,"ZCSU","855171","SAV","SAMCA","",6/16/2022,7/16/2022,"PD",7/5/2022,7/5/2022,-2940,0,0,"",0,0,0,0,0,0,,"","N"
"PD","ZIM","DSAV1730325477",1914960,"GAOU","608146","ATL","COOPMO","COOPMO",7/11/2022,8/10/2022,"PD",7/11/2022,7/11/2022,3380,0,600,"N",2780,0,0,0,0,0,,"","N"
""
"Note: From table  where UPPER(CARRIER_ID) <> 'EFS' AND UPPER(MPA_CARR_REF) <> 'CREDIT CARD' AND SPAID IS NULL  AND UPPER(HOLDSETTS) LIKE 'N%'."
"Date: 07/25/2022 15:20"
