recno
1912575
1905690
1912718
1912981
1913228
1908108
1909799
1909799
1909790
1909790
1910468
1909178
1909179
1909180
1912893
1912894
1913244
1913442
1913772
1909460
1910467
1913373
1913376
1913196
1914606
1914606
1912336
1905134
1910046
1910047
1911897
1913245
1913450
1913451
1914649
1910971
1908317
1908318
1909312
1915006
1915007
1915008
1909698
1909699
1909700
1909701
1911067
1911068
1913148
1913149
1915995
1909622
1909623
1909392
1911710
1911711
1912746
