Div ,Carrier ID ,Carrier Ref ,Term,RecNo ,SStat ,MStat,Adj Date ,Adj Code,  -  Desc ,Adj Amt,Deduct Amt,Sett Amt,ToBe Paid ,B ,Bill Amt ,Billed To ,SPaid ,Check #,Recog
CHZ,DIRECT,DZZZ2194012,CHI,1903758,99,PR,1/21/2022,CR,CHASSIS RENTAL,$72.00 ,$620.50 ,$72.00 ,1/25/2022,Y,"$1,719.00 ",DJSTXIL,02/09/2022,221571,1/25/2022
RST,BNSIL,647672924,CHI,1903759,88,PR,1/12/2022,RST,RAIL/PORT STORAGE,$975.00 ,$643.36 ,$975.00 ,1/12/2022,Y,"$2,210.00 ",DJSTXIL,01/18/2022,221440,1/12/2022
PD,COSCNJ,HOU00057991,CHI,1903759,88,PR,2/9/2022,PD,PER DIEM CHARGES,"$2,160.00 ",$643.36 ,"$2,160.00 ",2/10/2022,Y,"$2,210.00 ",DJSTXIL,03/09/2022,ACH,2/10/2022
CHZ,DIRECT,DZZZ2212198,CHI,1903759,88,PR,2/11/2022,CR,CHASSIS RENTAL,$450.00 ,$643.36 ,$450.00 ,2/15/2022,Y,"$2,210.00 ",DJSTXIL,03/01/2022,221692,2/15/2022
RST,BNSIL,647662653,CHI,1903760,88,PR,1/10/2022,RST,RAIL/PORT STORAGE,$525.00 ,$640.90 ,$525.00 ,1/10/2022,Y,"$1,760.00 ",DJSTXIL,01/18/2022,221440,1/10/2022
CHZ,DIRECT,DZZZ2194012,CHI,1903760,88,PR,1/21/2022,CR,CHASSIS RENTAL,$90.00 ,$640.90 ,$90.00 ,1/25/2022,Y,"$1,760.00 ",DJSTXIL,02/09/2022,221571,1/25/2022
RST,CN,755163009,CHI,1903937,99,PR,1/10/2022,RST,RAIL/PORT STORAGE,$350.00 ,$591.50 ,$350.00 ,1/10/2022,Y,"$1,694.00 ",DJSTXIL,01/18/2022,221441,1/10/2022
CHZ,DIRECT,DZZZ2194012,CHI,1903937,99,PR,1/21/2022,CR,CHASSIS RENTAL,$54.00 ,$591.50 ,$54.00 ,1/25/2022,Y,"$1,694.00 ",DJSTXIL,02/09/2022,221571,1/25/2022
CHZ,DIRECT,DZZZ2194012,CHI,1903938,99,PR,1/21/2022,CR,CHASSIS RENTAL,$18.00 ,$936.50 ,$18.00 ,1/25/2022,Y,"$2,458.00 ",DJSTXIL,02/09/2022,221571,1/25/2022
PD,COSCNJ,HOU00057991,CHI,1903939,88,PR,2/9/2022,PD,PER DIEM CHARGES,"$1,980.00 ",$593.77 ,"$1,980.00 ",2/10/2022,Y,"$1,319.00 ",DJSTXIL,03/09/2022,ACH,2/10/2022
CHZ,TRACMO,10140371,CHI,1903939,88,PR,3/10/2022,CR,CHASSIS RENTAL,$599.50 ,$593.77 ,$599.50 ,3/23/2022,Y,"$1,319.00 ",DJSTXIL,,,3/23/2022
PD,COSCNJ,HOU00059292,CHI,1903940,99,PR,2/16/2022,PD,PER DIEM CHARGES,"$1,440.00 ",$896.32 ,"$1,440.00 ",2/17/2022,Y,"$2,458.00 ",DJSTXIL,03/15/2022,ACH,2/17/2022
CHZ,DIRECT,DZZZ2218383,CHI,1903940,99,PR,2/18/2022,CR,CHASSIS RENTAL,$378.00 ,$896.32 ,$378.00 ,2/24/2022,Y,"$2,458.00 ",DJSTXIL,03/08/2022,221745,2/24/2022
PD,SMLINE,LGT039618,CHI,1903944,99,PR,3/4/2022,PD,PER DIEM CHARGES,"$1,720.00 ",$975.76 ,"$1,720.00 ",3/7/2022,Y,"$2,355.00 ",DJSTXIL,03/15/2022,221799,3/7/2022
CHZ,TRACMO,10140371,CHI,1903944,99,PR,3/10/2022,CR,CHASSIS RENTAL,$463.25 ,$975.76 ,$463.25 ,3/23/2022,Y,"$2,355.00 ",DJSTXIL,,,3/23/2022
RST,UPRC,317906931,CHI,1903944,99,PR,1/26/2022,RST,RAIL/PORT STORAGE,$140.00 ,$975.76 ,$140.00 ,1/26/2022,Y,"$2,355.00 ",DJSTXIL,02/01/2022,221550,1/26/2022
PD,COSCNJ,HOU00053860,CHI,1904632,99,PR,1/31/2022,PD,PER DIEM CHARGES,$125.00 ,$671.04 ,$125.00 ,2/1/2022,Y,"$1,444.00 ",DJSTXIL,03/03/2022,ACH,2/1/2022
CHZ,DIRECT,DZZZ2205881,CHI,1904632,99,PR,2/4/2022,CR,CHASSIS RENTAL,$108.00 ,$671.04 ,$108.00 ,2/7/2022,Y,"$1,444.00 ",DJSTXIL,02/22/2022,221654,2/7/2022
PD,COSCNJ,HOU00059292,CHI,1904633,99,PR,2/16/2022,PD,PER DIEM CHARGES,"$1,260.00 ",$952.29 ,"$1,260.00 ",2/17/2022,Y,"$2,505.50 ",DJSTXIL,03/15/2022,ACH,2/17/2022
CHZ,DIRECT,DZZZ2218383,CHI,1904633,99,PR,2/18/2022,CR,CHASSIS RENTAL,$360.00 ,$952.29 ,$360.00 ,2/24/2022,Y,"$2,505.50 ",DJSTXIL,03/08/2022,221745,2/24/2022
RST,CN,755180193,CHI,1904634,99,PR,1/23/2022,RST,RAIL/PORT STORAGE,$375.00 ,$948.76 ,$375.00 ,1/25/2022,Y,"$2,983.00 ",DJSTXIL,02/01/2022,221549,1/25/2022
PD,COSCNJ,HOU00063380,CHI,1904634,99,PR,2/24/2022,PD,PER DIEM CHARGES,"$2,340.00 ",$948.76 ,"$2,340.00 ",2/24/2022,Y,"$2,983.00 ",DJSTXIL,,,2/24/2022
CHZ,DIRECT,DZZZ2224493,CHI,1904634,99,PR,2/25/2022,CR,CHASSIS RENTAL,$468.00 ,$948.76 ,$468.00 ,3/10/2022,Y,"$2,983.00 ",DJSTXIL,03/15/2022,221803,3/10/2022
PD,COSCNJ,HOU00063380,CHI,1904635,99,PR,2/24/2022,PD,PER DIEM CHARGES,"$1,620.00 ",$894.04 ,"$1,620.00 ",2/24/2022,Y,"$2,708.00 ",DJSTXIL,,,2/24/2022
PD,COSCNJ,HOU00063380,CHI,1904636,99,PR,2/24/2022,PD,PER DIEM CHARGES,"$2,340.00 ",$900.87 ,"$2,340.00 ",2/24/2022,Y,"$2,933.00 ",DJSTXIL,,,2/24/2022
CHZ,DIRECT,DZZZ2239959,CHI,1904636,99,PR,3/18/2022,CR,CHASSIS RENTAL,$450.00 ,$900.87 ,$450.00 ,3/24/2022,Y,"$2,933.00 ",DJSTXIL,,,3/24/2022
YST,SHOLL,1036,CHI,1904774,99,PR,12/27/2021,YST,YARD STORAGE CHARGES,$14.34 ,$740.90 ,$14.34 ,2/9/2022,Y,"$1,360.00 ",DJSTXIL,02/09/2022,221576,2/9/2022
CHZ,TRACMO,10133092,CHI,1904774,99,PR,2/10/2022,CR,CHASSIS RENTAL,$245.25 ,$740.90 ,$245.25 ,2/16/2022,Y,"$1,360.00 ",DJSTXIL,03/29/2022,221891,2/16/2022
MNR,TRACMO,9075,CHI,1904774,99,PR,3/9/2022,MR,M&R,$137.71 ,$740.90 ,$137.71 ,3/25/2022,Y,"$1,360.00 ",DJSTXIL,03/29/2022,221885,3/25/2022
RST,CN,755184331,CHI,1904805,99,PR,1/26/2022,RST,RAIL/PORT STORAGE,$450.00 ,$973.60 ,$450.00 ,1/26/2022,Y,"$3,058.00 ",DJSTXIL,02/01/2022,221549,1/26/2022
PD,COSCNJ,HOU00063380,CHI,1904805,99,PR,2/24/2022,PD,PER DIEM CHARGES,"$1,980.00 ",$973.60 ,"$1,980.00 ",2/24/2022,Y,"$3,058.00 ",DJSTXIL,,,2/24/2022
CHZ,DIRECT,DZZZ2224493,CHI,1904805,99,PR,2/25/2022,CR,CHASSIS RENTAL,$396.00 ,$973.60 ,$396.00 ,3/10/2022,Y,"$3,058.00 ",DJSTXIL,03/15/2022,221803,3/10/2022
RST,CN,755167011,CHI,1904806,99,PR,1/13/2022,RST,RAIL/PORT STORAGE,$150.00 ,$666.50 ,$150.00 ,1/13/2022,Y,"$1,744.00 ",DJSTXIL,01/18/2022,221441,1/13/2022
CHZ,DIRECT,DZZZ2194012,CHI,1904806,99,PR,1/21/2022,CR,CHASSIS RENTAL,$18.00 ,$666.50 ,$18.00 ,1/25/2022,Y,"$1,744.00 ",DJSTXIL,02/09/2022,221571,1/25/2022
RST,CN,755166479,CHI,1904807,99,PR,1/13/2022,RST,RAIL/PORT STORAGE,$150.00 ,$699.77 ,$150.00 ,1/13/2022,Y,"$1,619.00 ",DJSTXIL,01/18/2022,221441,1/13/2022
PD,COSCNJ,HOU00053860,CHI,1904807,99,PR,1/31/2022,PD,PER DIEM CHARGES,"$1,885.00 ",$699.77 ,"$1,885.00 ",2/1/2022,Y,"$1,619.00 ",DJSTXIL,03/03/2022,ACH,2/1/2022
RST,CN,755169171,CHI,1904808,99,PR,1/14/2022,RST,RAIL/PORT STORAGE,$150.00 ,$593.77 ,$150.00 ,1/14/2022,Y,"$1,619.00 ",DJSTXIL,01/18/2022,221441,1/14/2022
PD,COSCNJ,HOU00057991,CHI,1904808,99,PR,2/9/2022,PD,PER DIEM CHARGES,"$2,425.00 ",$593.77 ,"$2,425.00 ",2/10/2022,Y,"$1,619.00 ",DJSTXIL,03/09/2022,ACH,2/10/2022
RST,CN,755167225,CHI,1904809,88,PR,1/13/2022,RST,RAIL/PORT STORAGE,$150.00 ,$591.50 ,$150.00 ,1/13/2022,Y,"$1,494.00 ",DJSTXIL,01/18/2022,221441,1/13/2022
PD,COSCNJ,HOU00052154,CHI,1904809,88,PR,1/23/2022,PD,PER DIEM CHARGES,$500.00 ,$591.50 ,$500.00 ,1/24/2022,Y,"$1,494.00 ",DJSTXIL,02/24/2022,ACH,1/24/2022
CHZ,TRACMO,10133092,CHI,1904809,88,PR,2/10/2022,CR,CHASSIS RENTAL,$218.00 ,$591.50 ,$218.00 ,2/16/2022,Y,"$1,494.00 ",DJSTXIL,03/29/2022,221891,2/16/2022
CHZ,DIRECT,DZZZ2212198,CHI,1904810,88,PR,2/11/2022,CR,CHASSIS RENTAL,$396.00 ,$643.36 ,$396.00 ,2/15/2022,Y,"$1,675.00 ",DJSTXIL,03/01/2022,221692,2/15/2022
PD,HYUNSTX,UST2220675D01,CHI,1904810,88,PR,2/2/2022,PD,PER DIEM CHARGES,"$2,840.00 ",$643.36 ,"$2,840.00 ",2/2/2022,Y,"$1,675.00 ",DJSTXIL,03/01/2022,221689,2/2/2022
RST,UPRC,317648823,CHI,1904810,88,PR,1/11/2022,RST,RAIL/PORT STORAGE,$465.00 ,$643.36 ,$465.00 ,1/11/2022,Y,"$1,675.00 ",DJSTXIL,01/18/2022,221442,1/11/2022
CHZ,DIRECT,DZZZ2212198,CHI,1904811,88,PR,2/11/2022,CR,CHASSIS RENTAL,$432.00 ,"$1,003.83 ",$432.00 ,2/15/2022,Y,"$2,590.00 ",DJSTXIL,03/01/2022,221692,2/15/2022
PD,HYUNSTX,UST2221153D01,CHI,1904811,88,PR,2/7/2022,PD,PER DIEM CHARGES,"$3,330.00 ","$1,003.83 ","$3,330.00 ",2/7/2022,Y,"$2,590.00 ",DJSTXIL,03/01/2022,221689,2/7/2022
RST,UPRC,317650182,CHI,1904811,88,PR,1/11/2022,RST,RAIL/PORT STORAGE,$280.00 ,"$1,003.83 ",$280.00 ,1/11/2022,Y,"$2,590.00 ",DJSTXIL,01/18/2022,221442,1/11/2022
CHZ,DIRECT,DZZZ2205881,CHI,1904812,99,PR,2/4/2022,CR,CHASSIS RENTAL,$360.00 ,$965.36 ,$360.00 ,2/7/2022,Y,"$2,495.00 ",DJSTXIL,02/22/2022,221654,2/7/2022
PD,HYUNSTX,UST2220377D01,CHI,1904812,99,PR,1/31/2022,PD,PER DIEM CHARGES,"$2,350.00 ",$965.36 ,"$2,350.00 ",1/31/2022,Y,"$2,495.00 ",DJSTXIL,02/22/2022,221649,1/31/2022
RST,UPRC,317644345,CHI,1904812,99,PR,1/10/2022,RST,RAIL/PORT STORAGE,$280.00 ,$965.36 ,$280.00 ,1/10/2022,Y,"$2,495.00 ",DJSTXIL,01/18/2022,221442,1/10/2022
CHZ,DIRECT,DZZZ2212198,CHI,1904813,99,PR,2/11/2022,CR,CHASSIS RENTAL,$432.00 ,$643.36 ,$432.00 ,2/15/2022,Y,"$1,490.00 ",DJSTXIL,03/01/2022,221692,2/15/2022
PD,HYUNSTX,UST2220675D01,CHI,1904813,99,PR,2/2/2022,PD,PER DIEM CHARGES,"$3,230.00 ",$643.36 ,"$3,230.00 ",2/2/2022,Y,"$1,490.00 ",DJSTXIL,03/01/2022,221689,2/2/2022
RST,CN,755181723,CHI,1904814,99,PR,1/23/2022,RST,RAIL/PORT STORAGE,$150.00 ,"$1,000.87 ",$150.00 ,1/25/2022,Y,"$2,633.00 ",DJSTXIL,02/01/2022,221549,1/25/2022
CHZ,DIRECT,DZZZ2218383,CHI,1904815,99,PR,2/18/2022,CR,CHASSIS RENTAL,$54.00 ,$673.32 ,$54.00 ,2/24/2022,Y,"$1,569.00 ",DJSTXIL,03/08/2022,221745,2/24/2022
CHZ,DIRECT,DZZZ2218383,CHI,1904815,99,PR,2/18/2022,CR,CHASSIS RENTAL,$342.00 ,$673.32 ,$342.00 ,2/24/2022,Y,"$1,569.00 ",DJSTXIL,03/08/2022,221745,2/24/2022
CHZ,DIRECT,DZZZ2205881,CHI,1904922,99,PR,2/4/2022,CR,CHASSIS RENTAL,$198.00 ,$889.50 ,$198.00 ,2/7/2022,Y,"$2,458.00 ",DJSTXIL,02/22/2022,221654,2/7/2022
RST,CN,755169285,CHI,1904923,99,PR,1/14/2022,RST,RAIL/PORT STORAGE,$300.00 ,$691.50 ,$300.00 ,1/14/2022,Y,"$1,769.00 ",DJSTXIL,01/18/2022,221441,1/14/2022
CHZ,DIRECT,DZZZ2194012,CHI,1904923,99,PR,1/21/2022,CR,CHASSIS RENTAL,$36.00 ,$691.50 ,$36.00 ,1/25/2022,Y,"$1,769.00 ",DJSTXIL,02/09/2022,221571,1/25/2022
CHZ,DIRECT,DZZZ2205881,CHI,1904923,99,PR,2/4/2022,CR,CHASSIS RENTAL,$36.00 ,$691.50 ,$36.00 ,2/7/2022,Y,"$1,769.00 ",DJSTXIL,02/22/2022,221654,2/7/2022
PD,COSCNJ,HOU00059292,CHI,1905092,99,PR,2/16/2022,PD,PER DIEM CHARGES,"$1,080.00 ",$958.62 ,"$1,080.00 ",2/17/2022,Y,"$2,553.00 ",DJSTXIL,03/15/2022,ACH,2/17/2022
CHZ,DIRECT,DZZZ2212198,CHI,1905092,99,PR,2/11/2022,CR,CHASSIS RENTAL,$324.00 ,$958.62 ,$324.00 ,2/15/2022,Y,"$2,553.00 ",DJSTXIL,03/01/2022,221692,2/15/2022
PD,COSCNJ,HOU00057991,CHI,1905170,88,PR,2/9/2022,PD,PER DIEM CHARGES,"$1,885.00 ",$680.77 ,"$1,885.00 ",2/10/2022,Y,"$1,461.50 ",DJSTXIL,03/09/2022,ACH,2/10/2022
CHZ,TRACMO,10140371,CHI,1905170,88,PR,3/10/2022,CR,CHASSIS RENTAL,$436.00 ,$680.77 ,$436.00 ,3/23/2022,Y,"$1,461.50 ",DJSTXIL,,,3/23/2022
RST,CN,755173694,CHI,1905171,99,PR,1/19/2022,RST,RAIL/PORT STORAGE,$150.00 ,$889.50 ,$150.00 ,1/19/2022,Y,"$2,633.00 ",DJSTXIL,01/25/2022,221508,1/19/2022
PD,COSCNJ,HOU00057991,CHI,1905171,99,PR,2/9/2022,PD,PER DIEM CHARGES,"$1,705.00 ",$889.50 ,"$1,705.00 ",2/10/2022,Y,"$2,633.00 ",DJSTXIL,03/09/2022,ACH,2/10/2022
MNR,GOODYR,151-1021679,CHI,1905171,99,PR,1/17/2022,MR,M&R,$421.02 ,$889.50 ,$421.02 ,1/17/2022,Y,"$2,633.00 ",DJSTXIL,01/25/2022,221501,1/17/2022
RST,CN,755173771,CHI,1905172,99,PR,1/19/2022,RST,RAIL/PORT STORAGE,$150.00 ,$891.77 ,$150.00 ,1/19/2022,Y,"$2,633.00 ",DJSTXIL,01/25/2022,221508,1/19/2022
PD,COSCNJ,HOU00057991,CHI,1905172,99,PR,2/9/2022,PD,PER DIEM CHARGES,"$1,885.00 ",$891.77 ,"$1,885.00 ",2/10/2022,Y,"$2,633.00 ",DJSTXIL,03/09/2022,ACH,2/10/2022
CHZ,TRACMO,10140371,CHI,1905172,99,PR,3/10/2022,CR,CHASSIS RENTAL,$54.50 ,$891.77 ,$54.50 ,3/23/2022,Y,"$2,633.00 ",DJSTXIL,,,3/23/2022
CHZ,TRACMO,10140371,CHI,1905172,99,PR,3/10/2022,CR,CHASSIS RENTAL,$408.75 ,$891.77 ,$408.75 ,3/23/2022,Y,"$2,633.00 ",DJSTXIL,,,3/23/2022
CHZ,DIRECT,DZZZ2224493,CHI,1905173,99,PR,2/25/2022,CR,CHASSIS RENTAL,$378.00 ,$900.87 ,$378.00 ,3/10/2022,Y,"$2,458.00 ",DJSTXIL,03/15/2022,221803,3/10/2022
CHZ,DIRECT,DZZZ2224493,CHI,1905174,99,PR,2/25/2022,CR,CHASSIS RENTAL,$450.00 ,$907.72 ,$450.00 ,3/10/2022,Y,"$2,458.00 ",DJSTXIL,03/15/2022,221803,3/10/2022
CHZ,DIRECT,DZZZ2205881,CHI,1905203,88,PR,2/4/2022,CR,CHASSIS RENTAL,$198.00 ,$643.36 ,$198.00 ,2/7/2022,Y,"$1,185.00 ",DJSTXIL,02/22/2022,221654,2/7/2022
PD,HYUNSTX,UST2220375D01,CHI,1905203,88,PR,1/31/2022,PD,PER DIEM CHARGES,$195.00 ,$643.36 ,$195.00 ,1/31/2022,Y,"$1,185.00 ",DJSTXIL,02/22/2022,221649,1/31/2022
CHZ,DIRECT,DZZZ2212198,CHI,1905204,88,PR,2/11/2022,CR,CHASSIS RENTAL,$288.00 ,$643.36 ,$288.00 ,2/15/2022,Y,"$1,185.00 ",DJSTXIL,03/01/2022,221692,2/15/2022
PD,HYUNSTX,UST2220674D01,CHI,1905204,88,PR,2/2/2022,PD,PER DIEM CHARGES,"$1,320.00 ",$643.36 ,"$1,320.00 ",2/2/2022,Y,"$1,185.00 ",DJSTXIL,03/01/2022,221689,2/2/2022
CHZ,DIRECT,DZZZ2218383,CHI,1905205,99,PR,2/18/2022,CR,CHASSIS RENTAL,$414.00 ,$946.13 ,$414.00 ,2/24/2022,Y,"$2,190.00 ",DJSTXIL,03/08/2022,221745,2/24/2022
PD,HYUNSTX,UST2221540D01,CHI,1905205,99,PR,2/9/2022,PD,PER DIEM CHARGES,"$3,035.00 ",$946.13 ,"$3,035.00 ",2/9/2022,Y,"$2,190.00 ",DJSTXIL,03/01/2022,221689,2/9/2022
CHZ,DIRECT,DZZZ2212198,CHI,1905206,99,PR,2/11/2022,CR,CHASSIS RENTAL,$324.00 ,$967.83 ,$324.00 ,2/15/2022,Y,"$2,190.00 ",DJSTXIL,03/01/2022,221692,2/15/2022
PD,HYUNSTX,UST2221096D01,CHI,1905206,99,PR,2/7/2022,PD,PER DIEM CHARGES,"$1,810.00 ",$967.83 ,"$1,810.00 ",2/7/2022,Y,"$2,190.00 ",DJSTXIL,03/01/2022,221689,2/7/2022
CHZ,DIRECT,DZZZ2218383,CHI,1905417,99,PR,2/18/2022,CR,CHASSIS RENTAL,$378.00 ,$973.67 ,$378.00 ,2/24/2022,Y,"$2,190.00 ",DJSTXIL,03/08/2022,221745,2/24/2022
PD,HYUNSTX,UST2221893D01,CHI,1905417,99,PR,2/14/2022,PD,PER DIEM CHARGES,"$2,495.00 ",$973.67 ,"$2,495.00 ",2/14/2022,Y,"$2,190.00 ",DJSTXIL,03/08/2022,221739,2/14/2022
CHZ,DIRECT,DZZZ2212198,CHI,1905418,99,PR,2/11/2022,CR,CHASSIS RENTAL,$342.00 ,$965.83 ,$342.00 ,2/15/2022,Y,"$2,190.00 ",DJSTXIL,03/01/2022,221692,2/15/2022
PD,HYUNSTX,UST2221098D01,CHI,1905418,99,PR,2/7/2022,PD,PER DIEM CHARGES,"$2,055.00 ",$965.83 ,"$2,055.00 ",2/7/2022,Y,"$2,190.00 ",DJSTXIL,03/01/2022,221689,2/7/2022
CHZ,DIRECT,DZZZ2212198,CHI,1905419,88,PR,2/11/2022,CR,CHASSIS RENTAL,$234.00 ,$966.27 ,$234.00 ,2/15/2022,Y,"$2,190.00 ",DJSTXIL,03/01/2022,221692,2/15/2022
PD,HYUNSTX,UST2220376D01,CHI,1905419,88,PR,1/31/2022,PD,PER DIEM CHARGES,$635.00 ,$966.27 ,$635.00 ,1/31/2022,Y,"$2,190.00 ",DJSTXIL,02/22/2022,221649,1/31/2022
CHZ,DIRECT,DZZZ2205881,CHI,1905420,99,PR,2/4/2022,CR,CHASSIS RENTAL,$198.00 ,$965.36 ,$198.00 ,2/7/2022,Y,"$2,190.00 ",DJSTXIL,02/22/2022,221654,2/7/2022
PD,HYUNSTX,UST2220376D01,CHI,1905420,99,PR,1/31/2022,PD,PER DIEM CHARGES,$195.00 ,$965.36 ,$195.00 ,1/31/2022,Y,"$2,190.00 ",DJSTXIL,02/22/2022,221649,1/31/2022
CHZ,DIRECT,DZZZ2218383,CHI,1905421,99,PR,2/18/2022,CR,CHASSIS RENTAL,$432.00 ,"$1,080.87 ",$432.00 ,2/24/2022,Y,"$2,190.00 ",DJSTXIL,03/08/2022,221745,2/24/2022
PD,HYUNSTX,UST2221892D01,CHI,1905421,99,PR,2/14/2022,PD,PER DIEM CHARGES,"$3,280.00 ","$1,080.87 ","$3,280.00 ",2/14/2022,Y,"$2,190.00 ",DJSTXIL,03/08/2022,221739,2/14/2022
CHZ,DIRECT,DZZZ2218383,CHI,1905422,99,PR,2/18/2022,CR,CHASSIS RENTAL,$396.00 ,$967.82 ,$396.00 ,2/24/2022,Y,"$2,190.00 ",DJSTXIL,03/08/2022,221745,2/24/2022
PD,HYUNSTX,UST2221539D01,CHI,1905422,99,PR,2/9/2022,PD,PER DIEM CHARGES,"$2,840.00 ",$967.82 ,"$2,840.00 ",2/9/2022,Y,"$2,190.00 ",DJSTXIL,03/01/2022,221689,2/9/2022
CHZ,DIRECT,DZZZ2212198,CHI,1905423,99,PR,2/11/2022,CR,CHASSIS RENTAL,$270.00 ,$967.73 ,$270.00 ,2/15/2022,Y,"$2,190.00 ",DJSTXIL,03/01/2022,221692,2/15/2022
PD,HYUNSTX,UST2220673D01,CHI,1905423,99,PR,2/2/2022,PD,PER DIEM CHARGES,"$1,125.00 ",$967.73 ,"$1,125.00 ",2/2/2022,Y,"$2,190.00 ",DJSTXIL,03/01/2022,221689,2/2/2022
CHZ,DIRECT,DZZZ2212198,CHI,1905424,99,PR,2/11/2022,CR,CHASSIS RENTAL,$324.00 ,$648.29 ,$324.00 ,2/15/2022,Y,"$1,185.00 ",DJSTXIL,03/01/2022,221692,2/15/2022
PD,HYUNSTX,UST2221095D01,CHI,1905424,99,PR,2/7/2022,PD,PER DIEM CHARGES,"$1,860.00 ",$648.29 ,"$1,860.00 ",2/7/2022,Y,"$1,185.00 ",DJSTXIL,03/01/2022,221689,2/7/2022
RST,BNSIL,648704679,CHI,1905427,99,PR,2/2/2022,RST,RAIL/PORT STORAGE,$150.00 ,$923.67 ,$150.00 ,2/2/2022,Y,"$2,390.00 ",DJSTXIL,02/09/2022,221565,2/2/2022
CHZ,TRACMO,10140371,CHI,1905427,99,PR,3/10/2022,CR,CHASSIS RENTAL,$218.00 ,$923.67 ,$218.00 ,3/23/2022,Y,"$2,390.00 ",DJSTXIL,,,3/23/2022
PD,MSCSC,100001471180P,CHI,1905428,88,PR,2/28/2022,PD,PER DIEM CHARGES,"$1,925.00 ",$623.32 ,"$1,925.00 ",3/1/2022,Y,"$1,139.00 ",DJSTXIL,,,3/1/2022
PD,MSCSC,100001445067P,CHI,1905429,99,PR,2/18/2022,PD,PER DIEM CHARGES,"$1,710.00 ",$593.77 ,"$1,710.00 ",2/22/2022,Y,"$1,139.00 ",DJSTXIL,,,2/22/2022
RST,CN,755183326,CHI,1905430,99,PR,1/26/2022,RST,RAIL/PORT STORAGE,$300.00 ,$775.60 ,$300.00 ,1/26/2022,Y,"$1,921.50 ",DJSTXIL,02/01/2022,221549,1/26/2022
PD,MSCSC,100001476491P,CHI,1905430,99,PR,2/28/2022,PD,PER DIEM CHARGES,"$2,785.00 ",$775.60 ,"$2,785.00 ",3/1/2022,Y,"$1,921.50 ",DJSTXIL,,,3/1/2022
YST,DELONG,001341,CHI,1905431,99,PR,3/4/2022,YST,YARD STORAGE CHARGES,$41.64 ,$948.62 ,$41.64 ,3/8/2022,Y,"$2,503.00 ",DJSTXIL,03/08/2022,221743,3/8/2022
PD,MSCSC,100001473291P,CHI,1905431,99,PR,2/28/2022,PD,PER DIEM CHARGES,"$2,355.00 ",$948.62 ,"$2,355.00 ",3/1/2022,Y,"$2,503.00 ",DJSTXIL,,,3/1/2022
PD,MSCSC,100001476493P,CHI,1905432,88,PR,2/28/2022,PD,PER DIEM CHARGES,"$3,645.00 ",$936.04 ,"$3,645.00 ",3/1/2022,Y,"$2,278.00 ",DJSTXIL,,,3/1/2022
PD,MSCSC,100001476495P,CHI,1905433,99,PR,2/28/2022,PD,PER DIEM CHARGES,"$3,430.00 ",$950.60 ,"$3,430.00 ",3/1/2022,Y,"$2,403.00 ",DJSTXIL,,,3/1/2022
RST,CN,755178590,CHI,1905434,99,PR,1/22/2022,RST,RAIL/PORT STORAGE,$150.00 ,$940.60 ,$150.00 ,2/4/2022,Y,"$2,453.00 ",DJSTXIL,02/09/2022,221566,2/4/2022
PD,MSCSC,100001476494P,CHI,1905434,99,PR,2/28/2022,PD,PER DIEM CHARGES,"$2,785.00 ",$940.60 ,"$2,785.00 ",3/1/2022,Y,"$2,453.00 ",DJSTXIL,,,3/1/2022
RST,CN,755178585,CHI,1905435,99,PR,1/22/2022,RST,RAIL/PORT STORAGE,$150.00 ,$934.04 ,$150.00 ,2/4/2022,Y,"$2,571.75 ",DJSTXIL,02/09/2022,221566,2/4/2022
MNR,GOODYR,151-1021761,CHI,1905435,99,PR,2/9/2022,MR,M&R,$525.42 ,$934.04 ,$525.42 ,2/9/2022,Y,"$2,571.75 ",DJSTXIL,02/16/2022,221589,2/9/2022
PD,MSCSC,100001476492P,CHI,1905435,99,PR,2/28/2022,PD,PER DIEM CHARGES,"$2,785.00 ",$934.04 ,"$2,785.00 ",3/1/2022,Y,"$2,571.75 ",DJSTXIL,,,3/1/2022
RST,CN,755184602,CHI,1905436,99,PR,1/27/2022,RST,RAIL/PORT STORAGE,"$1,125.00 ",$600.60 ,"$1,125.00 ",1/27/2022,Y,"$2,339.00 ",DJSTXIL,02/01/2022,221549,1/27/2022
PD,MSCSC,100001476490P,CHI,1905436,99,PR,2/28/2022,PD,PER DIEM CHARGES,"$2,355.00 ",$600.60 ,"$2,355.00 ",3/1/2022,Y,"$2,339.00 ",DJSTXIL,,,3/1/2022
RST,CN,755184707,CHI,1905437,88,PR,1/27/2022,RST,RAIL/PORT STORAGE,"$1,125.00 ",$642.60 ,"$1,125.00 ",1/27/2022,Y,"$2,339.00 ",DJSTXIL,02/01/2022,221549,1/27/2022
CHZ,DIRECT,DZZZ2212198,CHI,1905437,88,PR,2/11/2022,CR,CHASSIS RENTAL,$18.00 ,$642.60 ,$18.00 ,3/18/2022,Y,"$2,339.00 ",DJSTXIL,03/18/2022,221819,3/18/2022
PD,MSCSC,100001486859P,CHI,1905437,88,PR,3/4/2022,PD,PER DIEM CHARGES,"$3,430.00 ",$642.60 ,"$3,430.00 ",3/7/2022,Y,"$2,339.00 ",DJSTXIL,,,3/7/2022
RST,CN,755185402,CHI,1905438,99,PR,1/27/2022,RST,RAIL/PORT STORAGE,$100.00 ,"$1,371.87 ",$100.00 ,1/27/2022,Y,"$2,694.25 ",DJSTXIL,02/01/2022,221549,1/27/2022
