"RECNO","TName","Company","Div_LES","Terminal","Status","ChassisNo","CONTAINERNO","LI_NO","QTY_LE","SVCCODE_LE","SVCDESCRIPTION_LE","RATECODE_LE","RATE_LE","CHGAMT_LE","chz_pickup_loc","Shipper_Name","ConsigneeID","Consignee_Name","BilltoID_LES","Billto_Name_LES","Preferred","WorkorderNo","PBI_RefNo","BOL","SSL","PU_Date","PU_Time","Original_SchedDelv","SchedDelv","Original_scheddelvtime","Scheddelvtime","POD_Date","POD_Time","Ingatedate","ReturnTo","CHZ_returnTo","CHZ_ingatedate","RECEIVEDBY","YARDID","LASTFREEDAY","FREEDAYS","LAST_RETURN","Linehaul_Amount","FSC_Amount","Line_Total","ChasFee_Total","EL_Bill_Total","DP_Total","MP_Total","Net_Total","Rel_Date","Billed_Date_LES","Rcvd_Date_LES","CUST_REF"
1934050,"ELBilling","PBI","PBI","CHI","AC","MAEC705667","CAIU7386406",1016,2,"CR","CHASSIS RENTAL","E",40,80,"","UP -GLOBAL 4 (I206)","UNIBOIL","UNIS BOLINGBROOK","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0041734","SDS","HDMUSZPM74367800","HII",11/23/2022,"1341",11/23/2022,11/23/2022,"0000","2359",11/23/2022,"1445",11/24/2022,"GLO4","GLO4",11/24/2022,"","",11/27/2022,14,12/6/2022,0,0,0,0,0,0,0,0,11/1/2022,11/29/2022,1/12/2023,"15343040"
1934051,"ELBilling","PBI","PBI","CHI","AC","DCLZ412801","DRYU9182001",1016,5,"CR","CHASSIS RENTAL","E",40,200,"","UP -GLOBAL 4 (I206)","UNIBOIL","UNIS BOLINGBROOK","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0041751","SDS","HDMUSZPM28216200","HII",11/24/2022,"0148",11/23/2022,11/24/2022,"0000","2359",11/24/2022,"0230",11/28/2022,"GLO4","GLO4",11/28/2022,"","",11/27/2022,14,12/7/2022,0,0,0,0,0,0,0,0,11/1/2022,11/30/2022,1/12/2023,"15343041"
1934052,"ELBilling","PBI","PBI","CHI","AC","PONZ456388","HDMU6856911",1016,8,"CR","CHASSIS RENTAL","E",40,320,"","UP -GLOBAL 4 (I206)","UNIBOIL","UNIS BOLINGBROOK","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0041760","SDS","HDMUSZPM28216200","HII",11/23/2022,"2323",11/23/2022,11/23/2022,"0000","2359",11/23/2022,"2359",11/30/2022,"GLO4","GLO4",11/30/2022,"","",11/27/2022,14,12/6/2022,0,0,0,0,0,0,0,0,11/1/2022,12/6/2022,1/12/2023,"15343042"
1934053,"ELBilling","PBI","PBI","CHI","AC","APMZ414270","HMMU6074818",1016,5,"CR","CHASSIS RENTAL","E",40,200,"","UP -GLOBAL 4 (I206)","UNIBOIL","UNIS BOLINGBROOK","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0041765","SDS","HDMUSZPM79905500","HII",11/24/2022,"0005",11/23/2022,11/24/2022,"0000","2359",11/24/2022,"0100",11/28/2022,"GLO4","GLO4",11/28/2022,"","",11/27/2022,14,12/7/2022,0,0,0,0,0,0,0,0,11/1/2022,11/30/2022,1/12/2023,"15343043"
1934054,"ELBilling","PBI","PBI","CHI","AC","HDMZ414477","HMMU6467667",1016,8,"CR","CHASSIS RENTAL","E",40,320,"","UP -GLOBAL 4 (I206)","UNIBOIL","UNIS BOLINGBROOK","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0041771","SDS","HDMUSZPM28216200","HII",11/23/2022,"2236",11/23/2022,11/23/2022,"0000","2359",11/23/2022,"2259",11/30/2022,"GLO4","GLO4",11/30/2022,"","",11/27/2022,14,12/6/2022,0,0,0,0,0,0,0,0,11/1/2022,12/6/2022,1/12/2023,"15343044"
1934055,"ELBilling","PBI","PBI","CHI","AC","APMZ414407","KOCU4256419",1016,4,"CR","CHASSIS RENTAL","E",40,160,"","UP -GLOBAL 4 (I206)","UNIBOIL","UNIS BOLINGBROOK","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0041781","SDS","HDMUSZPM28216200","HII",11/25/2022,"1257",11/23/2022,11/25/2022,"0000","2359",11/25/2022,"1330",11/28/2022,"GLO4","GLO4",11/28/2022,"","",11/28/2022,14,12/8/2022,0,0,0,0,0,0,0,0,11/1/2022,11/30/2022,1/12/2023,"15343045"
1934056,"ELBilling","PBI","PBI","CHI","AC","DCNZ498844","KOCU4332566",1016,1,"CR","CHASSIS RENTAL","E",40,40,"","UP -GLOBAL 4 (I206)","UNIBOIL","UNIS BOLINGBROOK","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0041784","SDS","HDMUSZPM79905500","HII",11/23/2022,"1604",11/23/2022,11/23/2022,"0000","2359",11/23/2022,"1700",11/23/2022,"GLO4","GLO4",11/23/2022,"","",11/27/2022,14,12/6/2022,0,0,0,0,0,0,0,0,11/1/2022,11/29/2022,1/12/2023,"15343046"
1934057,"ELBilling","PBI","PBI","CHI","AC","DCLZ415850","KOCU5195093",1016,3,"CR","CHASSIS RENTAL","E",40,120,"","UP -GLOBAL 4 (I206)","UNIBOIL","UNIS BOLINGBROOK","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0041803","SDS","HDMUSZPM34815800","HII",11/23/2022,"1842",11/23/2022,11/23/2022,"0000","2359",11/23/2022,"1930",11/25/2022,"GLO4","GLO4",11/25/2022,"","",11/27/2022,14,12/6/2022,0,0,0,0,0,0,0,0,11/1/2022,11/29/2022,1/12/2023,"15343047"
1934058,"ELBilling","PBI","PBI","CHI","AC","APMZ405853","TGBU5891573",1016,11,"CR","CHASSIS RENTAL","E",40,440,"","UP -GLOBAL 4 (I206)","UNIBOIL","UNIS BOLINGBROOK","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0041833","SDS","HDMUSZPM28216200","HII",11/24/2022,"0217",11/23/2022,11/24/2022,"0000","2359",11/24/2022,"0330",12/4/2022,"GLO4","GLO4",12/4/2022,"","",11/28/2022,14,12/7/2022,0,0,0,0,0,0,0,0,11/1/2022,12/8/2022,12/22/2022,"15343120"
1934060,"ELBilling","PBI","PBI","CHI","AC","TSXZ461145","CMAU5115223",1111,3,"CR","CHASSIS RENTAL","E",40,120,"BNLPCIL","CONGLOBAL LOT 17","UNIBOIL","UNIS BOLINGBROOK","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0041625","SDS","CMDUSWA0369659","CMA",11/29/2022,"1623",11/29/2022,11/29/2022,"0000","2359",11/29/2022,"1730",12/1/2022,"DELCOIL","DELCOIL",12/1/2022,"LOT S","",11/29/2022,15,12/13/2022,0,0,0,0,0,0,0,0,11/1/2022,12/8/2022,1/12/2023,"15377971"
1934061,"ELBilling","PBI","PBI","CHI","AC","FPPZ484973","TCKU7833571",1111,2,"CR","CHASSIS RENTAL","E",40,80,"REUSEBN","CONGLOBAL LOT 17","UNIBOIL","UNIS BOLINGBROOK","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0044947","SDS","CMDUSWA0369140","CMA",12/12/2022,"1116",12/10/2022,12/12/2022,"0000","2359",12/12/2022,"1215",12/13/2022,"CMAISAL","REUCMAD",12/13/2022,"","",12/12/2022,15,12/26/2022,0,0,0,0,0,0,0,0,11/1/2022,12/19/2022,1/6/2023,"15437555"
1934062,"ELBilling","PBI","PBI","CHI","AC","APMZ412891","TCLU4120487",1111,4,"CR","CHASSIS RENTAL","E",40,160,"","BNSF LPC Logistics Park (H572)","UNIBOIL","UNIS BOLINGBROOK","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0041216","SDS","CMDUSEL1458259","CMA",11/12/2022,"1636",11/12/2022,11/12/2022,"0000","2359",11/12/2022,"1730",11/15/2022,"STRTURN","STRTURN",11/15/2022,"","",11/14/2022,15,11/26/2022,0,0,0,0,0,0,0,0,11/1/2022,11/22/2022,1/12/2023,"15294495"
1934064,"ELBilling","PBI","PBI","ATL","AC","TLXZ410124","BEAU6128465",1127,15,"CR","CHASSIS RENTAL","E",40,600,"","NS - NORFOLK AUSTELL (L690)","LOWBEAL","LOWE'S ADC 3468","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDR","SEA0036755","SDS","CMDUTHD0972603C","CMA",11/3/2022,"1622",11/4/2022,11/7/2022,"2359","2359",11/7/2022,"1100",11/17/2022,"UNITRGA","UNITRGA",11/17/2022,"","PBIGA",11/4/2022,15,11/17/2022,0,0,0,0,0,0,0,0,11/2/2022,11/22/2022,12/15/2022,"15285847"
1934065,"ELBilling","PBI","PBI","ATL","AC","NAPZ185437","CMAU8652740",1127,7,"CR","CHASSIS RENTAL","E",40,280,"","NS - NORFOLK AUSTELL (L690)","LOWBEAL","LOWE'S ADC 3468","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDR","SEA0036762","SDS","CMDUTHD0972915D","CMA",11/3/2022,"1658",11/7/2022,11/7/2022,"2359","2359",11/7/2022,"1041",11/9/2022,"UNITRGA","UNITRGA",11/9/2022,"","PBIGA",11/4/2022,15,11/17/2022,0,0,0,0,0,0,0,0,11/2/2022,11/14/2022,12/15/2022,"15285846"
1934066,"ELBilling","PBI","PBI","ATL","AC","TLXZ519492","HMMU6459851",1127,5,"CR","CHASSIS RENTAL","E",40,200,"","NS - NORFOLK AUSTELL (L690)","LOWBEAL","LOWE'S ADC 3468","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDR","SEA0034955","SDS","HDMUKULM02972300","HII",11/4/2022,"0902",11/4/2022,11/4/2022,"2359","2359",11/4/2022,"1050",11/8/2022,"NORGA","NORGA",11/8/2022,"","",11/4/2022,14,11/17/2022,0,0,0,0,0,0,0,0,11/2/2022,11/14/2022,12/15/2022,"15281949"
1934067,"ELBilling","PBI","PBI","CHI","AC","APMZ406411","KOCU4502385",1154,9,"CR","CHASSIS RENTAL","E",40,360,"","UP -GLOBAL 4 (I206)","ABTELEC","ABT ELECTRONICS","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDR","SEA0037701","SDS","HDMULCHM76520600","HII",11/2/2022,"2220",11/10/2022,11/10/2022,"0700","0700",11/10/2022,"0700",11/10/2022,"GLO4","GLO4",11/10/2022,"","DELCOIL",11/2/2022,14,11/15/2022,0,0,0,0,0,0,0,0,10/31/2022,11/14/2022,11/23/2022,"15272163"
1934068,"ELBilling","PBI","PBI","CHI","AC","FDLZ402500","TGCU0149267",1155,26,"CR","CHASSIS RENTAL","E",40,1040,"","UP -GLOBAL 4 (I206)","ABTELEC","ABT ELECTRONICS","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDR","SEA0034516","SDS","ONEYPKGC46770400","ONE",11/3/2022,"1414",11/22/2022,11/28/2022,"0800","0800",11/28/2022,"0800",11/28/2022,"GLO4","GLO4",11/28/2022,"","DELCOIL",11/3/2022,20,11/22/2022,0,0,0,0,0,0,0,0,10/31/2022,12/8/2022,12/22/2022,"15272100"
1934069,"Lineitem","PBI","PBI","ATL","99","YMLZ420889","CMAU7912313",1,24,"CR","CHASSIS RENTAL","E",40,960,"","NS - NORFOLK AUSTELL (L690)","CLIGGA","COOPER LIGHTING c/o CASS","COOPMO","COOPER LIGHTING SOLUTIONS C/O CASS","CLIGGA","1048709845-2021","RECV LOC 1057","XIA1072726","CMA",12/5/2022,"1545",12/5/2022,12/5/2022,"2359","2359",12/5/2022,"2359",12/28/2022,"NORGA","NORGA",12/28/2022,"","",12/5/2022,7,12/11/2022,0,0,0,0,0,0,0,0,11/30/2022,12/29/2022,1/18/2023,""
1934070,"Lineitem","PBI","PBI","ATL","99","FLGZ447945","MSKU6456605",1,15,"CR","CHASSIS RENTAL","E",40,600,"","CSX FAIRBURN (O083)","CLIGGA","COOPER LIGHTING c/o CASS","COOPMO","COOPER LIGHTING SOLUTIONS C/O CASS","CLIGGA","1048335815-2021","RECV LOC 1057","291608022","MSK",11/28/2022,"1218",11/28/2022,11/28/2022,"2359","2359",11/28/2022,"1300",12/12/2022,"CSXFBGA","CSXFBGA",12/12/2022,"","",11/27/2022,7,12/4/2022,0,0,0,0,0,0,0,0,11/16/2022,1/6/2023,1/12/2023,""
1934071,"Lineitem","PBI","PBI","ATL","99","DCNZ200262","MRKU8899555",1,8,"CR","CHASSIS RENTAL","E",40,320,"","CSX FAIRBURN (O083)","CLIGGA","COOPER LIGHTING c/o CASS","COOPMO","COOPER LIGHTING SOLUTIONS C/O CASS","CLIGGA","1047785813-2021","RECV LOC 1057","291607748","MSK",11/29/2022,"2041",11/28/2022,11/29/2022,"2359","2359",11/29/2022,"2115",12/6/2022,"CSXFBGA","CSXFBGA",12/6/2022,"RDT","",11/29/2022,7,12/5/2022,0,0,0,0,0,0,0,0,11/21/2022,1/6/2023,1/12/2023,""
1934072,"Lineitem","PBI","PBI","ATL","99","NEDZ401905","TCNU5478528",1,15,"CR","CHASSIS RENTAL","E",40,600,"","NS - NORFOLK AUSTELL (L690)","CLIGGA","COOPER LIGHTING c/o CASS","COOPMO","COOPER LIGHTING SOLUTIONS C/O CASS","CLIGGA","1048161338-2021","RECV LOC 1057","TWN0724879","CMA",11/29/2022,"0724",11/23/2022,11/29/2022,"1759","2359",11/29/2022,"0850",12/13/2022,"UNITRGA","UNITRGA",12/13/2022,"","",11/22/2022,7,12/5/2022,0,0,0,0,0,0,0,0,11/18/2022,12/20/2022,12/28/2022,""
1934073,"Lineitem","PBI","PBI","ATL","99","YMLZ426209","MRKU0312804",1,20,"CR","CHASSIS RENTAL","E",40,800,"","CSX FAIRBURN (O083)","CLIGGA","COOPER LIGHTING c/o CASS","COOPMO","COOPER LIGHTING SOLUTIONS C/O CASS","CLIGGA","1048337833-2021","RECV LOC 1057","221238690","MSK",11/9/2022,"0856",11/8/2022,11/9/2022,"2359","2359",11/9/2022,"0945",11/28/2022,"BTTATLG","BTTATLG",11/28/2022,"","",11/9/2022,7,11/15/2022,0,0,0,0,0,0,0,0,11/4/2022,12/12/2022,12/19/2022,""
1934075,"Lineitem","PBI","PBI","CHI","99","TSXZ469519","BSIU9549848",1,3,"CR","CHASSIS RENTAL","E",40,120,"","BNSF LPC Logistics Park (H572)","QGWI","QUAD/GRAPHICS INC","INTERDO","INTERDOM LLC.","INTERDO","4547598","","","CMA",11/2/2022,"2359",11/4/2022,11/4/2022,"1200","1200",11/4/2022,"0930",11/4/2022,"BNLPCIL","BNLPCIL",11/4/2022,"","",,4,11/7/2022,0,0,0,0,0,0,0,0,11/2/2022,11/22/2022,12/5/2022,""
1934078,"Lineitem","PBI","PBI","SAV","99","TAXZ477426","ZCSU7509936",1,2,"CR","CHASSIS RENTAL","E",40,80,"","Georgia Ports Authority (L738)","SADDGA","SADDLE CREEK CORP / PEPSICO","SCHECA","DB SCHENKER OF CANADA","SCHECA","DELUS0000497461","ROCEW220000234","ZIMUSIN8132951","ZIM",11/9/2022,"1046",11/10/2022,11/10/2022,"0700","0700",11/10/2022,"0631",11/10/2022,"GAPORT","GAPORT",11/10/2022,"","OTDLOGA",11/11/2022,4,11/14/2022,0,0,0,0,0,0,0,0,11/2/2022,11/17/2022,1/23/2023,""
1934079,"Lineitem","PBI","PBI","SAV","99","APMZ406047","ZCSU7356858",1,6,"CR","CHASSIS RENTAL","E",40,240,"","Georgia Ports Authority (L738)","SADDGA","SADDLE CREEK CORP / PEPSICO","SCHECA","DB SCHENKER OF CANADA","SCHECA","DELUS0000497457","ROCEW220000234","ZIMUSIN8132951","ZIM",11/11/2022,"1343",11/14/2022,11/14/2022,"0900","0900",11/14/2022,"0800",11/16/2022,"GAPORT","GAPORT",11/16/2022,"","OTDLOGA",11/11/2022,4,11/16/2022,0,0,0,0,0,0,0,0,11/2/2022,11/17/2022,1/23/2023,""
1934080,"Lineitem","PBI","PBI","SAV","99","PONZ457022","ZCSU7548486",1,6,"CR","CHASSIS RENTAL","E",40,240,"","Georgia Ports Authority (L738)","SADDGA","SADDLE CREEK CORP / PEPSICO","SCHECA","DB SCHENKER OF CANADA","SCHECA","DELUS0000497455","ROCEW220000234","ZIMUSIN8132951","ZIM",11/9/2022,"1334",11/10/2022,11/10/2022,"0800","0800",11/10/2022,"0633",11/15/2022,"GAPORT","GAPORT",11/15/2022,"","OTDLOGA",11/11/2022,4,11/14/2022,0,0,0,0,0,0,0,0,11/2/2022,11/17/2022,1/23/2023,""
1934081,"Lineitem","PBI","PBI","SAV","99","CCLZ440545","ZCSU6746390",1,6,"CR","CHASSIS RENTAL","E",40,240,"","Georgia Ports Authority (L738)","SADDGA","SADDLE CREEK CORP / PEPSICO","SCHECA","DB SCHENKER OF CANADA","SCHECA","DELUS0000497460","ROCEW220000234","ZIMUSIN8132951","ZIM",11/10/2022,"1331",11/11/2022,11/11/2022,"0900","0900",11/11/2022,"0900",11/16/2022,"GAPORT","GAPORT",11/16/2022,"","OTDLOGA",11/11/2022,4,11/15/2022,0,0,0,0,0,0,0,0,11/2/2022,11/17/2022,1/23/2023,""
1934082,"Lineitem","PBI","PBI","SAV","99","APLZ455744","ZCSU6591702",1,6,"CR","CHASSIS RENTAL","E",40,240,"","Georgia Ports Authority (L738)","SADDGA","SADDLE CREEK CORP / PEPSICO","SCHECA","DB SCHENKER OF CANADA","SCHECA","DELUS0000497459","ROCEW220000234","ZIMUSIN8132951","ZIM",11/10/2022,"1117",11/9/2022,11/11/2022,"0700","0800",11/11/2022,"0806",11/16/2022,"GAPORT","GAPORT",11/16/2022,"","OTDLOGA",11/11/2022,4,11/15/2022,0,0,0,0,0,0,0,0,11/2/2022,11/17/2022,1/23/2023,""
1934083,"Lineitem","PBI","PBI","SAV","99","TAXZ150625","ZCSU7571613",1,6,"CR","CHASSIS RENTAL","E",40,240,"","Georgia Ports Authority (L738)","SADDGA","SADDLE CREEK CORP / PEPSICO","SCHECA","DB SCHENKER OF CANADA","SCHECA","DELUS0000497458","ROCEW220000234","ZIMUSIN8132951","ZIM",11/10/2022,"0846",11/11/2022,11/11/2022,"0700","0700",11/11/2022,"0636",11/16/2022,"GAPORT","GAPORT",11/16/2022,"","OTDLOGA",11/11/2022,4,11/15/2022,0,0,0,0,0,0,0,0,11/2/2022,11/17/2022,1/19/2023,""
1934084,"Lineitem","PBI","PBI","SAV","99","DCLZ500076","ZCSU7678345",1,8,"CR","CHASSIS RENTAL","E",40,320,"","Georgia Ports Authority (L738)","SVCLOGA","SVC LOGISTICS INC","SCHECA","DB SCHENKER OF CANADA","SCHECA","DELUS0000497456","ROCEW220000234","ZIMUSIN8132951","ZIM",11/9/2022,"1111",11/10/2022,11/10/2022,"0700","0700",11/10/2022,"0540",11/16/2022,"GAPORT","GAPORT",11/16/2022,"","OTDLOGA",11/11/2022,4,11/14/2022,0,0,0,0,0,0,0,0,11/2/2022,11/17/2022,1/23/2023,""
1934085,"Lineitem","PBI","PBI","ATL","99","TAXZ215328","UACU3749290",1,2,"CR","CHASSIS RENTAL","E",40,80,"","NS - NORFOLK AUSTELL (L690)","ALSGA","AMWARE LOGISTICS SERVICES INC","ROARNY","ROAR Logistics, Inc","ROARNY","1059350","","HLCUHAM2209AUMO5","HAP",11/16/2022,"0755",11/15/2022,11/16/2022,"0900","0900",11/16/2022,"0840",11/18/2022,"NORGA","NORGA",11/18/2022,"","",11/16/2022,5,11/22/2022,0,0,0,0,0,0,0,0,11/2/2022,11/21/2022,12/13/2022,""
1934086,"Lineitem","PBI","PBI","MEM","88","TSXZ488854","CIPU5237688",3,16,"CR","CHASSIS RENTAL","E",40,640,"INTERS","CN -CNRR MEM (P484)","MEDMDTN","MEDEGEN MEDICAL","MEMETN","MEDEGEN MEDICAL PRODUCTS","MEDMDTN","S221E221250605","","CNRU000037473990","MSK",11/21/2022,"1152",11/21/2022,11/21/2022,"1429","1429",11/21/2022,"1252",12/6/2022,"BNMEM","BNMEM",12/6/2022,"","",11/20/2022,4,11/24/2022,0,0,0,0,0,0,0,0,11/2/2022,12/8/2022,1/13/2023,""
1934087,"Lineitem","PBI","PBI","MEM","88","EMCZ240480","HASU4545828",3,16,"CR","CHASSIS RENTAL","E",40,640,"INTERS","CN -CNRR MEM (P484)","MEDMDTN","MEDEGEN MEDICAL","MEMETN","MEDEGEN MEDICAL PRODUCTS","MEDMDTN","S221E221250605","","CNRU000037473990","MSK",11/23/2022,"0945",11/23/2022,11/23/2022,"1429","1429",11/23/2022,"1041",12/8/2022,"INTERMO","BNMEM",12/8/2022,"","",11/26/2022,4,11/28/2022,0,0,0,0,0,0,0,0,11/2/2022,12/8/2022,1/13/2023,""
1934088,"Lineitem","PBI","PBI","MEM","88","TAXZ489786","TCKU7020674",3,11,"CR","CHASSIS RENTAL","E",40,440,"INTERS","CN -CNRR MEM (P484)","MEDMDTN","MEDEGEN MEDICAL","MEMETN","MEDEGEN MEDICAL PRODUCTS","MEDMDTN","S221E221250605","","CNRU000037473990","MSK",11/29/2022,"0902",11/29/2022,11/29/2022,"1429","1429",11/29/2022,"1020",12/9/2022,"INTERMO","BNMEM",12/9/2022,"","",11/27/2022,4,12/2/2022,0,0,0,0,0,0,0,0,11/2/2022,12/9/2022,1/9/2023,""
1934091,"ELBilling","PBI","PBI","DAL","AC","DECZ403569","TCLU8566733",1613,8,"CR","CHASSIS RENTAL","E",40,320,"","BNSF ALLIANCE (T926)","NEOXPO","NEOVIA LOGISTICS - A59","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0044122","SDS","ONEYSELCD3336401","ONE",12/1/2022,"1122",12/2/2022,12/2/2022,"2359","2359",12/2/2022,"1205",12/8/2022,"BNSFATX","BNSFATX",12/8/2022,"","TXSTETX",12/1/2022,20,12/20/2022,0,0,0,0,0,0,0,0,11/1/2022,12/13/2022,12/22/2022,"15389341"
1934092,"ELBilling","PBI","PBI","DIT","AC","TNPZ507448","NYKU4939871",1613,9,"CR","CHASSIS RENTAL","E",40,360,"","UP - DIT WILMER (V963)","NEOXPO","NEOVIA LOGISTICS - A59","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0041199","SDS","ONEYSELCD4282586","ONE",11/15/2022,"0427",11/15/2022,11/15/2022,"2359","2359",11/15/2022,"0500",11/23/2022,"UPRRTX","UPRRTX",11/23/2022,"","",11/15/2022,20,12/4/2022,0,0,0,0,0,0,0,0,11/1/2022,11/29/2022,12/8/2022,"15315862"
1934093,"ELBilling","PBI","PBI","DIT","AC","TNPZ492703","TCNU6206890",1613,16,"CR","CHASSIS RENTAL","E",40,640,"","UP - DIT WILMER (V963)","NEOXPO","NEOVIA LOGISTICS - A59","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0044209","SDS","ONEYSELCD4282585","ONE",11/15/2022,"1108",12/13/2022,11/30/2022,"0730","2359",11/30/2022,"0616",11/30/2022,"UPRRTX","UPRRTX",11/30/2022,"","PBWWRTX",11/15/2022,20,12/4/2022,0,0,0,0,0,0,0,0,11/1/2022,12/15/2022,12/22/2022,"15387492"
1934094,"ELBilling","PBI","PBI","DIT","AC","TNPZ438970","TRHU4776054",1613,8,"CR","CHASSIS RENTAL","E",40,320,"","UP - DIT WILMER (V963)","NEOXPO","NEOVIA LOGISTICS - A59","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0042742","SDS","ONEYSELCD4282587","ONE",11/15/2022,"0237",11/15/2022,11/15/2022,"2359","2359",11/15/2022,"0300",11/22/2022,"UPRRTX","UPRRTX",11/22/2022,"","",11/15/2022,20,12/4/2022,0,0,0,0,0,0,0,0,11/1/2022,11/30/2022,12/8/2022,"15315864"
1934095,"ELBilling","PBI","PBI","DIT","AC","TNPZ468232","GCXU5267585",1613,16,"CR","CHASSIS RENTAL","E",40,640,"","UP - DIT WILMER (V963)","NEOXPO","NEOVIA LOGISTICS - A59","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0044208","SDS","ONEYSELCD4282588","ONE",11/15/2022,"1018",12/13/2022,11/30/2022,"2359","2359",11/30/2022,"0600",11/30/2022,"UPRRTX","UPRRTX",11/30/2022,"","PBWWRTX",11/15/2022,20,12/4/2022,0,0,0,0,0,0,0,0,11/1/2022,12/15/2022,12/22/2022,"15387491"
1934102,"Lineitem","PBI","PBI","DAL","88","PBIZ427237","MSMU8005319",1,2,"CR","CHASSIS RENTAL","E",50,100,"TXSTETX","BNSF ALLIANCE (T926)","IDCFWTX","IDC","VICIL","VICTORY WORLDWIDE INC.","VICIL","OI 281","","MEDUV9138771","MSC",11/30/2022,"1410",11/23/2022,12/1/2022,"0800","1400",12/1/2022,"1317",12/1/2022,"BNSFATX","TXSTETX",12/1/2022,"","TXSTETX",11/30/2022,4,12/5/2022,0,0,0,0,0,0,0,0,11/2/2022,12/2/2022,12/22/2022,""
1934103,"Lineitem","PBI","PBI","DAL","88","PBIZ420394","MSMU8723173",1,2,"CR","CHASSIS RENTAL","E",50,100,"TXSTETX","BNSF ALLIANCE (T926)","IDCFWTX","IDC","VICIL","VICTORY WORLDWIDE INC.","VICIL","OI 281","","MEDUV9138771","MSC",11/30/2022,"1140",11/23/2022,12/1/2022,"0800","1400",12/1/2022,"1343",12/1/2022,"BNSFATX","TXSTETX",12/1/2022,"","TXSTETX",11/30/2022,4,12/5/2022,0,0,0,0,0,0,0,0,11/2/2022,12/2/2022,12/22/2022,""
1934104,"Lineitem","PBI","PBI","DAL","88","MAEC748986","TGBU7565093",1,11,"CR","CHASSIS RENTAL","E",40,440,"","BNSF ALLIANCE (T926)","IDCFWTX","IDC","VICIL","VICTORY WORLDWIDE INC.","VICIL","OI 281","","MEDUV9138771","MSC",11/21/2022,"1209",11/23/2022,12/1/2022,"0900","1400",12/1/2022,"1202",12/1/2022,"BNSFATX","BNSFATX",12/1/2022,"","TXSTETX",11/22/2022,4,11/24/2022,0,0,0,0,0,0,0,0,11/2/2022,12/2/2022,12/22/2022,""
1934108,"Lineitem","PBI","PBI","CHI","88","DCLZ403134","SEGU6536411",1,5,"CR","CHASSIS RENTAL","E",40,200,"","BNSF LPC Logistics Park (H572)","ELMFIL","ELKAY MFG.","OLUSANY","OL USA LLC","OLUSANY","CHOLX224403","","","OOC",11/3/2022,"1030",11/4/2022,11/4/2022,"1000","1000",11/4/2022,"0845",11/7/2022,"BNLPCIL","BNLPCIL",11/7/2022,"","",,6,11/10/2022,0,0,0,0,0,0,0,0,11/3/2022,11/16/2022,12/8/2022,""
1934109,"ELBilling","PBI","PBI","CHI","AC","APMZ405805","TCNU4607106",1133,1,"CR","CHASSIS RENTAL","F",40,40,"","BNSF LPC Logistics Park (H572)","GREIFIL","GREIF PACKAGING LLC","OLUSANY","OL USA LLC","OLUSANY","CHOLX224223","","","YML",12/11/2022,"1119",12/5/2022,12/12/2022,"1000","1300",12/12/2022,"1000",12/12/2022,"NORF79","TEAINIL",12/12/2022,"","",,4,12/14/2022,0,0,0,0,0,0,0,0,11/3/2022,12/21/2022,12/30/2022,""
1934109,"Lineitem","PBI","PBI","CHI","88","APMZ405805","TCNU4607106",1,2,"CR","CHASSIS RENTAL","E",40,80,"","BNSF LPC Logistics Park (H572)","GREIFIL","GREIF PACKAGING LLC","OLUSANY","OL USA LLC","OLUSANY","CHOLX224223","","","YML",12/11/2022,"1119",12/5/2022,12/12/2022,"1000","1300",12/12/2022,"1000",12/12/2022,"NORF79","TEAINIL",12/12/2022,"","",,4,12/14/2022,0,0,0,0,0,0,0,0,11/3/2022,12/15/2022,12/16/2022,""
