"RECNO","TName","Company","Div_LES","Terminal","Status","ChassisNo","CONTAINERNO","LI_NO","QTY_LE","SVCCODE_LE","SVCDESCRIPTION_LE","RATECODE_LE","RATE_LE","CHGAMT_LE","chz_pickup_loc","Shipper_Name","ConsigneeID","Consignee_Name","BilltoID_LES","Billto_Name_LES","Preferred","WorkorderNo","PBI_RefNo","BOL","SSL","PU_Date","PU_Time","Original_SchedDelv","SchedDelv","Original_scheddelvtime","Scheddelvtime","POD_Date","POD_Time","Ingatedate","ReturnTo","CHZ_returnTo","CHZ_ingatedate","RECEIVEDBY","YARDID","LASTFREEDAY","FREEDAYS","LAST_RETURN","Linehaul_Amount","FSC_Amount","Line_Total","ChasFee_Total","EL_Bill_Total","DP_Total","MP_Total","Net_Total","Rel_Date","Billed_Date_LES","Rcvd_Date_LES","CUST_REF"
1917604,"Lineitem","PBI","PBI","ATL","99","NAPZ423610","NYKU8477215",1,2,"CR","CHASSIS RENTAL","E",40,80,"","NS - NORFOLK AUSTELL (L690)","ATLDAGA","ATLANTA DASH","QUARTIL","QUARTZ LOGISTICS (CHICAGO) INC.","QUARTIL","OICHI-22040025","","ONEYTPEC27333500","ONE",11/3/2022,"0637",11/4/2022,11/4/2022,"1200","1200",11/4/2022,"1200",11/4/2022,"STRTURN","STRTURN",11/4/2022,"","PBIGA",11/2/2022,5,11/9/2022,0,0,0,0,0,0,0,0,5/3/2022,11/9/2022,11/23/2022,""
1917846,"Lineitem","PBI","PBI","MEM","99","MCCZ404665","DRYU4121826",1,3,"CR","CHASSIS RENTAL","E",40,120,"","UP - UNION PACIFIC MARION (P279)","FXIBMS","FXI INNOCOR INC (BALDWYN)","HECNY","Hecny Transportation(USA) Inc.","HECNY","LN267103","","ONEYTA1VG2749700","ONE",10/17/2022,"1747",10/19/2022,10/19/2022,"0800","0800",10/19/2022,"0705",10/19/2022,"CMCPID","MCZRCMP",10/19/2022,"STACK/DT","INTERS",8/4/2022,5,10/21/2022,0,0,0,0,0,0,0,0,5/4/2022,10/24/2022,11/25/2022,""
1920994,"Lineitem","PBI","PBI","CHI","88","FHCZ147548","TCNU7743976",1,6,"CR","CHASSIS RENTAL","E",40,240,"","UP -GLOBAL 4 (I206)","COOPIL","COOPER LIGHTING","COOPMO","COOPER LIGHTING SOLUTIONS C/O CASS","CLIGGA","1045809766-2021","RECV LOC 1053","XMNC36515500","ONE",10/27/2022,"1737",10/28/2022,10/28/2022,"1459","1459",10/28/2022,"0930",11/1/2022,"GLO4","GLO4",11/1/2022,"","",10/28/2022,7,11/2/2022,0,0,0,0,0,0,0,0,6/9/2022,11/15/2022,12/22/2022,""
1921256,"Lineitem","PBI","PBI","MEM","99","TAXZ753043","TCLU4284752",1,2,"CR","CHASSIS RENTAL","E",40,80,"","BNSF MEMPHIS (P486)","INTCOTN","INTERNATIONAL CONSORTIUM (SUPPLY)","WELPONY","Well Port Container Line, Inc","WELPONY","OI-22050162","","CMDUNBSN927683","CMA",10/13/2022,"1423",10/11/2022,10/14/2022,"0700","0900",10/14/2022,"0555",10/14/2022,"UNINTER","MCZREIT",10/14/2022,"RDT","INTERS",10/10/2022,4,10/18/2022,0,0,0,0,0,0,0,0,10/3/2022,10/24/2022,11/21/2022,""
1921701,"ELBilling","PBI","PBI","DAL","AC","PBIZ418592","SEKU4525747",945,5,"CR","CHASSIS RENTAL","E",50,250,"TXSTETX","CONGLOBAL HASLET","NEOXPO","NEOVIA LOGISTICS - A59","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0014397","","SGN1576951","CMA",10/27/2022,"1339",10/27/2022,10/27/2022,"2359","2359",10/27/2022,"1420",10/31/2022,"BNSFATX","DCZREUN",10/31/2022,"","",7/5/2022,15,11/10/2022,0,0,0,0,0,0,0,0,6/1/2022,11/7/2022,11/23/2022,"14793493"
1921822,"Lineitem","PBI","PBI","MEM","88","CCLZ442876","ONEU0182663",1,4,"CR","CHASSIS RENTAL","E",40,160,"","UP - UNION PACIFIC MARION (P279)","COOPTN","COOPER LIGHTING","COOPMO","COOPER LIGHTING SOLUTIONS C/O CASS","CLIGGA","1045779284-2021","RECV LOC 1064","ONEYHKGC53931300","ONE",10/18/2022,"0753",10/18/2022,10/18/2022,"1759","1759",10/18/2022,"0835",10/21/2022,"UPAR","UPAR",10/21/2022,"STACK","",8/17/2022,7,10/24/2022,0,0,0,0,0,0,0,0,6/13/2022,11/14/2022,11/18/2022,""
1921824,"Lineitem","PBI","PBI","MEM","88","NYKZ435266","MOFU5872393",1,2,"CR","CHASSIS RENTAL","E",40,80,"","UP - UNION PACIFIC MARION (P279)","COOPTN","COOPER LIGHTING","COOPMO","COOPER LIGHTING SOLUTIONS C/O CASS","CLIGGA","1045842473-2021","RECV LOC 1064","ONEYHANC25644700","ONE",10/6/2022,"1315",10/6/2022,10/6/2022,"1759","1759",10/6/2022,"1400",10/7/2022,"CMCPID","MCZREIT",10/10/2022,"STACK","",7/29/2022,7,10/12/2022,0,0,0,0,0,0,0,0,6/13/2022,10/26/2022,11/3/2022,""
1923016,"Lineitem","PBI","PBI","MEM","88","PBIZ420268","DRYU6095285",1,5,"CR","CHASSIS RENTAL","E",50,250,"MCZREIT","UP - UNION PACIFIC MARION (P279)","COOPTN","COOPER LIGHTING","COOPMO","COOPER LIGHTING SOLUTIONS C/O CASS","CLIGGA","1045782240-2021","RECV LOC 1064","ONEYHKGC53939400","ONE",10/6/2022,"1102",10/3/2022,10/6/2022,"1759","1759",10/6/2022,"1137",10/10/2022,"CNDEPOT","MCZRECN",10/10/2022,"STACK/HOT! RDT","",8/17/2022,7,10/12/2022,0,0,0,0,0,0,0,0,7/1/2022,10/26/2022,11/16/2022,""
1923551,"Lineitem","PBI","PBI","MEM","88","CCLZ442061","TCNU2626703",1,1,"CR","CHASSIS RENTAL","E",40,40,"","BNSF MEMPHIS (P486)","COOPTN","COOPER LIGHTING","COOPMO","COOPER LIGHTING SOLUTIONS C/O CASS","CLIGGA","1046138344-2021","RECV LOC 1064","XIA0995201","CMA",10/6/2022,"0558",10/4/2022,10/6/2022,"1759","1759",10/6/2022,"0619",10/6/2022,"UPAR","UPAR",10/6/2022,"","",9/17/2022,7,10/12/2022,0,0,0,0,0,0,0,0,7/20/2022,10/26/2022,11/16/2022,""
1923554,"Lineitem","PBI","PBI","MEM","88","PBIZ689297","TCKU7828615",1,5,"CR","CHASSIS RENTAL","E",50,250,"MCZREIT","BNSF MEMPHIS (P486)","COOPTN","COOPER LIGHTING","COOPMO","COOPER LIGHTING SOLUTIONS C/O CASS","CLIGGA","1046138344-2021","RECV LOC 1064","XIA0995201","CMA",10/7/2022,"0904",10/4/2022,10/7/2022,"1759","1759",10/7/2022,"0927",10/11/2022,"INTERMO","MCZREIN",10/11/2022,"","",9/18/2022,7,10/13/2022,0,0,0,0,0,0,0,0,7/20/2022,10/26/2022,11/16/2022,""
1923821,"ELBilling","PBI","PBI","CHI","AC","HRGZ702814","CLKU5006750",936,7,"CR","CHASSIS RENTAL","E",40,280,"","UP -GLOBAL 4 (I206)","MIQIL","NEOVIA LOGISTICS - A58","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0017935","SDS","HDMUSGNM40200503","HII",10/11/2022,"1530",9/7/2022,10/11/2022,"2359","2359",10/11/2022,"1630",10/17/2022,"GLO4","GLO4",10/17/2022,"","",9/7/2022,14,10/24/2022,0,0,0,0,0,0,0,0,6/14/2022,10/20/2022,11/3/2022,"15038395"
1923852,"ELBilling","PBI","PBI","CHI","AC","APMZ419998","KOCU4198230",1033,1,"CR","CHASSIS RENTAL","E",40,40,"","UP -GLOBAL 4 (I206)","MIQIL","NEOVIA LOGISTICS - A58","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0017980","SDS","HDMULCHM62749301","HII",10/11/2022,"1249",9/7/2022,10/11/2022,"2359","2359",10/11/2022,"1330",10/11/2022,"GLO4","GLO4",10/11/2022,"","",9/7/2022,14,10/24/2022,0,0,0,0,0,0,0,0,6/14/2022,10/18/2022,10/28/2022,"15038397"
1924501,"Lineitem","PBI","PBI","CHI","88","MOFZ660331","KOCU4125770",1,4,"CR","CHASSIS RENTAL","E",40,160,"","UP -GLOBAL 4 (I206)","ROMHUIL","ROMEOVILLE IL HUB","ARMADPA","ARMADA","ARMADPA","503413382","","HDMUDADM33519200","HII",10/11/2022,"1731",9/6/2022,10/11/2022,"2059","2059",10/11/2022,"1830",10/14/2022,"GLO4","GLO4",10/14/2022,"","",9/7/2022,10,10/20/2022,0,0,0,0,0,0,0,0,6/20/2022,11/17/2022,11/17/2022,""
1924861,"ELBilling","PBI","PBI","CHI","AC","DCLZ403134","SEGU4941056",1141,16,"CR","CHASSIS RENTAL","E",40,640,"DELCOIL","CONGLOBAL JOLIET","UNIBOIL","UNIS BOLINGBROOK","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0033466","SDS","COSU6332859791","COS",10/5/2022,"1738",10/4/2022,10/5/2022,"2359","2359",10/5/2022,"1830",10/20/2022,"CNIJO","DELCOIL",10/20/2022,"","",10/7/2022,14,10/18/2022,0,0,0,0,0,0,0,0,6/22/2022,10/27/2022,12/22/2022,"14965314"
1925262,"Lineitem","PBI","PBI","MEM","88","AIMZ501664","HPCU4328626",1,5,"CR","CHASSIS RENTAL","E",40,200,"","UP - UNION PACIFIC MARION (P279)","COOPTN","COOPER LIGHTING","COOPMO","COOPER LIGHTING SOLUTIONS C/O CASS","CLIGGA","1045992564-2021","RECV LOC 1064 **4","XIA0990842","CMA",11/10/2022,"1300",9/26/2022,11/10/2022,"1759","1759",11/10/2022,"1350",11/14/2022,"UPAR","UPAR",11/14/2022,"STACK/RAILD","",7/30/2022,7,11/16/2022,0,0,0,0,0,0,0,0,7/20/2022,12/6/2022,12/22/2022,""
1925264,"Lineitem","PBI","PBI","MEM","88","TAXZ458394","HPCU4329068",1,6,"CR","CHASSIS RENTAL","E",40,240,"","UP - UNION PACIFIC MARION (P279)","COOPTN","COOPER LIGHTING","COOPMO","COOPER LIGHTING SOLUTIONS C/O CASS","CLIGGA","1045992564-2021","RECV LOC 1064 **4","XIA0990842","CMA",10/6/2022,"1609",10/7/2022,10/6/2022,"1759","1759",10/6/2022,"1711",10/11/2022,"UPAR","UPAR",10/11/2022,"STACK","",7/30/2022,7,10/12/2022,0,0,0,0,0,0,0,0,7/20/2022,12/6/2022,12/22/2022,""
1925265,"Lineitem","PBI","PBI","MEM","88","NAPZ204130","HPCU4328673",1,4,"CR","CHASSIS RENTAL","E",40,160,"","UP - UNION PACIFIC MARION (P279)","COOPTN","COOPER LIGHTING","COOPMO","COOPER LIGHTING SOLUTIONS C/O CASS","CLIGGA","1045992564-2021","RECV LOC 1064 **4","XIA0990842","CMA",10/7/2022,"0747",10/7/2022,10/7/2022,"1759","1759",10/7/2022,"0825",10/10/2022,"UPAR","UPAR",10/10/2022,"STACK","",7/30/2022,7,10/13/2022,0,0,0,0,0,0,0,0,7/20/2022,12/6/2022,12/22/2022,""
1925266,"Lineitem","PBI","PBI","MEM","88","TAXZ458658","NYKU4992990",1,2,"CR","CHASSIS RENTAL","E",40,80,"","UP - UNION PACIFIC MARION (P279)","COOPTN","COOPER LIGHTING","COOPMO","COOPER LIGHTING SOLUTIONS C/O CASS","CLIGGA","1046643933-2021","RECV LOC 1064","XMNC54127400","ONE",10/10/2022,"1547",10/11/2022,10/10/2022,"1759","1759",10/10/2022,"1625",10/11/2022,"UPAR","UPAR",10/11/2022,"STACK","",7/31/2022,7,10/16/2022,0,0,0,0,0,0,0,0,7/22/2022,10/27/2022,11/16/2022,""
1925268,"Lineitem","PBI","PBI","MEM","88","NAPZ194065","TRHU6484940",1,4,"CR","CHASSIS RENTAL","E",40,160,"","UP - UNION PACIFIC MARION (P279)","COOPTN","COOPER LIGHTING","COOPMO","COOPER LIGHTING SOLUTIONS C/O CASS","CLIGGA","1046643933-2021","RECV LOC 1064","XMNC54127400","ONE",10/11/2022,"1043",10/11/2022,10/11/2022,"1759","1759",10/11/2022,"1125",10/17/2022,"UPAR","UPAR",10/17/2022,"STACK","",7/31/2022,7,10/17/2022,0,0,0,0,0,0,0,0,7/22/2022,10/27/2022,11/16/2022,""
1925497,"Lineitem","PBI","PBI","MEM","88","PBIZ427393","NYKU5968853",3,3,"CR","CHASSIS RENTAL","E",50,150,"MCZREBN","UP - UNION PACIFIC MARION (P279)","MEDMDTN","MEDEGEN MEDICAL","MEMETN","MEDEGEN MEDICAL PRODUCTS","MEDMDTN","S221E221222426","","ONEYSH9FY3311500","ONE",10/4/2022,"1254",10/3/2022,10/4/2022,"1429","1429",10/4/2022,"1400",10/6/2022,"CNDEPOT","MCZRECN",10/6/2022,"STACK/HOT! RDT","",8/2/2022,10,10/17/2022,0,0,0,0,0,0,0,0,6/29/2022,10/17/2022,11/7/2022,""
1925744,"ELBilling","PBI","PBI","CHI","AC","EMCZ240295","KOCU4872348",1151,7,"CR","CHASSIS RENTAL","E",40,280,"","UP -GLOBAL 4 (I206)","NEOELW","NEOVIA LOGISTICS - A64","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0019600","SDS","HDMUSZPM37631900","HII",10/11/2022,"0955",9/6/2022,10/11/2022,"2359","2359",10/11/2022,"1030",10/17/2022,"GLO4","GLO4",10/17/2022,"","",9/7/2022,14,10/24/2022,0,0,0,0,0,0,0,0,6/29/2022,10/27/2022,11/17/2022,"15041964"
1925761,"ELBilling","PBI","PBI","DAL","AC","TNPZ468229","FFAU2947845",1204,4,"CR","CHASSIS RENTAL","E",40,160,"DCZREUN","BNSF ALLIANCE (T926)","NEOXPO","NEOVIA LOGISTICS - A59","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0017454","SDS","MEDUTY245127","MSC",10/3/2022,"1148",9/10/2022,10/3/2022,"2359","2359",10/3/2022,"1230",10/6/2022,"BNSFATX","BNSFATX",10/6/2022,"","",10/2/2022,10,10/12/2022,0,0,0,0,0,0,0,0,6/29/2022,11/14/2022,11/23/2022,"15042928"
1925814,"ELBilling","PBI","PBI","DAL","AC","TNPZ479121","MSMU8404807",1347,7,"CR","CHASSIS RENTAL","E",40,280,"","BNSF ALLIANCE (T926)","NEOXPO","NEOVIA LOGISTICS - A59","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0017527","SDS","MEDUTY239153","MSC",10/4/2022,"0912",9/10/2022,10/4/2022,"2359","2359",10/4/2022,"0954",10/10/2022,"BNSFATX","DCZREUN",10/10/2022,"","",10/4/2022,10,10/13/2022,0,0,0,0,0,0,0,0,6/29/2022,10/24/2022,11/10/2022,"15036147"
1925991,"Lineitem","PBI","PBI","CHI","88","MAEC690341","MSKU8821081",1,8,"CR","CHASSIS RENTAL","E",40,320,"","UP -GLOBAL 4 (I206)","ROMHUIL","ROMEOVILLE IL HUB","ARMADPA","ARMADA","ARMADPA","503422210","","MAEU218625247","MSK",10/10/2022,"0723",9/6/2022,10/10/2022,"2059","2059",10/10/2022,"0820",10/17/2022,"ITEIL","REUILTW",10/17/2022,"","",9/8/2022,8,10/19/2022,0,0,0,0,0,0,0,0,7/6/2022,11/17/2022,11/17/2022,""
1926091,"Lineitem","PBI","PBI","CHI","88","MSCZ400403","CAIU7491150",1,7,"CR","CHASSIS RENTAL","E",40,280,"","UP -GLOBAL 4 (I206)","ROMHUIL","ROMEOVILLE IL HUB","ARMADPA","ARMADA","ARMADPA","503439825","","HDMUDADM45087800","HII",10/4/2022,"1654",10/4/2022,10/4/2022,"2059","2059",10/4/2022,"1730",10/10/2022,"GLO4","GLO4",10/10/2022,"","",10/5/2022,10,10/13/2022,0,0,0,0,0,0,0,0,7/6/2022,11/10/2022,11/10/2022,""
1926158,"ELBilling","PBI","PBI","CHI","AC","APMZ422737","CMAU9191345",1047,7,"CR","CHASSIS RENTAL","E",40,280,"DELCOIL","CONGLOBAL LOT 17","LOWMAIL","LOWE'S ADC 3463","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDR","SEA0019739","SDS","CMDUSEL1396745","CMA",10/11/2022,"2039",9/19/2022,10/12/2022,"2359","2359",10/12/2022,"1230",10/17/2022,"DELCOIL","DELCOIL",10/17/2022,"LOT C","DELCOIL",10/9/2022,15,10/31/2022,0,0,0,0,0,0,0,0,7/5/2022,10/20/2022,11/3/2022,"15027863"
1926169,"ELBilling","PBI","PBI","CHI","AC","TSXZ491611","TXGU7301792",1110,14,"CR","CHASSIS RENTAL","E",40,560,"","BNSF LPC Logistics Park (H572)","UNIBOIL","UNIS BOLINGBROOK","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0037243","SDS","SWA0359753","CMA",10/14/2022,"0855",10/14/2022,10/14/2022,"0000","2359",10/14/2022,"0947",10/27/2022,"DELCOIL","DELCOIL",10/27/2022,"","",10/15/2022,15,11/3/2022,0,0,0,0,0,0,0,0,7/5/2022,11/3/2022,,"15191871"
1926248,"Lineitem","PBI","PBI","CHI","88","EMCZ520423","FCIU5856263",1,1,"CR","CHASSIS RENTAL","E",40,40,"","BNSF LPC Logistics Park (H572)","PETAGIL","PET AG INC #365","OLUSANY","OL USA LLC","OLUSANY","CHOLX222837","","","COS",10/3/2022,"1110",8/22/2022,10/3/2022,"0900","0900",10/3/2022,"1230",10/3/2022,"CSX59","ILTRANS",10/3/2022,"","",,3,10/5/2022,0,0,0,0,0,0,0,0,7/7/2022,10/12/2022,11/1/2022,""
1926264,"ELBilling","PBI","PBI","CHI","AC","DCLZ415919","APHU6430710",852,7,"CR","CHASSIS RENTAL","E",40,280,"DELCOIL","CONGLOBAL LOT 17","LOWMAIL","LOWE'S ADC 3463","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDR","SEA0019701","SDS","CMDUSEL1396602","CMA",10/11/2022,"1511",10/10/2022,10/11/2022,"2359","2359",10/11/2022,"1630",10/17/2022,"DELCOIL","DELCOIL",10/17/2022,"LOT C","",10/8/2022,15,10/31/2022,0,0,0,0,0,0,0,0,7/6/2022,11/3/2022,11/10/2022,"14954202"
1926447,"Lineitem","PBI","PBI","MEM","88","TLXZ459439","SEGU4529326",3,5,"CR","CHASSIS RENTAL","E",40,200,"MCZREIT","UP - UNION PACIFIC MARION (P279)","MEDMDTN","MEDEGEN MEDICAL","MEMETN","MEDEGEN MEDICAL PRODUCTS","MEDMDTN","S221E221226360","","ONEYSH2ACA586800","ONE",10/6/2022,"1116",10/6/2022,10/6/2022,"1429","1429",10/6/2022,"1225",10/10/2022,"UPAR","UPAR",10/10/2022,"STACK/HOT! RDT","",8/3/2022,10,10/19/2022,0,0,0,0,0,0,0,0,7/11/2022,10/11/2022,10/31/2022,""
1926518,"Lineitem","PBI","PBI","CHI","88","PBIZ427379","TCLU4215284",1,4,"CR","PRIVATE CHASSIS RENTAL","E",55,220,"DELCOIL","CONGLOBAL LOT 17","COOPIL","COOPER LIGHTING","COOPMO","COOPER LIGHTING SOLUTIONS C/O CASS","CLIGGA","1046459229-2021","RECV LOC 1053","XIA1010863","CMA",10/4/2022,"1444",10/4/2022,10/4/2022,"1459","1459",10/4/2022,"1620",10/7/2022,"BNLPCIL","DELCOIL",10/7/2022,"HOT!","",10/3/2022,7,10/10/2022,0,0,0,0,0,0,0,0,8/17/2022,10/27/2022,11/3/2022,""
1926519,"Lineitem","PBI","PBI","CHI","88","OESZ805103","TCKU4714537",1,4,"CR","CHASSIS RENTAL","E",40,160,"REUILTW","CONGLOBAL LOT 17","COOPIL","COOPER LIGHTING","COOPMO","COOPER LIGHTING SOLUTIONS C/O CASS","CLIGGA","1046459229-2021","RECV LOC 1053","XIA1010863","CMA",10/4/2022,"1635",10/4/2022,10/5/2022,"1459","1459",10/5/2022,"0950",10/7/2022,"DELCOIL","DELCOIL",10/7/2022,"","DELCOIL",10/4/2022,7,10/10/2022,0,0,0,0,0,0,0,0,8/17/2022,10/27/2022,11/3/2022,""
1926520,"Lineitem","PBI","PBI","CHI","88","TSXZ463343","SEKU6395154",1,8,"CR","CHASSIS RENTAL","E",40,320,"REUSE","CONGLOBAL LOT 17","COOPIL","COOPER LIGHTING","COOPMO","COOPER LIGHTING SOLUTIONS C/O CASS","CLIGGA","1046378403-2021","RECV LOC 1053","XIA1005514","CMA",10/4/2022,"1811",10/4/2022,10/5/2022,"1459","1459",10/5/2022,"0800",10/11/2022,"DELCOIL","DELCOIL",10/11/2022,"","DELCOIL",10/3/2022,7,10/10/2022,0,0,0,0,0,0,0,0,8/19/2022,10/27/2022,11/23/2022,""
1926591,"ELBilling","PBI","PBI","CHI","AC","FDLZ442834","KKFU7951890",1055,6,"CR","CHASSIS RENTAL","E",40,240,"","UP -GLOBAL 4 (I206)","NEOELW","NEOVIA LOGISTICS - A64","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0021863","SDS","ONEYSZPCH2522403","ONE",11/4/2022,"1347",9/12/2022,11/4/2022,"2359","2359",11/4/2022,"1400",11/9/2022,"GLO4","GLO4",11/9/2022,"","",9/15/2022,4,11/9/2022,0,0,0,0,0,0,0,0,7/11/2022,11/14/2022,11/23/2022,"15063146"
1926622,"Lineitem","PBI","PBI","MEM","99","NAPZ204094","TCLU5505863",1,6,"CR","CHASSIS RENTAL","E",40,240,"","UP - UNION PACIFIC MARION (P279)","LOONEY","LOONEY'S TIRE SERVICE","QUARTNY","QUARTZ LOGISTICS (NY) INC.","QUARTNY","OINYC-22060333","","ONEYJKTC64271400","ONE",10/5/2022,"1833",10/10/2022,10/10/2022,"0900","0900",10/10/2022,"0840",10/10/2022,"UPAR","UPAR",10/10/2022,"","INTERS",10/5/2022,5,10/11/2022,0,0,0,0,0,0,0,0,7/12/2022,10/19/2022,10/31/2022,""
1926711,"ELBilling","PBI","PBI","CHI","AC","TSXZ435750","BEAU5825228",1310,6,"CR","CHASSIS RENTAL","E",40,240,"DELCOIL","BNSF LPC Logistics Park (H572)","UNIBOIL","UNIS BOLINGBROOK","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0033140","SDS","MEDUVE473628","MSC",10/21/2022,"1707",10/21/2022,10/21/2022,"2359","2359",10/21/2022,"1800",10/26/2022,"DELCOIL","DELCOIL",10/26/2022,"LOT C","",10/21/2022,10,10/30/2022,0,0,0,0,0,0,0,0,7/13/2022,10/28/2022,,"15197171"
1926716,"ELBilling","PBI","PBI","CHI","AC","HDMZ414325","MSMU8886268",1311,14,"CR","CHASSIS RENTAL","E",40,560,"","BNSF LPC Logistics Park (H572)","UNIBOIL","UNIS BOLINGBROOK","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0033227","SDS","MEDUVE473628","MSC",10/8/2022,"0732",10/8/2022,10/8/2022,"2359","2359",10/8/2022,"0830",10/21/2022,"BNLPCIL","BNLPCIL",10/21/2022,"LOT C","",10/8/2022,10,10/17/2022,0,0,0,0,0,0,0,0,7/13/2022,10/27/2022,12/22/2022,"15184109"
1926718,"ELBilling","PBI","PBI","CHI","AC","DCNZ416502","TGBU9857319",1311,8,"CR","CHASSIS RENTAL","E",40,320,"DELCOIL","CONGLOBAL JOLIET","UNIBOIL","UNIS BOLINGBROOK","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0033879","SDS","MEDUVE473628","MSC",10/19/2022,"1559",9/17/2022,10/19/2022,"2359","2359",10/19/2022,"1715",10/26/2022,"DELCOIL","DELCOIL",10/26/2022,"","",10/21/2022,10,10/28/2022,0,0,0,0,0,0,0,0,7/13/2022,10/28/2022,,"15065479"
1926769,"Lineitem","PBI","PBI","MEM","88","TAXZ154216","TCLU8121882",1,5,"CR","CHASSIS RENTAL","E",40,200,"","UP - UNION PACIFIC MARION (P279)","COOPTN","COOPER LIGHTING","COOPMO","COOPER LIGHTING SOLUTIONS C/O CASS","CLIGGA","1046618773-2021","RECV LOC 1064","HLCUXM12206AUFR8","HAP",10/24/2022,"1240",10/25/2022,10/24/2022,"1759","1759",10/24/2022,"1330",10/28/2022,"SEACOTN","MCZRESE",10/28/2022,"STACK","",9/1/2022,7,10/30/2022,0,0,0,0,0,0,0,0,8/5/2022,11/14/2022,11/18/2022,""
1926783,"Lineitem","PBI","PBI","MEM","99","MCHZ401008","KKFU8105217",1,2,"CR","CHASSIS RENTAL","E",40,80,"","UP - UNION PACIFIC MARION (P279)","INTCOTN","INTERNATIONAL CONSORTIUM (SUPPLY)","WELPONY","Well Port Container Line, Inc","WELPONY","OI-22070023","","ONEYNB2BF4185800","ONE",10/19/2022,"1645",10/20/2022,10/20/2022,"0700","0700",10/20/2022,"0620",10/20/2022,"UPAR","UPAR",10/20/2022,"","",10/21/2022,5,10/25/2022,0,0,0,0,0,0,0,0,7/19/2022,10/24/2022,11/21/2022,""
1926908,"ELBilling","PBI","PBI","CHI","AC","FLXZ428129","SEGU6031440",825,3,"CR","CHASSIS RENTAL","E",40,120,"","UP -GLOBAL 4 (I206)","MIQIL","NEOVIA LOGISTICS - A58","SAMSDTX","SAMSUNG SDS AMERICA, INC.","SAMSDDC","SEA0019617","SDS","HDMUSZPM16125500","HII",10/11/2022,"1512",9/7/2022,10/11/2022,"2359","2359",10/11/2022,"1630",10/13/2022,"GLO4","GLO4",10/13/2022,"","",9/7/2022,14,10/24/2022,0,0,0,0,0,0,0,0,7/15/2022,10/20/2022,11/3/2022,"15038384"
1926943,"Lineitem","PBI","PBI","MEM","88","NEDZ401304","TCLU9291538",1,2,"CR","CHASSIS RENTAL","E",40,80,"MCZRECN","CMC PIDGEON","COOPTN","COOPER LIGHTING","COOPMO","COOPER LIGHTING SOLUTIONS C/O CASS","CLIGGA","1047038527-2021","RECV LOC 1064","XMNC61729300","ONE",10/6/2022,"1203",9/28/2022,10/6/2022,"1759","1759",10/6/2022,"1250",10/7/2022,"UPAR","UPAR",10/7/2022,"EQ- PENDING LOCATION","",9/1/2022,7,10/12/2022,0,0,0,0,0,0,0,0,9/2/2022,10/27/2022,11/16/2022,""
1926965,"Lineitem","PBI","PBI","ATL","99","TAXZ479576","BMOU4995950",1,2,"CR","CHASSIS RENTAL","E",40,80,"","CONGLOBAL/LANPORT","EASAL","ENERGY ABSORPTION SYSTEMS INC","OLUSANY","OL USA LLC","OLUSANY","CHOLX222878","","","COS",10/12/2022,"1321",8/8/2022,10/13/2022,"0900","0800",10/13/2022,"0745",10/13/2022,"NORGA","NORGA",10/13/2022,"","",,5,10/18/2022,0,0,0,0,0,0,0,0,7/18/2022,10/25/2022,11/10/2022,""
1926975,"Lineitem","PBI","PBI","CHI","88","APMZ414305","KOCU5199191",1,8,"CR","CHASSIS RENTAL","E",40,320,"","UP -GLOBAL 4 (I206)","ROMHUIL","ROMEOVILLE IL HUB","ARMADPA","ARMADA","ARMADPA","503453913","","HDMUSRGM82327100","HII",10/10/2022,"0823",10/10/2022,10/10/2022,"2059","2059",10/10/2022,"0930",10/17/2022,"GLO4","GLO4",10/17/2022,"","",10/10/2022,11,10/20/2022,0,0,0,0,0,0,0,0,7/19/2022,11/17/2022,11/17/2022,""
1926976,"Lineitem","PBI","PBI","CHI","88","EMCZ541864","TLLU5287604",1,11,"CR","CHASSIS RENTAL","E",40,440,"","UP -GLOBAL 4 (I206)","ROMHUIL","ROMEOVILLE IL HUB","ARMADPA","ARMADA","ARMADPA","503453897","","HDMUSRGM82327101","HII",10/10/2022,"1426",10/10/2022,10/10/2022,"2059","2059",10/10/2022,"1530",10/20/2022,"GLO4","GLO4",10/20/2022,"","",10/10/2022,11,10/20/2022,0,0,0,0,0,0,0,0,7/19/2022,11/17/2022,11/17/2022,""
