RECNO,BILLTOID,BILLTO,PICKUPDATE,SCHEDPUTIME,BOLNUMBER,CUST_REF,Container No,TERMINAL
1910610,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/16/2022,2359,HDMUSZPM66544800,14425281,CAIU768854,DIT
1910611,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/17/2022,2359,HDMUSZPM68990300,14422447,CAIU713506,DIT
1912303,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/21/2022,2359,HDMUSZPM50590800,14440972,CAIU752109,CHI
1912302,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/21/2022,2359,HDMUSZPM50590800,,CAIU489256,CHI
1912234,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SMLMSEL2F7048702,,CAIU991845,DIT
1912233,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SMLMSEL2F7048701,,CAIU436342,DIT
1912096,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/21/2022,2359,HDMUSZPM38909600,,CAIU444067,CHI
1912095,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/21/2022,2359,HDMUSZPM50590800,,CAIU443969,CHI
1912091,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,0,AYN0913118,,CAIU927594,CHI
1910293,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,CMDUGGZ1627345,,CAIU924559,CHI
1910552,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM57282400,,CAIU997955,CHI
1913137,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM02958400,,CAIU765784,CHI
1913135,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM92071500,,CAIU443978,CHI
1913136,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM10283800,,CAIU748623,CHI
1913655,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM02958400,,CAIU997888,CHI
1908544,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/7/2022,2359,SHSB1JB45500,14401461,CAIU873227,DIT
1911619,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SGN1430498,,CAIU929843,DAL
1913138,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM07674000,,CAIU998120,CHI
1913057,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,,,CBHU896331,DAL
1913058,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,,,CBHU902763,DAL
1912671,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6325740453,,CBHU893050,CHI
1910893,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6321078290,14458101,CBHU917096,DAL
1909964,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6323458182,14397268,CBHU951656,CHI
1910017,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6324739604,14431063,CBHU707838,CHI
1913059,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,,,CBHU953760,DAL
1909966,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/30/2022,2359,COSU6323573751,14413593,CBHU703176,CHI
1912664,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6324171760,,CCLU778060,CHI
1910024,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/28/2022,2359,COSU6325329989,14446851,CCLU794469,CHI
1909906,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/17/2022,2359,COSU6323600060,14416686,CCLU478032,CHI
1910242,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6321102310,14449610,CCLU767102,CHI
1909907,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/29/2022,2359,COSU6323600063,14416684,CCLU482691,CHI
1910018,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/21/2022,2359,COSU6324739603,14427965,CCLU786666,CHI
1909905,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/18/2022,2359,COSU6323600066,14416687,CCLU477210,CHI
1912672,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6325740452,,CCLU780284,CHI
1912678,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,0,COSU6324551850,14446841,CCLU776901,CHI
1910240,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6321102310,14449428,CCLU723523,CHI
1909908,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/15/2022,2359,COSU6323600060,14416688,CCLU497479,CHI
1912262,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,MAEUS00645016,,CIPU519535,ATL
1910943,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,CMDUSEL1324482,14440379,CLHU468173,CHI
1913323,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM18530800,,CLKU500682,CHI
1913324,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM18530800,,CLKU501397,CHI
1910032,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/14/2022,2359,HDMUSGNM07009304,14401198,CLKU501673,CHI
1908025,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/17/2022,2359,HDMULCHM34572758,14346395,CLKU501365,CHI
1908501,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/16/2022,2359,HDMUSZPM74642500,14341452,CLKU500942,CHI
1910553,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782901,,CLKU501370,CHI
1913139,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM02388700,,CLKU500789,CHI
1912860,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM97162300,,CLKU501973,DIT
1911442,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165804,,CLKU500711,CHI
1912763,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0885794,,CMAU680470,DAL
1912764,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0885794,,CMAU706530,DAL
1912730,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0880124,,CMAU664086,DAL
1911784,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0880108A,,CMAU467124,DAL
1912762,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0885794,,CMAU657566,DAL
1912761,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0885794,,CMAU635323,DAL
1913382,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,CMDUGGZ1638435,,CMAU544157,CHI
1912760,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0885794,,CMAU491363,DAL
1911099,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,2359,THD0880168A,14439188,CMAU640402,ATL
1912327,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SWA0348768,,CMAU705882,CHI
1911783,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0880111D,,CMAU448117,DAL
1912732,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0880112F,,CMAU762355,DAL
1910296,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/24/2022,2359,CMDUGGZ1627137,14444184,CMAU920573,CHI
1912952,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0889214A,,CMAU728914,CHI
1912736,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,AYN0907726,,CMAU638038,DAL
1910297,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,CMDUGGZ1627344,,CMAU922311,CHI
1912765,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0885794,,CMAU845163,DAL
1911775,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/18/2022,2359,THD0880171B,14439246,CMAU784828,ATL
1912731,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0880124,,CMAU693056,DAL
1910307,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/10/2022,2359,CMDUSEL1307330,14387805,CMAU505739,CHI
1911787,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0880111A,,CMAU591048,DAL
1910944,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,CMDUSEL1324483,14440391,CMAU833014,CHI
1911623,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/27/2022,2359,SGN1422093,14461312,CMAU667827,DAL
1911939,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/18/2022,2359,THD0880171J,14439240,CMAU712719,ATL
1913278,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,AYN0914973,,CMAU681973,DAL
1910982,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/26/2022,2359,THD0880171E,14439247,CMAU844385,ATL
1913627,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,AYN0917202,,CMAU657305,CHI
1913628,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,AYN0921204,,CMAU670541,CHI
1912729,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0880124,,CMAU649813,DAL
1910881,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,THD0872215,14449933,CMAU841608,DAL
1910880,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/13/2022,2359,THD0872215,14424984,CMAU794374,DAL
1913158,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,CMDUGGZ1638438,,CMAU618732,CHI
1911053,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/9/2022,2359,CMDUSEL1308389,14407353,CMAU475665,ATL
1912938,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SGN1430973,,CMAU727308,DAL
1910959,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/18/2022,2359,CMDUSEL1324490,14433214,CMAU688973,DAL
1912953,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0889214B,,CMAU777275,CHI
1913495,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,AYN0923310,,CMAU568951,ATL
1911786,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0880108B,,CMAU566377,DAL
1910295,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,CMDUGGZ1627180,,CMAU920261,CHI
1911100,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,2359,THD0880172B,14439241,CMAU734487,ATL
1911102,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/19/2022,2359,THD0880171I,14439189,CMAU693854,ATL
1912092,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,2359,AYN0914937,,CMAU705460,CHI
1911785,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0880111E,,CMAU474869,DAL
1910294,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/24/2022,2359,CMDUGGZ1627343,14444366,CMAU692989,CHI
1911621,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SGN1430665,,CMAU644396,DAL
1911983,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0880112B,,CMAU681559,DAL
1911103,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/29/2022,2359,THD0880171F,14439242,CMAU746012,ATL
1911104,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/30/2022,2359,THD0880169C,14439245,CMAU771236,ATL
1911788,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0880112A,,CMAU681001,DAL
1911755,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/21/2022,2359,THD0880158I,14445378,CMAU494363,ATL
1911756,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/21/2022,2359,THD0880158A,14445379,CMAU631809,ATL
1911757,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/22/2022,2359,THD0880158F,14445380,CMAU644451,ATL
1911443,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165803,,CRSU924237,CHI
1911052,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/11/2022,2359,CMDUSEL1308172,14428449,CRXU989362,ATL
1912679,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/28/2022,2359,COSU6324551850,14446840,CSLU621841,CHI
1910153,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/30/2022,2359,COSU6323458184,14449423,CSNU765082,CHI
1913616,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6326722410,,CSNU771699,DAL
1913615,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6326723400,,CSNU733067,DAL
1910250,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6321102310,14449618,CSNU676870,CHI
1912677,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6324067020,,CSNU798360,CHI
1911798,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,,14403347,CSNU720582,DAL
1912680,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/28/2022,2359,COSU6324551850,14446829,CSNU757476,CHI
1911732,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/28/2022,2359,COSU6323303690,14416689,CSNU642055,CHI
1911730,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/28/2022,2359,COSU6322053965,14416741,CSNU678011,CHI
1913031,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6327672720,,CSNU696691,CHI
1910256,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6321102310,14449831,CSNU790308,CHI
1912665,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6324171760,,CSNU620990,CHI
1910254,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/30/2022,2359,COSU6321102310,14449830,CSNU747027,CHI
1910252,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6321102310,14449619,CSNU705687,CHI
1912673,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6325740450,,CSNU773520,CHI
1910019,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6324739600,14431062,CSNU711388,CHI
1909967,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/14/2022,2359,COSU6323573755,14401195,CSNU734273,CHI
1911663,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6321078290,14458103,CSNU602656,DAL
1909661,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,COSU6321236369,14416746,CSNU690623,CHI
1909662,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/14/2022,2359,COSU6321236360,14416749,CSNU724390,CHI
1909663,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/21/2022,2359,COSU6321236360,14416748,CSNU807321,CHI
1910248,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6321102310,,CSNU674345,CHI
1910020,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/29/2022,2359,COSU6324739601,14442967,CSNU852385,CHI
1910021,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/29/2022,2359,COSU6324739606,14442969,CSNU854272,CHI
1911664,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6321078290,14440868,CSNU750905,DAL
1910244,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6321102310,14449613,CSNU602905,CHI
1910246,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/29/2022,2359,COSU6321102950,14453370,CSNU634179,CHI
1908221,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/17/2022,2359,ONEYSZPBV9024300,14357453,CXDU173775,DIT
1912861,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSZPC37448402,,CXDU226606,DIT
1913389,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYHANC09489900,,CXDU133927,CHI
1909968,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6323573754,14415267,CXDU116259,CHI
1910683,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/17/2022,2359,ONEYSGNC08452800,14425291,CXDU165418,DIT
1911799,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,,14414655,CXDU122159,DAL
1912235,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SMLMSEL2F7048701,,DFOU803396,DIT
1909664,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/14/2022,2359,COSU6321236369,14416745,DFSU728611,CHI
1913328,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM02719900,,DFSU735765,CHI
1911741,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/24/2022,2359,HDMUSHAM19289200,14432944,DFSU683600,CHI
1912862,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYLCBC06893800,,DFSU743997,DIT
1913140,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM07674000,,DFSU624800,CHI
1913327,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM15092200,,DFSU688879,CHI
1913141,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM02958400,,DFSU667288,CHI
1913143,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM02547600,,DFSU694539,CHI
1910555,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM01881600,,DFSU665459,CHI
1910554,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM45830200,,DFSU662202,CHI
1913142,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM02958400,,DFSU679179,CHI
1913325,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM02719900,,DFSU624793,CHI
1910561,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM01881600,,DFSU683568,CHI
1913125,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM72532000,,DFSU665598,CHI
1912825,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SMLMSZP2M0686600,,DFSU696445,CHI
1910564,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/22/2022,2359,HDMUSELM42556301,14431065,DFSU735646,CHI
1910563,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM01881600,,DFSU703469,CHI
1910562,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM89521001,,DFSU702696,CHI
1913326,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM60396000,,DFSU678807,CHI
1910560,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM25264500,,DFSU675154,CHI
1910559,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/21/2022,2359,HDMUSELM45830210,14431066,DFSU672309,CHI
1910558,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/24/2022,2359,HDMUSELM25264500,,DFSU671429,CHI
1910557,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/28/2022,2359,HDMUSELM62611200,14444572,DFSU670485,CHI
1910556,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782900,,DFSU666492,CHI
1910463,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/3/2022,2359,HDMULCHM10085000,14391397,DFSU665477,CHI
1908029,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/24/2022,2359,HDMULCHM3457270C,14375242,DFSU689033,CHI
1912378,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYLCBC05283700,,DFSU697342,CHI
1911809,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUKULM91058600,,DFSU682797,CHI
1913597,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM23855900,,DFSU667183,DIT
1908026,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/22/2022,2359,HDMULCHM3457270E,14370825,DFSU621773,CHI
1911855,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/16/2022,2359,HDMUSZPM72759200,14423625,DFSU622543,CHI
1908027,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/23/2022,2359,HDMULCHM3457270A,14371851,DFSU666538,CHI
1908028,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/17/2022,2359,HDMULCHM34572768,14346396,DFSU683514,CHI
1908579,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SMLMSZP2L9094700,,DFSU781766,CHI
1908030,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/22/2022,2359,HDMULCHM34572748,14367267,DFSU702690,CHI
1911789,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0880120B,,DFSU637805,DAL
1908505,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/20/2022,2359,CMDUSEL1307365,14366983,DFSU409866,DAL
1907822,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/21/2022,2359,HDMULCHM99589000,14366736,DFSU735793,CHI
1908767,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/26/2022,2359,HDMUSELM33798300,14402699,DFSU662150,ATL
1913144,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM04612300,,DRYU937604,CHI
1908500,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/16/2022,2359,HDMUSZPM74642500,14341398,DRYU919008,CHI
1911089,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/9/2022,2359,HDMULCHM68938000,14391373,DRYU918641,CHI
1912863,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSZPC37448405,,DRYU608328,DIT
1910565,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782901,,DRYU918551,CHI
1913621,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSZPC37448407,,DRYU947288,DIT
1912523,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/31/2022,2359,ONEYSELC24682700,14459600,DRYU601693,CHI
1908031,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/16/2022,2359,HDMULCHM08899000,14346398,DRYU921789,CHI
1908032,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/17/2022,2359,HDMULCHM34572718,14346483,DRYU922034,CHI
1910101,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SMLMSEL2G1144600,,DRYU965884,CHI
1910308,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/10/2022,2359,CMDUSEL1306436,14387806,ECMU991172,CHI
1908552,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/9/2022,2359,ONEYSZPBBH049703,14439568,FCIU927853,DIT
1912865,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSELC30011403,,FCIU899372,DIT
1910718,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/17/2022,2359,CMDUSEL1307346,14418966,FCIU817837,CHI
1911665,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6321078290,,FCIU985779,DAL
1912864,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYLCBC06893800,,FCIU808617,DIT
1912674,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6325740451,,FCIU963410,CHI
1912238,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SMLMSEL2F7048701,,FCIU866539,DIT
1911790,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0880111B,,FCIU881122,DAL
1912237,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SMLMSEL2F7048700,,FCIU831744,DIT
1913429,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SMLMSZP2M1048600,,FCIU833761,CHI
1912236,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SMLMSEL2F7048701,,FCIU802435,DIT
1911989,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6324551850,,FCIU950119,CHI
1912524,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSELC24682700,14453376,FCIU860457,CHI
1911791,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0880111F,,FCIU938700,DAL
1912868,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,2359,ONEYSGNC35295600,,FDCU56592,DIT
1912525,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSELC24682700,14453378,FDCU48730,CHI
1912309,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/24/2022,2359,ONEYHANC00756400,14440940,FDCU51886,CHI
1913377,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYHANC05055800,,FDCU47399,CHI
1910692,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/17/2022,2359,ONEYSZPC06462303,14425285,FDCU44021,DIT
1912369,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYPKGC07144300,,FDCU38044,CHI
1910662,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/16/2022,2359,ONEYLCBC01831900,14425299,FDCU48676,DIT
1912866,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYLCBC05790300,,FDCU46233,DIT
1911414,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/14/2022,2359,ONEYSELBF9959804,14414296,FDCU60376,ATL
1912867,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYLCBC06893800,,FDCU53134,DIT
1912734,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0880123A,,FFAU205776,DAL
1912733,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0880123B,,FFAU121679,DAL
1911666,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6321078290,14516211,FFAU268670,DAL
1912735,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0880123B,,FFAU442470,DAL
1910298,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,0,CMDUGGZ1627215,,FFAU426286,CHI
1910983,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/25/2022,2359,THD0880171C,14439249,FFAU211407,ATL
1911667,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6321078290,,FFAU288860,DAL
1910950,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYLCBB48812400,,FFAU184867,ATL
1912869,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYLCBC06893800,,FFAU140996,DIT
1912954,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSGNC35820700,,FFAU148822,DIT
1913617,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6326722910,,FFAU357372,DAL
1913060,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,,,FFAU276800,DAL
1913061,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,MEDUV5987098,,FFAU300972,DAL
1911033,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/30/2022,2359,THD0880172A,14439248,FFAU121292,ATL
1911034,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/30/2022,2359,THD0880172D,14439330,FFAU420799,ATL
1912798,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0889209B,,FFAU421005,DIT
1913390,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYHANC09489900,,FFAU363702,CHI
1913468,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSELC32525932,,FFAU145308,CHI
1913491,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSZPC06478304,,FFAU369094,ATL
