RECNO ,Ter ,SSL,ID ,Consignee,Container No,Chassis No,,,, EL Bill,,WO #,BOL #,,
1935366,ATL,HII,SAMSDTX,LOWE'S 3375,CAIU982725,NAPZ-800585,01/09/2023,01/13/2023,01/13/2023,0.00 ,200.00 ,868.85 ,SEA0042801,HDMULCHM02873003,01/09/2023
1935367,ATL,HII,SAMSDTX,LOWE'S 3375,CAIU984166,MOFZ-650320,01/09/2023,01/17/2023,01/13/2023,0.00 ,360.00 ,"1,028.85 ",SEA0042705,HDMULCHM67570202,01/09/2023
1935368,ATL,HII,SAMSDTX,LOWE'S 3375,GAOU622476,TAXZ-195446,01/08/2023,01/13/2023,01/13/2023,0.00 ,240.00 ,908.85 ,SEA0042707,HDMULCHM67570209,01/09/2023
1935369,ATL,HII,SAMSDTX,LOWE'S 3375,HMMU602999,TSXZ-449966,01/09/2023,01/18/2023,01/13/2023,0.00 ,"1,068.85 ","1,737.70 ",SEA0042711,HDMULCHM67570200,01/09/2023
1935370,ATL,HII,SAMSDTX,LOWE'S 3375,KOCU410196,DCNZ-415416,01/09/2023,01/18/2023,01/13/2023,0.00 ,"1,318.85 ","1,987.70 ",SEA0042714,HDMULCHM67570203,01/09/2023
1935371,ATL,HII,SAMSDTX,LOWE'S 3375,KOCU437962,NAPZ-422627,01/09/2023,01/13/2023,01/13/2023,0.00 ,200.00 ,868.85 ,SEA0042857,HDMULCHM02873002,01/09/2023
1935372,ATL,HII,SAMSDTX,LOWE'S 3375,KOCU471307,HDMZ-501249,01/09/2023,01/17/2023,01/13/2023,0.00 ,610.00 ,"1,278.85 ",SEA0042717,HDMULCHM67570204,01/09/2023
1935373,ATL,HII,SAMSDTX,LOWE'S 3375,KOCU490953,TLXZ-514066,01/09/2023,01/18/2023,01/13/2023,0.00 ,"1,068.85 ","1,737.70 ",SEA0042719,HDMULCHM67570201,01/09/2023
1935374,ATL,HII,SAMSDTX,LOWE'S 3375,BMOU517782,MCCZ-404913,01/11/2023,01/13/2023,01/13/2023,0.00 ,120.00 ,788.85 ,SEA0043361,HDMULCHM39129606,01/11/2023
1935375,ATL,HII,SAMSDTX,LOWE'S 3375,BMOU522707,EMCZ-245532,01/12/2023,01/18/2023,01/16/2023,0.00 ,948.85 ,"1,617.70 ",SEA0043362,HDMULCHM39129605,01/12/2023
1935376,ATL,HII,SAMSDTX,LOWE'S 3375,DFSU681883,HDMZ-408141,01/12/2023,01/19/2023,01/13/2023,0.00 ,"1,048.85 ","1,717.70 ",SEA0043368,HDMULCHM39129604,01/12/2023
1935377,ATL,HII,SAMSDTX,LOWE'S 3375,KOCU465409,TAXZ-478014,01/12/2023,01/20/2023,01/16/2023,0.00 ,"1,278.85 ","1,947.70 ",SEA0043381,HDMULCHM39129603,01/12/2023
1935378,ATL,HII,SAMSDTX,LOWE'S 3375,KOCU471264,TSXZ-616094,01/12/2023,01/20/2023,01/16/2023,0.00 ,"1,278.85 ","1,947.70 ",SEA0043382,HDMULCHM39129601,01/12/2023
1935379,ATL,HII,SAMSDTX,LOWE'S 3375,KOCU473309,DCLZ-407809,01/12/2023,01/18/2023,01/16/2023,0.00 ,948.85 ,"1,617.70 ",SEA0043383,HDMULCHM39129600,01/12/2023
1935380,ATL,HII,SAMSDTX,LOWE'S 3375,TGBU635456,NAPZ-423311,01/12/2023,01/18/2023,01/16/2023,0.00 ,"1,198.85 ","1,867.70 ",SEA0043403,HDMULCHM39129607,01/12/2023
1935381,ATL,HII,SAMSDTX,LOWE'S 3375,TGBU648666,APMZ-401065,01/12/2023,01/20/2023,01/16/2023,0.00 ,"1,278.85 ","1,947.70 ",SEA0043404,HDMULCHM39129602,01/12/2023
1935393,ATL,ONE,ONEVA,MAKITA CORP.,TCLU729215,TAXZ-226166,12/16/2022,12/19/2022,,0.00 ,546.25 ,"1,242.40 ",CHI4614062-CHI33978025,NGOC25968300,12/19/2022
1935394,ATL,MSC,QUARTNY,TOM FOUT'S TIRE,MSMU556131,MCCZ-405428,11/29/2022,12/01/2022,,330.00 ,0.00 ,"1,371.20 ",OINYC-22090283,MEDUIE007501,12/01/2022
1935395,ATL,MSK,COOPMO,FUTURE FORWARDING COMPANY,TLLU243563,TAXZ-240572,12/29/2022,01/13/2023,01/12/2023,988.92 ,0.00 ,"1,443.37 ",1049202911-2021,597122019,12/29/2022
1935396,ATL,MSK,COOPMO,COOPER LIGHTING c/o CASS,MSKU832681,TCWZ-416153,12/28/2022,,,465.05 ,0.00 ,936.30 ,1048995954-2021,222302539,12/28/2022
1935397,ATL,CMA,COOPMO,FUTURE FORWARDING COMPANY,CMAU088944,FVXZ-144590,12/23/2022,01/11/2023,01/10/2023,1676.55 ,"2,625.00 ","4,801.35 ",1048619600-2021,SGN1711124,12/23/2022
1935399,ATL,MSK,COOPMO,COOPER LIGHTING c/o CASS,TCNU650959,HRGZ-706590,12/09/2022,12/17/2022,12/14/2022,740.00 ,0.00 ,"1,230.75 ",1048892050-2021,221994814,12/09/2022
1934650,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,TCNU748296,SDSZ-400599,11/22/2022,12/09/2022,12/07/2022,0.00 ,870.00 ,"2,800.50 ",EDA0003534,CMDUSEL1447505,11/29/2022
1934651,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,TLLU754001,SDSZ-400667,11/21/2022,12/08/2022,12/07/2022,0.00 ,910.00 ,"2,840.50 ",EDA0003542,CMDUSEL1447507,11/30/2022
1934661,ATL,ONE,OLUSANY,ATLANTA BONDED WHSE CORP,TLLU156949,EMCZ-542573,11/28/2022,11/28/2022,,80.00 ,0.00 ,493.10 ,JJOLX220590,,11/28/2022
1934669,ATL,ONE,ONEVA,MAKITA CORP.,BEAU214352,TRKZ-217627,12/15/2022,12/16/2022,,0.00 ,0.00 ,696.15 ,CHI4588039-CHI33784823,NGOC25967900,12/15/2022
1934670,ATL,OOC,DELCSIL,RAE PRODUCTS / QUAD-R INC,CSNU757957,TAXZ-486960,12/08/2022,12/12/2022,,630.00 ,0.00 ,"2,133.99 ",10098,OOLU2708673070,12/12/2022
1934674,SAV,EML,HECNY,"ELITE COMFORT SOLUTIONS, LLC",EMCU890096,FHCZ-448763,11/28/2022,11/30/2022,,0.00 ,0.00 ,"1,661.58 ",NSHA22091345,EGLV142202224263,11/29/2022
1934675,SAV,ZIM,HECNY,"ELITE COMFORT SOLUTIONS, LLC",ZCSU657341,TAXZ-477332,12/13/2022,12/16/2022,,160.00 ,0.00 ,"1,821.58 ",NSHA10220523,ZIMUSNH7455947,12/15/2022
1935722,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,BMOU529113,SDSZ-400720,12/06/2022,12/15/2022,12/09/2022,0.00 ,670.00 ,"2,646.00 ",EDA0005015,CMDUSEL1452674,12/08/2022
1935723,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,CAIU941002,SDSZ-400625,12/07/2022,12/17/2022,12/09/2022,0.00 ,780.00 ,"2,756.00 ",EDA0005016,CMDUSEL1452620,12/08/2022
1935724,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,CMAU650054,SDSZ-400615,12/07/2022,12/16/2022,12/12/2022,0.00 ,780.00 ,"2,756.00 ",EDA0005018,CMDUSEL1452619,12/08/2022
1935725,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,CMAU720226,SDSZ-400726,12/06/2022,12/16/2022,12/14/2022,0.00 ,670.00 ,"2,646.00 ",EDA0005019,CMDUSEL1453939,12/09/2022
1935726,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,CMAU939418,SDSZ-400746,12/07/2022,12/21/2022,12/14/2022,0.00 ,780.00 ,"2,756.00 ",EDA0005020,CMDUSEL1452517,12/08/2022
1935779,SAV,CMA,SAMSDTX,UNIS GARDEN CITY,TLLU436167,ZCSZ-402772,12/15/2022,12/23/2022,12/21/2022,0.00 ,810.00 ,"1,342.00 ",EDA0006917,CMDUTHD0989055,12/16/2022
1935780,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,SKIU906983,SDSZ-400684,12/07/2022,12/21/2022,12/13/2022,0.00 ,780.00 ,"2,756.00 ",EDA0005022,CMDUSEL1452613,12/08/2022
1935781,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,TCNU322654,SDSZ-400656,12/07/2022,12/13/2022,12/12/2022,0.00 ,780.00 ,"2,756.00 ",EDA0005023,CMDUSEL1452610,12/08/2022
1935782,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,TCNU468619,SDSZ-400664,12/07/2022,12/21/2022,12/19/2022,0.00 ,780.00 ,"2,756.00 ",EDA0005024,CMDUSEL1452597,12/08/2022
1935783,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,TGHU631216,SDSZ-400711,12/06/2022,12/16/2022,12/14/2022,0.00 ,710.00 ,"2,686.00 ",EDA0005025,CMDUSEL1452607,12/09/2022
1935784,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,CMAU487584,EMCZ-740857,12/14/2022,12/22/2022,12/19/2022,0.00 ,360.00 ,"2,336.00 ",EDA0004721,CMDUSGN1711578,12/14/2022
1935785,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,FWRU013603,TLXZ-428997,12/15/2022,12/22/2022,12/19/2022,0.00 ,320.00 ,"2,296.00 ",EDA0004746,CMDUSGN1711578,12/15/2022
1935786,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,TRHU783001,APMZ-414053,12/15/2022,12/22/2022,12/19/2022,0.00 ,650.00 ,"2,626.00 ",EDA0004808,CMDUSGN1711578,12/16/2022
1935787,SAV,MSK,SAMSDTX,UNIS GARDEN CITY,CAAU610799,SDSZ-400679,12/21/2022,12/28/2022,12/27/2022,0.00 ,670.00 ,"1,202.00 ",EDA0011228,MAEUS01277588,12/23/2022
1935788,SAV,MSK,SAMSDTX,NEOVIA LOGISTICS,CXDU106442,SDSZ-400631,12/21/2022,01/09/2023,12/30/2022,0.00 ,630.00 ,"2,606.00 ",EDA0007623,MAEUS01279609,12/22/2022
1935789,SAV,MSK,SAMSDTX,NEOVIA LOGISTICS,HASU449402,SDSZ-400705,12/22/2022,01/06/2023,12/29/2022,0.00 ,790.00 ,"2,766.00 ",EDA0007651,MAEUS01279612,12/27/2022
1935790,SAV,MSK,SAMSDTX,NEOVIA LOGISTICS,HASU421744,SDSZ-400729,12/21/2022,01/09/2023,,0.00 ,670.00 ,"2,646.00 ",EDA0007650,MAEUS01279606,12/23/2022
1935791,SAV,MSK,SAMSDTX,NEOVIA LOGISTICS,HASU467559,SDSZ-400699,12/22/2022,01/09/2023,01/06/2023,0.00 ,790.00 ,"2,766.00 ",EDA0007654,MAEUS01279605,12/29/2022
1935792,SAV,MSK,SAMSDTX,NEOVIA LOGISTICS,HASU495746,TAXZ-477881,12/20/2022,12/30/2022,12/22/2022,0.00 ,770.00 ,"2,746.00 ",EDA0007655,MAEUS01279605,12/21/2022
1935793,SAV,MSK,SAMSDTX,NEOVIA LOGISTICS,HASU500843,SDSZ-400684,12/22/2022,01/06/2023,12/29/2022,0.00 ,940.00 ,"2,916.00 ",EDA0007657,MAEUS01279607,12/27/2022
1935400,ATL,MSK,COOPMO,FUTURE FORWARDING COMPANY,MRSU493180,NAPZ-406054,12/09/2022,12/22/2022,12/20/2022,560.00 ,490.00 ,"1,510.55 ",1048907565-2021,221994817,12/09/2022
1935402,ATL,MSK,COOPMO,FUTURE FORWARDING COMPANY,SUDU687308,TAXZ-465730,12/09/2022,12/20/2022,12/19/2022,480.00 ,0.00 ,940.55 ,1048907260-2021,221994815,12/09/2022
1935403,ATL,MSK,COOPMO,FUTURE FORWARDING COMPANY,SUDU654789,NAPZ-423328,12/09/2022,12/22/2022,12/20/2022,542.06 ,490.00 ,"1,492.61 ",1048268435-2021,221903690,12/09/2022
1935404,ATL,MSK,COOPMO,COOPER LIGHTING c/o CASS,MSKU766650,ZCSZ-962092,12/09/2022,12/14/2022,12/13/2022,81.28 ,0.00 ,572.03 ,1048633194-2021,291608172,12/09/2022
1935405,ATL,MSK,COOPMO,FUTURE FORWARDING COMPANY,MRKU079746,CMAZ-450068,12/29/2022,01/13/2023,01/12/2023,988.92 ,0.00 ,"1,443.37 ",1048710825-2021,221904049,12/29/2022
1935406,ATL,MSK,COOPMO,FUTURE FORWARDING COMPANY,MSKU650576,MAEC-668265,12/29/2022,01/12/2023,01/11/2023,948.92 ,0.00 ,"1,403.37 ",1048710825-2021,221904049,12/29/2022
1935407,ATL,MSK,COOPMO,COOPER LIGHTING c/o CASS,MSKU843290,TAXZ-477436,12/22/2022,,01/23/2023,0.05 ,0.00 ,477.80 ,1048971887-2021,222100665,12/22/2022
1935408,ATL,MSK,COOPMO,FUTURE FORWARDING COMPANY,HASU404245,FLXZ-425468,12/22/2022,01/12/2023,01/09/2023,1233.80 ,0.00 ,"1,682.15 ",1048996330-2021,222302244,12/22/2022
1935409,ATL,MSK,COOPMO,COOPER LIGHTING c/o CASS,MRKU394137,DCLZ-400930,12/29/2022,,,180.05 ,0.00 ,657.80 ,1049120780-2021,222302248,12/29/2022
1935410,ATL,MSK,COOPMO,FUTURE FORWARDING COMPANY,MRKU234950,TAXZ-477647,12/22/2022,01/11/2023,01/06/2023,840.00 ,0.00 ,"1,288.35 ",1049121073-2021,222302005,12/22/2022
1935411,ATL,MSC,QUARTNY,TOM FOUTS TIRE,FFAU157045,APMZ-424630,12/07/2022,12/07/2022,,0.00 ,0.00 ,760.00 ,OINYC-22090409,MEDUIE014515,12/07/2022
1935412,ATL,MSC,QUARTNY,TOM FOUTS TIRE,TCLU909931,PBIZ-224303,01/06/2023,01/06/2023,,320.00 ,0.00 ,"1,045.00 ",OINYC-22100159,MEDUIE071192,01/06/2023
1935413,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,APHU655713,NAPZ-422650,12/15/2022,12/28/2022,12/19/2022,0.00 ,890.00 ,"2,866.00 ",EDA0005711,CMDUSEL1457277,12/16/2022
1935414,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,APHU732437,TLXZ-472341,12/26/2022,01/09/2023,01/06/2023,0.00 ,"1,050.00 ","3,026.00 ",EDA0007002,CMDUSEL1462504,12/30/2022
1935415,SAV,MSK,SAMSDTX,UNIS GARDEN CITY,APMU806071,DCLZ-419989,12/13/2022,12/20/2022,12/14/2022,0.00 ,320.00 ,852.00 ,EDA0007369,MAEUS01265618,12/13/2022
1935416,SAV,CMA,SAMSDTX,UNIS GARDEN CITY,APZU480503,TAXZ-477332,12/16/2022,12/29/2022,12/21/2022,0.00 ,970.00 ,"1,502.00 ",EDA0005715,CMDUSEL1457394,12/19/2022
1935417,SAV,CMA,SAMSDTX,UNIS GARDEN CITY,BMOU426231,FLGZ-650101,12/26/2022,01/05/2023,01/03/2023,0.00 ,850.00 ,"1,382.00 ",EDA0012443,CMDUSEL1462437,12/29/2022
1935418,SAV,CMA,SAMSDTX,UNIS GARDEN CITY,BMOU428538,APMZ-409966,12/26/2022,01/05/2023,12/30/2022,0.00 ,810.00 ,"1,342.00 ",EDA0012444,CMDUSEL1462522,12/28/2022
1935419,SAV,CMA,SAMSDTX,UNIS GARDEN CITY,BMOU564213,SDSZ-400698,12/27/2022,01/06/2023,01/03/2023,0.00 ,670.00 ,"1,202.00 ",EDA0012445,CMDUSEL1462510,12/29/2022
1935420,SAV,MSK,SAMSDTX,NEOVIA LOGISTICS,CAAU640345,SDSZ-400691,12/14/2022,12/22/2022,12/16/2022,0.00 ,630.00 ,"2,606.00 ",EDA0007373,MAEUS01265619,12/15/2022
1935421,SAV,CMA,SAMSDTX,UNIS GARDEN CITY,CAIU944610,TLXZ-413437,12/27/2022,01/06/2023,,0.00 ,440.00 ,972.00 ,EDA0012452,CMDUSEL1462491,12/28/2022
1935422,SAV,CMA,SAMSDTX,UNIS GARDEN CITY,CMAU445922,APMZ-405161,12/16/2022,12/28/2022,12/22/2022,0.00 ,930.00 ,"1,462.00 ",EDA0005723,CMDUSEL1457412,12/20/2022
1935429,SAV,CMA,SAMSDTX,UNIS GARDEN CITY,CMAU493118,APMZ-400656,12/26/2022,01/07/2023,01/05/2023,0.00 ,"1,404.50 ","1,936.50 ",EDA0012454,CMDUSEL1462454,12/28/2022
1935430,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,CMAU580211,APMZ-410824,12/26/2022,01/09/2023,01/06/2023,0.00 ,"1,010.00 ","2,986.00 ",EDA0007044,CMDUSEL1462445,12/29/2022
1935431,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,CMAU583673,SDSZ-400676,12/17/2022,12/30/2022,12/20/2022,0.00 ,300.00 ,"2,276.00 ",EDA0005731,CMDUSEL1457429,12/17/2022
1935432,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,CMAU619221,TRZZ-401560,12/26/2022,01/09/2023,01/06/2023,0.00 ,"1,010.00 ","2,986.00 ",EDA0007046,CMDUSEL1462440,12/29/2022
1935794,SAV,MSK,SAMSDTX,NEOVIA LOGISTICS,MIEU302381,SDSZ-400645,12/23/2022,01/12/2023,01/09/2023,0.00 ,900.00 ,"2,876.00 ",EDA0007730,MAEUS01279609,12/27/2022
1935795,SAV,MSK,SAMSDTX,UNIS GARDEN CITY,MRKU224645,SDSZ-400715,12/20/2022,12/29/2022,12/22/2022,0.00 ,300.00 ,832.00 ,EDA0007732,MAEUS01277588,12/20/2022
1935796,SAV,MSK,SAMSDTX,NEOVIA LOGISTICS,MRKU286314,SDSZ-400630,12/21/2022,12/28/2022,12/27/2022,0.00 ,630.00 ,"2,606.00 ",EDA0007735,MAEUS01279609,12/22/2022
1935797,SAV,MSK,SAMSDTX,NEOVIA LOGISTICS,MRKU398370,SDSZ-400656,12/22/2022,01/06/2023,12/28/2022,0.00 ,790.00 ,"2,766.00 ",EDA0007742,MAEUS01279609,12/27/2022
1935798,SAV,MSK,SAMSDTX,NEOVIA LOGISTICS,MRKU483581,MAEC-417475,12/20/2022,01/05/2023,12/22/2022,0.00 ,"1,010.00 ","2,986.00 ",EDA0007748,MAEUS01277590,12/21/2022
1935799,SAV,MSK,SAMSDTX,NEOVIA LOGISTICS,MRKU485094,SDSZ-400613,12/22/2022,01/02/2023,12/29/2022,0.00 ,830.00 ,"2,806.00 ",EDA0007749,MAEUS01279609,12/27/2022
1935800,SAV,MSK,SAMSDTX,UNIS GARDEN CITY,MRKU506088,TLXZ-428997,12/22/2022,12/29/2022,12/27/2022,0.00 ,650.00 ,"1,182.00 ",EDA0011191,MAEUS01279606,12/23/2022
1935801,SAV,MSK,SAMSDTX,NEOVIA LOGISTICS,MRKU514972,TLXZ-412945,12/22/2022,01/06/2023,12/29/2022,0.00 ,970.00 ,"2,946.00 ",EDA0007753,MAEUS01279624,12/23/2022
1935802,SAV,MSK,SAMSDTX,UNIS GARDEN CITY,MRSU328475,SDSZ-400643,12/21/2022,12/30/2022,12/27/2022,0.00 ,630.00 ,"1,162.00 ",EDA0011196,MAEUS01279603,12/22/2022
1935803,SAV,MSK,SAMSDTX,NEOVIA LOGISTICS,MRSU354317,EMCZ-740857,12/22/2022,01/11/2023,01/09/2023,0.00 ,"1,330.00 ","3,306.00 ",EDA0007763,MAEUS01279603,12/27/2022
1935804,SAV,MSK,SAMSDTX,NEOVIA LOGISTICS,MRSU362145,SDSZ-400640,12/21/2022,01/11/2023,01/09/2023,0.00 ,630.00 ,"2,606.00 ",EDA0007765,MAEUS01279620,12/22/2022
1935805,SAV,MSK,SAMSDTX,NEOVIA LOGISTICS,MRSU380212,SDSZ-400670,12/22/2022,01/06/2023,12/29/2022,0.00 ,630.00 ,"2,606.00 ",EDA0007766,MAEUS01279606,12/23/2022
1935806,SAV,MSK,SAMSDTX,UNIS GARDEN CITY,MRSU460533,SDSZ-400707,12/21/2022,01/02/2023,12/28/2022,0.00 ,630.00 ,"1,162.00 ",EDA0011197,MAEUS01279603,12/22/2022
1935807,SAV,MSK,SAMSDTX,NEOVIA LOGISTICS,MRSU514234,SDSZ-400612,12/22/2022,01/03/2023,12/29/2022,0.00 ,790.00 ,"2,766.00 ",EDA0007775,MAEUS01279615,12/27/2022
1935808,SAV,MSK,SAMSDTX,NEOVIA LOGISTICS,MRSU536024,DCNZ-415046,12/21/2022,01/09/2023,01/06/2023,0.00 ,"1,170.00 ","3,146.00 ",EDA0007777,MAEUS01279601,12/23/2022
1935809,SAV,MSK,SAMSDTX,UNIS GARDEN CITY,MRSU556238,SDSZ-400667,12/20/2022,01/02/2023,12/27/2022,0.00 ,670.00 ,"1,202.00 ",EDA0011198,MAEUS01277588,12/22/2022
1935810,SAV,MSK,SAMSDTX,NEOVIA LOGISTICS,MRSU598962,TSXZ-654915,12/21/2022,01/05/2023,01/03/2023,0.00 ,970.00 ,"2,946.00 ",EDA0007781,MAEUS01276899,12/22/2022
1935811,SAV,MSK,SAMSDTX,NEOVIA LOGISTICS,MRSU625461,SDSZ-400636,12/22/2022,01/11/2023,,0.00 ,790.00 ,"2,766.00 ",EDA0007784,MAEUS01279614,12/27/2022
1935812,SAV,MSK,SAMSDTX,UNIS GARDEN CITY,MSKU035005,SDSZ-400603,12/20/2022,12/30/2022,12/27/2022,0.00 ,300.00 ,832.00 ,EDA0011200,MAEUS01279603,12/20/2022
1935813,SAV,MSK,SAMSDTX,NEOVIA LOGISTICS,MSKU039261,SDSZ-400691,12/22/2022,01/06/2023,12/29/2022,0.00 ,790.00 ,"2,766.00 ",EDA0007787,MAEUS01277588,12/27/2022
1935814,SAV,MSK,SAMSDTX,NEOVIA LOGISTICS,MSKU060823,SDSZ-400639,12/21/2022,01/06/2023,12/29/2022,0.00 ,630.00 ,"2,606.00 ",EDA0007788,MAEUS01279612,12/22/2022
1935815,SAV,MSK,SAMSDTX,UNIS GARDEN CITY,MSKU113641,SDSZ-400618,12/21/2022,12/28/2022,12/27/2022,0.00 ,630.00 ,"1,162.00 ",EDA0011202,MAEUS01279621,12/22/2022
1935816,SAV,MSK,SAMSDTX,NEOVIA LOGISTICS,MSKU121614,NEDZ-402046,12/21/2022,01/05/2023,12/28/2022,0.00 ,970.00 ,"2,946.00 ",EDA0007794,MAEUS01279606,12/22/2022
1935817,SAV,MSK,SAMSDTX,NEOVIA LOGISTICS,MSKU818067,SDSZ-400720,12/22/2022,01/09/2023,01/03/2023,0.00 ,790.00 ,"2,766.00 ",EDA0007797,MAEUS01279605,12/27/2022
1935818,SAV,MSK,SAMSDTX,NEOVIA LOGISTICS,MSKU865804,APMZ-406047,12/22/2022,01/06/2023,,0.00 ,"1,170.00 ","3,146.00 ",EDA0007799,MAEUS01279616,12/28/2022
1935819,SAV,MSK,SAMSDTX,NEOVIA LOGISTICS,MSKU901647,AIMZ-472749,12/22/2022,01/11/2023,01/09/2023,0.00 ,"1,370.00 ","3,346.00 ",EDA0007804,MAEUS01279605,12/28/2022
1935820,SAV,MSK,SAMSDTX,NEOVIA LOGISTICS,MSKU902354,TRZZ-400293,12/21/2022,01/10/2023,01/06/2023,0.00 ,"1,170.00 ","3,146.00 ",EDA0007806,MAEUS01276895,12/23/2022
1935433,SAV,CMA,SAMSDTX,UNIS GARDEN CITY,CMAU678819,DCSZ-747114,12/26/2022,01/05/2023,01/03/2023,0.00 ,850.00 ,"1,382.00 ",EDA0012459,CMDUSEL1462439,12/29/2022
1935434,SAV,CMA,SAMSDTX,UNIS GARDEN CITY,CMAU681284,DCLZ-400765,12/26/2022,01/07/2023,01/04/2023,0.00 ,"1,444.50 ","1,976.50 ",EDA0012460,CMDUSEL1462394,12/29/2022
1935435,SAV,CMA,SAMSDTX,UNIS GARDEN CITY,CMAU707448,SDSZ-400686,12/27/2022,01/10/2023,01/05/2023,0.00 ,"1,184.50 ","1,716.50 ",EDA0012461,CMDUSEL1462349,12/29/2022
1935436,SAV,CMA,SAMSDTX,UNIS GARDEN CITY,CMAU716585,APMZ-412694,12/26/2022,01/07/2023,12/30/2022,0.00 ,"1,404.50 ","1,936.50 ",EDA0012463,CMDUSEL1462397,12/28/2022
1935437,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,CMAU741389,NAPZ-214117,12/16/2022,12/21/2022,12/20/2022,0.00 ,650.00 ,"2,626.00 ",EDA0005744,CMDUSEL1457442,12/19/2022
1935438,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,CMAU770556,PONZ-457022,12/15/2022,12/29/2022,12/20/2022,0.00 ,970.00 ,"2,946.00 ",EDA0005750,CMDUSEL1457415,12/17/2022
1935440,SAV,CMA,HECNY,"ELITE COMFORT SOLUTIONS, LLC",GLDU988136,HDMZ-402726,12/12/2022,12/14/2022,,120.00 ,0.00 ,"1,770.72 ",DO2201295,CMDUCNHC026449,12/13/2022
1935441,SAV,CMA,HECNY,"ELITE COMFORT SOLUTIONS, LLC",SEGU464947,HDMZ-402726,12/10/2022,12/12/2022,,120.00 ,0.00 ,"1,770.72 ",DO2201296,CMDUCNHC026448,12/12/2022
1935442,SAV,ZIM,COOPMO,COOPER LIGHTING c/o CASS,ZCSU762022,DCNZ-498849,12/09/2022,12/16/2022,,231.01 ,0.00 ,"1,789.01 ",1030002276,,12/12/2022
1935448,ATL,CMA,DPOWGA,MAKITA CORP.,TGBU415736,APMZ-412093,12/06/2022,12/06/2022,,80.00 ,0.00 ,665.20 ,528339,CMDUSGN1703428,12/06/2022
1935449,ATL,CMA,DPOWGA,MAKITA CORP.,CMAU734905,APMZ-420880,12/06/2022,12/09/2022,,490.00 ,0.00 ,"1,075.20 ",528339,CMDUSGN1703428,12/08/2022
1935450,ATL,CMA,DPOWGA,MAKITA CORP.,TCNU504949,TLXZ-432922,12/07/2022,12/12/2022,,390.00 ,0.00 ,975.20 ,528315,CDMUSGN1701280,12/07/2022
1935451,ATL,CMA,DPOWGA,MAKITA CORP.,TGHU946609,KKLZ-603060,12/05/2022,12/06/2022,,80.00 ,0.00 ,665.20 ,528315,CDMUSGN1701280,12/05/2022
1935452,ATL,ONE,ONEVA,TATSUMI GATEWAY,TRHU804175,ZCSZ-964309,12/01/2022,12/05/2022,,0.00 ,0.00 ,586.95 ,CHI4620287-CHI34023330,,12/05/2022
1935453,ATL,ONE,ONEVA,TATSUMI GATEWAY,NYKU514643,NAPZ-174111,12/02/2022,12/05/2022,,0.00 ,0.00 ,586.95 ,CHI4620287-CHI34023331,,12/05/2022
1935454,ATL,ONE,ONEVA,TATSUMI GATEWAY,TRHU485264,APMZ-700415,12/02/2022,12/05/2022,,0.00 ,0.00 ,586.95 ,CHI4620287-CHI34023333,,12/05/2022
1935455,ATL,ONE,ONEVA,TATSUMI GATEWAY,TGBU970048,EMCZ-947829,12/01/2022,12/05/2022,,0.00 ,0.00 ,586.95 ,CHI4620287-CHI34023332,,12/05/2022
1935458,ATL,ONE,ONEVA,TATSUMI GATEWAY,GAOU655002,AIMZ-472766,12/05/2022,12/06/2022,,0.00 ,0.00 ,586.95 ,CHI4620301-CHI34023360,,12/06/2022
1935470,ATL,MSK,SAMSDTX,NEOVIA LOGISTICS,SUDU698608,APMZ-423061,12/02/2022,12/13/2022,12/09/2022,0.00 ,"1,796.40 ","2,662.80 ",SEA0042692,MAEUS01234318,12/06/2022
1935503,ATL,OOC,OLUSANY,HWC LOGISTICS,OOLU088437,FVXZ-145361,01/18/2023,01/18/2023,,215.00 ,0.00 ,625.40 ,CHOLX224687,,01/18/2023
1935505,ATL,EML,TVLCA,DJ POWERS,EITU929648,FLXZ-412520,01/06/2023,01/09/2023,,340.00 ,0.00 ,709.75 ,LAOI-22110045,EGLV142202587153,01/09/2023
1935506,SAV,CMA,SAMSDTX,NEOVIA LOGISTICS,CMAU874948,TLXZ-457888,12/16/2022,12/29/2022,12/21/2022,0.00 ,970.00 ,"2,946.00 ",EDA0005754,CMDUSEL1457449,12/19/2022
