recno
1897363
1903985
1902698
1905024
1904751
1905023
1905025
1905022
1905406
1905404
1905402
1905026
1905403
1907901
1907906
1907911
1907951
1907954
1907958
1907964
1907976
1907991
1907994
1907995
1908007
1908011
1908031
1908032
1908034
1908146
1908150
1908153
1908216
1908219
1908319
1908320
1908327
1908340
1908481
1907903
1907904
1907908
1907909
1907910
1907913
1907914
1907915
1907916
1907950
1907952
1907953
1907955
1907957
1907960
1907962
1907963
1907965
1907966
1907975
1907977
1907978
1907980
1907986
1907989
1907990
1907992
1907993
1907999
1908000
1908001
1908002
1908005
1908008
1908009
1908010
1908012
1908016
1908017
1908020
1908023
1908024
1908025
1908026
1908027
1908028
1908030
1908036
1908038
1908143
1908144
1908145
1908147
1908152
1908154
1908155
1908214
1908215
1908217
1908218
1908321
1908324
1908326
1908328
1908329
1908334
1908335
1908336
1908338
1908339
1908341
1908342
1908343
1908344
1908346
1908347
1908348
1908350
1908352
1908353
1908384
1908386
1908387
1908388
1908390
1908391
1908392
1908395
1908396
1908397
1908398
1908399
1908472
1908474
1908475
1908476
1908477
1908478
1908480
1908483
1908484
1908485
1908487
1908488
1908490
1908494
1908496
1908499
1908561
1908562
1908563
1908564
1908566
1908567
1908568
1907823
1907838
1907902
1907956
1907959
1907982
1908019
1910034
1908576
1908603
1908606
1908607
1908766
1908767
1909144
1909366
1909242
1908393
1910038
1910039
1911349
1911928
1907252
1909145
1908383
1910179
1910183
1910267
1910343
1910436
1910564
1910740
1911328
1911345
1911373
1911589
1910027
1910372
1910434
1911730
1912680
1909153
1909311
1909646
1909643
1909644
1909708
1909373
1910503
1912928
1911829
1911356
1913154
1913155
1909334
1913180
1912398
1904349
1909832
1910317
1910376
1910445
1910478
1910479
1910735
1913781
1913602
1909143
1913216
1913143
1914561
1911632
1911808
1916586
1895430
1907985
1913309
1913807
1914172
1916442
1916450
1912948
1912949
1910277
1910285
1911817
1913709
1913814
1917538
1917542
1909861
1915714
1909860
1914844
1910346
1913034
1913318
1914036
1914056
1914068
1916389
1916390
1916397
1917442
1917739
1917981
1919313
1919519
1919522
1919524
1915686
1919494
1916989
1915788
1909870
1909869
1915791
