RECNO ,Ter ,SSL,ID ,Consignee,Container No,Chassis No,,,, EL Bill,,WO #,BOL #,,
1900304,ATL,CMA,CMAVA,NEOVIA LOGISTICS,CMAU7576332,TAXZ-792353,01/24/2022,01/27/2022,01/25/2022,0.00 ,"30,900.00 ","31,316.10 ",TNAM21226222,THD0785813B,01/24/2022
1900305,ATL,CMA,CMAVA,NEOVIA LOGISTICS,TLLU5212328,HJCZ-143676,01/25/2022,,01/26/2022,0.00 ,"31,415.00 ","31,831.10 ",TNAM21226222,THD0785813B,01/25/2022
1900306,ATL,CMA,CMAVA,NEOVIA LOGISTICS,CMAU7278446,NAPZ-174987,01/26/2022,,,0.00 ,"31,930.00 ","32,346.10 ",TNAM21226222,THD0785813B,01/26/2022
1900307,ATL,CMA,CMAVA,NEOVIA LOGISTICS,TCLU8020423,TSXZ-422466,01/28/2022,,01/31/2022,0.00 ,"32,960.00 ","33,376.10 ",TNAM21226222,THD0785813B,01/28/2022
1900356,SAV,WHL,DMXLONH,ESSENTIAL MEDICAL SUPP,TCNU7022162,FLTZ-407012,12/17/2021,12/27/2021,,745.00 ,0.00 ,"2,215.15 ",44058,WHLCO031B582462,12/22/2021
1900364,ATL,ONE,ONEVA,MAKITA CORP.,TCLU8025873,HRGZ-751413,12/17/2021,12/17/2021,,0.00 ,0.00 ,478.24 ,CHI3699477-CHI26690905,NGOB24978900,12/17/2021
1902016,SAV,EML,DJSITX,TREDIT TIRE & WHEEL,EGHU9843312,KKLZ-409300,01/28/2022,02/02/2022,,590.00 ,0.00 ,"2,131.70 ",S21I114981,EGLV143157415333,01/31/2022
1902021,SAV,CMA,DJSITX,TREDIT TIRE & WHEEL,CMAU4424629,AIMZ-473755,01/26/2022,,,550.05 ,0.00 ,"2,080.33 ",S21I115291,CMDUAIS0362431,01/28/2022
1902026,ATL,ONE,ONEVA,MAZDA NORTH AMERICA OPERATIONS,NYKU4863740,NAPZ-422864,12/15/2021,12/15/2021,,0.00 ,0.00 ,437.40 ,CHI3762250-CHI27150651,,12/15/2021
1902060,ATL,ONE,ONEVA,MAKITA CORP.,NYKU5983415,FLXZ-420632,01/14/2022,01/17/2022,,0.00 ,0.00 ,476.28 ,CHI3763414-CHI27157845,NGOB28083700,01/14/2022
1902061,SAV,ZIM,ZIMGA,"XPEDX, SUWANEE GA",TCNU5870816,TLXZ-459644,12/21/2021,01/05/2021,,0.00 ,595.00 ,"1,782.23 ",18046693,ZIMUSEL200236977,01/04/2022
1902062,SAV,ZIM,ZIMGA,"XPEDX, SUWANEE GA",GAOU6272500,DCNZ-407477,12/22/2021,01/18/2022,,0.00 ,567.00 ,"1,754.23 ",18046691,ZIMUSEL200236393,01/14/2022
1902072,ATL,MSK,MAENC,YOKOHAMA TIRE CORP,TRHU4386061,DCNZ-406085,12/15/2021,12/17/2021,,0.00 ,0.00 ,655.00 ,CHS211201020,212983212,12/16/2021
1902076,SAV,ONE,DJSITX,TREDIT TIRE & WHEEL,TRHU5422693,XNPZ-440455,01/13/2022,01/22/2022,,990.00 ,0.00 ,"2,520.28 ",S21I114339,ONEYTPEBA0123700,01/17/2022
1902085,SAV,CMA,DJSITX,TREDIT TIRE & WHEEL,TCNU4616514,DCLZ-700262,01/11/2022,01/20/2022,,1030.00 ,0.00 ,"2,560.28 ",S21I115325,CMDUAIS0364348,01/17/2022
1902086,SAV,CMA,DJSITX,TREDIT TIRE & WHEEL,APHU6626148,TAXZ-449659,01/12/2022,01/18/2022,,950.00 ,0.00 ,"2,480.28 ",S21I115325,CMDUAIS0364348,01/17/2022
1902091,SAV,CMA,CMAVA,SAMSUNG ELECTRONICS AMERICA,GESU5279757,OWN-401133,12/22/2021,12/30/2021,12/29/2021,0.00 ,371.00 ,"2,179.00 ",TNAM21243325,SHZ4317855,12/28/2021
1902093,SAV,EML,DJSITX,TREDIT TIRE & WHEEL,EISU8207782,PONZ-456444,01/03/2022,01/10/2022,,590.00 ,0.00 ,"2,131.70 ",S21I114262,EGLV142104123551,01/07/2022
1902120,ATL,ONE,ONEVA,TATSUMI GATEWAY,TCNU6163989,CCLZ-442264,12/15/2021,12/16/2021,,0.00 ,0.00 ,522.45 ,CHI3766303-CHI27181895,,12/15/2021
1902146,SAV,ZIM,SCHECA,SVC LOGISTICS INC,ZCSU7772367,FLXZ-438974,12/15/2021,12/16/2021,,70.00 ,0.00 ,"1,349.80 ",DELUS0000439543,ZIMUSIN8124049,12/16/2021
1902147,SAV,ZIM,SCHECA,SVC LOGISTICS INC,ZCSU7964117,NAPZ-800421,12/15/2021,12/21/2021,,105.00 ,0.00 ,"1,384.80 ",DELUS0000439543,ZIMUSIN8124049,12/16/2021
1902148,ATL,YML,PACINY,SAHMYOOK USA INC,FSCU5094573,ACLZ-425349,01/03/2022,01/03/2022,,40.00 ,0.00 ,539.50 ,OIN2112080,YMLUE360788428,01/03/2022
1902149,ATL,YML,PACINY,SAHMYOOK USA INC,DRYU4242875,EMCZ-100884,01/03/2022,01/03/2022,,40.00 ,0.00 ,539.50 ,OIN2112080,YMLUE360788428,01/03/2022
1900736,ATL,CMA,CMAVA,"XPEDX, SUWANEE GA",CMAU4575306,TAXZ-404221,01/12/2022,01/12/2022,,100.00 ,"18,540.00 ","19,141.60 ",TNAM21230099,SEL1237864,01/12/2022
1900850,SAV,ONE,ONEVA,NEOVIA LOGISTICS,KKFU7997762,TAXZ-410215,01/04/2022,,01/31/2022,0.00 ,"8,662.50 ","9,953.26 ",CHI3713489-CHI26783614,LCBB34431300,01/04/2022
1900868,SAV,ONE,ONEVA,NEOVIA LOGISTICS,TEMU7202884,OOLZ-053964,01/14/2022,,01/21/2022,0.00 ,"11,602.50 ","12,893.26 ",CHI3713489-CHI26783611,LCBB34431300,01/15/2022
1900930,ATL,CMA,CMAVA,BEST BUY #718 / SAMSUNG,TCKU7904823,FVXZ-709026,12/27/2021,12/27/2021,,0.00 ,"14,585.00 ","15,086.60 ",TNAM21226212,SEL1235780,12/27/2021
1900933,ATL,CMA,CMAVA,BEST BUY #718 / SAMSUNG,TGBU6566346,MAEC-536741,01/28/2022,02/03/2022,,0.00 ,"32,322.25 ","32,823.85 ",TNAM21231470,SEL1235876,02/03/2022
1900934,ATL,CMA,CMAVA,"XPEDX, SUWANEE GA",TCNU1655780,TSXZ-471846,01/10/2022,01/10/2022,,0.00 ,"22,660.00 ","23,161.60 ",TNAM21231472,SEL1235858,01/10/2022
1900936,ATL,CMA,CMAVA,"XPEDX, SUWANEE GA",TCNU2939740,NAPZ-175029,01/14/2022,01/14/2022,,100.00 ,"24,205.00 ","24,806.60 ",TNAM21231476,SEL1235861,01/14/2022
1900938,ATL,CMA,CMAVA,"XPEDX, SUWANEE GA",APHU6895851,TLXZ-427887,01/13/2022,01/13/2022,,100.00 ,"22,660.00 ","23,261.60 ",TNAM21231515,SEL1235809,01/13/2022
1900939,ATL,CMA,CMAVA,"XPEDX, SUWANEE GA",TLLU5096510,TAXZ-448789,12/29/2021,12/30/2021,,0.00 ,"15,000.00 ","15,501.60 ",TNAM21231518,SEL1235890,12/30/2021
1900940,ATL,CMA,CMAVA,BEST BUY #718 / SAMSUNG,APHU7294304,TAXZ-428793,01/15/2022,01/21/2022,,0.00 ,"24,341.00 ","24,842.60 ",TNAM21231521,SEL1235804,01/21/2022
1900941,ATL,CMA,CMAVA,BEST BUY #718 / SAMSUNG,CMAU6233909,TAXZ-477731,01/13/2022,01/13/2022,,100.00 ,"22,681.25 ","23,282.85 ",TNAM21231548,SEL1235820,01/13/2022
1900942,ATL,CMA,CMAVA,"XPEDX, SUWANEE GA",CMAU4951065,NAPZ-422255,01/11/2022,01/11/2022,,0.00 ,"21,630.00 ","22,131.60 ",TNAM21231549,SEL1235817,01/11/2022
1900944,ATL,CMA,CMAVA,"XPEDX, SUWANEE GA",TRLU7480850,TCWZ-417678,01/12/2022,01/12/2022,,100.00 ,"22,145.00 ","22,746.60 ",TNAM21231556,SEL1235891,01/12/2022
1900945,ATL,CMA,CMAVA,BEST BUY #718 / SAMSUNG,CMAU8213711,HDMZ-414031,12/30/2021,12/30/2021,,0.00 ,"15,000.00 ","15,501.60 ",TNAM21231558,SEL1235841,12/30/2021
1900946,ATL,CMA,CMAVA,"XPEDX, SUWANEE GA",CMAU7918097,FLXZ-411727,01/11/2022,01/11/2022,,100.00 ,"21,630.00 ","22,231.60 ",TNAM21231559,SEL1235821,01/11/2022
1900947,ATL,CMA,CMAVA,BEST BUY #718 / SAMSUNG,BEAU4773536,EMCZ-740934,01/14/2022,01/14/2022,,100.00 ,"23,175.00 ","23,776.60 ",TNAM21231560,SEL1235816,01/14/2022
1902506,ATL,EML,YAM,Tatsumi Intermodal (U.S.A) Inc.,BMOU4575197,APMZ-702884,12/17/2021,12/24/2021,,500.00 ,0.00 ,"1,109.70 ",142584072,,12/17/2021
1902508,ATL,ONE,COOPMO,PREMIER SERVICES,TRHU2481877,NYKZ-208273,12/16/2021,12/29/2021,12/20/2021,1935.00 ,0.00 ,"4,429.00 ",1041572770-2021,ONEYNB1IABD25400,12/20/2021
1902531,ATL,MSK,COOPMO,COOPER LIGHTING c/o CASS,MRSU4694143,NAPZ-423437,12/18/2021,01/14/2022,01/07/2022,1040.00 ,0.00 ,"1,446.90 ",1041284703-2021,597121578,12/22/2021
1902532,ATL,MSK,COOPMO,FUTURE FORWARDING COMPANY,SUDU5870912,APMZ-412102,12/22/2021,01/05/2022,12/23/2021,600.00 ,0.00 ,979.60 ,1041284703-2021,597121578,12/22/2021
1902533,ATL,MSK,COOPMO,FUTURE FORWARDING COMPANY,MRKU2826398,TAXZ-427590,12/23/2021,01/06/2022,12/28/2021,600.00 ,0.00 ,979.60 ,1041232568-2021,597121575,12/23/2021
1902535,ATL,MSK,COOPMO,COOPER LIGHTING c/o CASS,HASU4683811,DCLZ-408032,12/23/2021,01/18/2022,01/13/2022,1080.00 ,0.00 ,"1,486.90 ",1040971775-2021,597121571,12/23/2021
1902536,ATL,MSK,COOPMO,FUTURE FORWARDING COMPANY,MRKU3379930,TAXZ-487312,12/23/2021,01/12/2022,12/29/2021,520.00 ,0.00 ,899.60 ,1040971775-2021,597121571,12/23/2021
1902554,ATL,ONE,ONEVA,RTG FURNITURE CORP,TCNU6577504,HRGZ-703597,12/17/2021,12/17/2021,,0.00 ,0.00 ,472.64 ,CHI3816251-CHI27255799,PNHB29803501,12/17/2021
1902557,ATL,ONE,ONEVA,RTG FURNITURE CORP,TCLU4899377,NAPZ-185994,12/17/2021,12/17/2021,,0.00 ,0.00 ,472.64 ,CHI3777798-CHI27252116,PNHB29804600,12/17/2021
1902566,SAV,WHL,KUEHNC,SHAWMUT CORP,WHLU5524188,NAPZ-186212,12/21/2021,01/05/2022,,0.00 ,780.00 ,"3,158.20 ",9073112147-01,WHLC031B581922,01/04/2022
1902567,SAV,WHL,KUEHNC,SHAWMUT CORP,WHSU5516022,EMCZ-101489,12/20/2021,12/29/2021,,-24.82,540.00 ,"2,893.38 ",9073112127-01,WHLC031B580505,12/28/2021
1895019,SAV,ONE,ONEVA,NEOVIA LOGISTICS,FDCU0509960,MAEC-706337,01/24/2022,,,0.00 ,"30,704.30 ","31,947.45 ",CHI3563214-CHI25646230,SZPBF5620305,01/29/2022
1897192,ATL,MSC,COOPMO,FUTURE FORWARDING COMPANY,MEDU7088573,NEDZ-409363,12/30/2021,01/11/2022,01/05/2022,520.00 ,0.00 ,899.60 ,1041374165-2021,MEDUT9625806,12/30/2021
1898946,SAV,ONE,ONEVA,NEOVIA LOGISTICS,GAOU6620587,DCLZ-407319,01/24/2022,,,0.00 ,"18,591.50 ","19,845.23 ",CHI3666386-CHI26425229,LCBB32844900,01/28/2022
1898947,SAV,ONE,ONEVA,NEOVIA LOGISTICS,TGBU4448581,MAEC-689835,01/19/2022,,01/21/2022,0.00 ,"16,861.10 ","18,114.83 ",CHI3666386-CHI26425230,LCBB32844900,01/20/2022
1898948,SAV,ONE,ONEVA,NEOVIA LOGISTICS,FFAU1851203,APMZ-417515,01/19/2022,,01/21/2022,0.00 ,"16,861.10 ","18,114.83 ",CHI3666386-CHI26425231,LCBB32844900,01/20/2022
1898950,SAV,ONE,ONEVA,NEOVIA LOGISTICS,GCXU5397059,TSXZ-653391,01/21/2022,,01/25/2022,0.00 ,"17,726.30 ","18,980.03 ",CHI3666386-CHI26425232,LCBB32844900,01/24/2022
1901009,ATL,ONE,ONEVA,MAKITA CORP.,SEGU4456261,TLXZ-461078,12/22/2021,12/22/2021,,0.00 ,0.00 ,478.24 ,CHI3717339-CHI26812116,NGOB28080400,12/22/2021
1901073,ATL,HAP,SAMSDCA,XPO LOGISTICS,HLXU8541430,TSXZ-427692,01/13/2022,01/26/2022,,1300.00 ,0.00 ,"1,732.00 ",0058699,HLCUSEL2110AWBT0,01/26/2022
1901074,ATL,HAP,SAMSDCA,XPO LOGISTICS,HLXU8015734,MSCZ-423221,01/11/2022,01/25/2022,,1380.00 ,0.00 ,"1,812.00 ",0058700,HLCUSEL2110AWBR8,01/25/2022
1901075,ATL,HAP,SAMSDCA,XPO LOGISTICS,UACU5313134,DCNZ-406266,01/19/2022,01/27/2022,,860.00 ,0.00 ,"1,292.00 ",0058701,HLCUSEL2110AWBN4,01/27/2022
1901076,ATL,HAP,SAMSDCA,XPO LOGISTICS,CAIU4466920,APMZ-426170,01/08/2022,01/21/2022,,1300.00 ,0.00 ,"1,732.00 ",0058702,HLCUSEL2110AWBP6,01/21/2022
1901077,ATL,HAP,SAMSDCA,XPO LOGISTICS,HAMU1264996,TLXZ-521108,01/13/2022,01/28/2022,,1460.00 ,0.00 ,"1,892.00 ",0058703,HLCUSEL2110AWBS9,01/28/2022
1901126,SAV,ONE,ONEVA,SAMSUNG ELECTRONICS AMERICA,CAAU5194227,TAXZ-434429,12/27/2021,01/11/2022,01/06/2022,0.00 ,455.00 ,"2,348.44 ",CHI3721169-CHI26841483,SZPBR2087301,01/05/2022
1901127,SAV,ONE,ONEVA,SAMSUNG ELECTRONICS AMERICA,TLLU5488804,EMCZ-947684,12/27/2021,01/12/2022,01/04/2022,0.00 ,399.00 ,"2,292.44 ",CHI3721169-CHI26841484,SZPBR2087300,01/03/2022
1901219,ATL,CMA,QUARTCA,CHATTAHOOCHEE VALLEY CROSS DOCKS &,CMAU0616921,EMCZ-720502,01/12/2022,01/12/2022,,705.00 ,0.00 ,"1,393.50 ",QTZ-OI136129,CMDUCNSW048395,01/12/2022
1901220,ATL,CMA,QUARTCA,CHATTAHOOCHEE VALLEY CROSS DOCKS &,TEMU4326412,NAPZ-400601,12/30/2021,12/30/2021,,40.00 ,0.00 ,728.50 ,QTZ-OI136129,CMDUCNSW048395,12/30/2021
1901221,ATL,CMA,QUARTCA,CHATTAHOOCHEE VALLEY CROSS DOCKS &,BEAU2462896,TSXZ-234346,12/29/2021,01/04/2022,,280.00 ,0.00 ,968.50 ,QTZ-OI136105,CMDUCNSW048392,12/29/2021
1901222,ATL,CMA,QUARTCA,CHATTAHOOCHEE VALLEY CROSS DOCKS &,CMAU1866490,FLXZ-203477,12/29/2021,12/29/2021,,40.00 ,0.00 ,728.50 ,QTZ-OI136105,CMDUCNSW048392,12/29/2021
1901223,ATL,CMA,QUARTCA,VECTOR SUPPLY CORPORATION,CMAU0980867,APMZ-235173,12/22/2021,12/22/2021,,165.00 ,0.00 ,853.50 ,QTZ-OI136051,CMDUCNSW048385,12/22/2021
1901224,ATL,CMA,QUARTCA,CHATTAHOOCHEE VALLEY CROSS DOCKS &,TTNU1156531,MAEC-280488,12/30/2021,01/03/2022,,200.00 ,0.00 ,888.50 ,QTZ-OI136051,CMDUCNSW048385,01/03/2022
1901248,ATL,CMA,COOPMO,FUTURE FORWARDING COMPANY,CMAU8151902,MAEC-605921,12/16/2021,12/23/2021,,670.00 ,0.00 ,"1,049.60 ",1040348995-2021,CMDUTHD0771580,12/16/2021
1901304,ATL,ONE,QUARTCA,GENIQUA LOGISTICS,TGHU6839972,FLGZ-447976,12/17/2021,12/21/2021,,0.00 ,0.00 ,445.50 ,QTZ-OI133801-145038,ONEYTPEB85438700,12/17/2021
1901305,ATL,ONE,QUARTCA,GENIQUA LOGISTICS,FFAU1817997,MSCZ-418355,12/18/2021,12/21/2021,12/21/2021,340.00 ,0.00 ,785.50 ,QTZ-OI133677,ONEYTPEB85437600,12/21/2021
1901306,ATL,ONE,QUARTCA,GENIQUA LOGISTICS,TRHU6681929,TLXZ-435577,12/17/2021,12/17/2021,12/17/2021,0.00 ,0.00 ,445.50 ,QTZ-OI133677,ONEYTPEB85437600,12/17/2021
1901308,ATL,ONE,ONEVA,MAKITA CORP.,TCLU8757540,NAPZ-186068,01/24/2022,01/27/2022,,0.00 ,260.00 ,738.24 ,CHI3731424-CHI26913487,SH1HT0288400,01/27/2022
1902999,SAV,ONE,PREMICA,ACME FURNITURE,TCLU6686560,FLXZ-425497,01/03/2022,01/07/2022,,0.00 ,0.00 ,"1,188.00 ",OIPCL-21110412,ONEYTS1QV0488800,01/07/2022
1903002,SAV,HAM,QUARTGA,TECHNICAL POLYMERS,MRKU9668709,TSXZ-278416,01/05/2022,01/20/2022,,1340.00 ,0.00 ,"2,874.30 ",OIATL-21110686,SUDUN1SHA084955X,01/18/2022
1901653,SAV,ONE,ONEVA,SAMSUNG ELECTRONICS AMERICA,NYKU4728354,DCNZ-415035,01/18/2022,01/31/2022,01/24/2022,0.00 ,0.00 ,"1,893.44 ",CHI3747762-CHI27041595,SZPBT6464600,01/21/2022
1901654,SAV,ONE,ONEVA,SAMSUNG ELECTRONICS AMERICA,TRHU6603280,NEDZ-409201,01/18/2022,01/31/2022,01/21/2022,0.00 ,0.00 ,"1,893.44 ",CHI3747762-CHI27041591,SZPBS9557600,01/20/2022
1901658,ATL,ONE,QUARTCA,GENIQUA LOGISTICS,KKFU9159368,HJCZ-145726,12/15/2021,12/16/2021,,220.00 ,0.00 ,665.50 ,QTZ-OI132232-143383,ONEYNB1JB8945300,12/15/2021
1901660,ATL,ONE,QUARTCA,GENIQUA LOGISTICS,TEMU8668970,FLGZ-401453,12/16/2021,12/17/2021,12/16/2021,0.00 ,0.00 ,445.50 ,QTZ-OI132691-143857,ONEYNB1BV5550900,12/16/2021
1901790,ATL,ONE,QUARTNY,TOM FOUTS TIRE,NYKU5280011,AIMZ-473830,12/23/2021,12/27/2021,,380.00 ,0.00 ,940.25 ,ONEYJKTBE60348,ONEYJKTBE6034800,12/27/2021
1901794,ATL,ONE,QUARTCA,GENIQUA LOGISTICS,FFAU1447803,DFLZ-402830,12/18/2021,12/21/2021,,340.00 ,0.00 ,785.50 ,ONEYTPEB920625,ONEYTPEB92062500,12/21/2021
1901795,ATL,ONE,QUARTCA,GENIQUA LOGISTICS,NYKU4721806,NAPZ-174482,12/18/2021,12/22/2021,,340.00 ,0.00 ,785.50 ,ONEYTPEB920625,ONEYTPEB92062500,12/21/2021
1901813,ATL,ONE,COOPMO,COOPER LIGHTING c/o CASS,NYKU0839560,APMZ-420546,12/18/2021,01/03/2022,12/29/2021,560.00 ,650.00 ,"1,685.80 ",1041563265-2021,ONEYXMNBC4472400,12/18/2021
1901814,ATL,HAP,COOPMO,COOPER LIGHTING c/o CASS,UACU5428684,NAPZ-423575,12/17/2021,01/05/2022,12/29/2021,1300.00 ,0.00 ,"1,775.80 ",1042305058-2021,HLCUSHA2108MGHE2,12/17/2021
1901815,ATL,HAP,COOPMO,COOPER LIGHTING c/o CASS,HLXU8302586,DCNZ-498285,12/15/2021,12/30/2021,12/28/2021,865.00 ,0.00 ,"1,340.80 ",1041159357-2021,HLCUSHA2108PMET9,12/15/2021
1901816,ATL,ONE,COOPMO,COOPER LIGHTING c/o CASS,NYKU4980330,TSXZ-603808,12/15/2021,12/30/2021,,1190.00 ,0.00 ,"1,665.80 ",1041044276-2021,ONEYSH1FC5687400,12/15/2021
1901821,ATL,ZIM,COOPMO,COOPER LIGHTING c/o CASS,ZCSU7763956,MSCZ-423229,12/15/2021,01/03/2022,12/29/2021,1075.00 ,0.00 ,"1,481.90 ",1041345609-2021,ZIMUXIA8218286,12/15/2021
1901824,ATL,COS,COOPMO,FUTURE FORWARDING COMPANY,CBHU8733900,DCSZ-400847,12/29/2021,01/13/2022,01/03/2022,1075.00 ,0.00 ,"1,483.20 ",1042171460-2021,COSU6312818260,12/29/2021
1901825,ATL,ONE,QUARTNY,TOM FOUTS TIRE,GLDU9993603,NAPZ-405702,12/22/2021,12/27/2021,,420.00 ,0.00 ,"1,016.05 ",ONEYJKTBE60385,ONEYJKTBE6038500,12/27/2021
1901841,ATL,CMA,CMAVA,"XPEDX, SUWANEE GA",FSCU8370525,TAXZ-478140,01/12/2022,01/12/2022,,100.00 ,"21,630.00 ","22,231.60 ",TNAM21240215,THD0775082,01/12/2022
1901842,SAV,ONE,ONEVA,BEST BUY #718 / SAMSUNG,SEGU5716091,ZCSZ-941041,12/30/2021,01/18/2022,,0.00 ,399.00 ,"1,844.70 ",CHI3755718-CHI27095696,LCBB38858600,01/06/2022
1901848,SAV,MSK,MAENC,NEOVIA LOGISTICS,MRKU2968896,CMAZ-400187,12/20/2021,,,0.00 ,455.00 ,"1,992.50 ",CHS211111217,214345091,12/29/2021
1901849,SAV,MSK,MAENC,NEOVIA LOGISTICS,GATU8744461,MCCZ-405007,12/20/2021,12/29/2021,12/23/2021,0.00 ,0.00 ,"1,537.50 ",CHS211111217,214345091,12/20/2021
1901850,SAV,MSK,MAENC,NEOVIA LOGISTICS,HASU4231370,EMCZ-947398,12/20/2021,01/20/2022,01/10/2022,0.00 ,0.00 ,"1,537.50 ",CHS211111217,214345091,12/20/2021
1901851,SAV,MSK,MAENC,NEOVIA LOGISTICS,HASU4176735,HDMZ-409631,12/20/2021,12/23/2021,12/21/2021,0.00 ,0.00 ,"1,537.50 ",CHS211111217,214345091,12/20/2021
1901874,SAV,MSK,MAENC,NEOVIA LOGISTICS,MRKU2112699,APMZ-405880,12/22/2021,01/12/2022,01/05/2022,0.00 ,427.00 ,"1,964.50 ",CHS211111218,213514242,12/30/2021
1901876,SAV,MSK,MAENC,NEOVIA LOGISTICS,TGHU9664008,COZZ-43091,12/20/2021,12/28/2021,12/23/2021,0.00 ,0.00 ,"1,537.50 ",CHS211111216,214588107,12/20/2021
1901877,SAV,MSK,MAENC,NEOVIA LOGISTICS,MSKU0420858,FLKZ-601562,12/20/2021,12/24/2021,12/21/2021,0.00 ,0.00 ,"1,537.50 ",CHS211111216,214588107,12/20/2021
1901878,SAV,MSK,MAENC,NEOVIA LOGISTICS,MRKU3521834,DCLZ-700271,12/20/2021,01/04/2022,,0.00 ,455.00 ,"1,992.50 ",CHS211111216,214588107,12/29/2021
1901888,SAV,MSK,MAENC,NEOVIA LOGISTICS,TLLU5981488,TLXZ-425334,12/29/2021,01/05/2022,,0.00 ,0.00 ,"1,537.50 ",CHS211111209,214588091,12/30/2021
1901892,SAV,MSK,MAENC,NEOVIA LOGISTICS,MRKU5916031,CMAZ-450092,12/22/2021,12/30/2021,12/27/2021,0.00 ,0.00 ,"1,537.50 ",CHS211111213,213514141,12/23/2021
1902150,ATL,ONE,COOPMO,COOPER LIGHTING c/o CASS,TLLU4920620,NAPZ-800213,01/05/2022,01/13/2022,01/10/2022,910.00 ,0.00 ,"1,385.80 ",1041043187-2021,ONEYXMNBC8436800,01/05/2022
1902151,ATL,ONE,QUARTCA,GENIQUA LOGISTICS,TCLU7826179,TAXZ-477557,12/22/2021,12/22/2021,12/22/2021,0.00 ,0.00 ,445.50 ,OILAX-21120029,ONEYNB1JBC895900,12/22/2021
1902152,SAV,ONE,ONEVA,NEOVIA LOGISTICS,TRLU7439749,TAXZ-478105,12/21/2021,,,0.00 ,0.00 ,"1,285.47 ",CHI3767112-CHI27190558,SZPBP2471502,12/22/2021
1902153,SAV,ONE,ONEVA,NEOVIA LOGISTICS,NYKU4969372,APLZ-454927,12/17/2021,,,0.00 ,0.00 ,"1,285.47 ",CHI3767112-CHI27190560,SZPBP2471501,12/17/2021
1902222,SAV,ONE,ONEVA,SAMSUNG ELECTRONICS AMERICA,BEAU5532596,GCEZ-425241,01/29/2022,,,0.00 ,0.00 ,"1,885.68 ",CHI3766694-CHI27184605,SZPBS9798613,
1902223,SAV,ONE,ONEVA,SAMSUNG ELECTRONICS AMERICA,TCNU3894784,NAPZ-185407,01/29/2022,,02/02/2022,0.00 ,0.00 ,"1,885.68 ",CHI3766694-CHI27184600,SZPBS9798612,02/01/2022
1902224,SAV,ONE,ONEVA,SAMSUNG ELECTRONICS AMERICA,TRHU4577330,EMCZ-418251,01/29/2022,,02/03/2022,0.00 ,0.00 ,"1,885.68 ",CHI3766694-CHI27184601,SZPBS9798601,02/01/2022
1902225,SAV,ONE,ONEVA,SAMSUNG ELECTRONICS AMERICA,TCNU4807336,APLZ-455587,01/29/2022,,02/02/2022,0.00 ,0.00 ,"1,885.68 ",CHI3766694-CHI27184602,SZPBS9805901,02/01/2022
1902226,SAV,ONE,ONEVA,SAMSUNG ELECTRONICS AMERICA,GCXU5419332,APMZ-424942,01/29/2022,,02/03/2022,0.00 ,0.00 ,"1,885.68 ",CHI3766694-CHI27184604,SZPBS9805902,02/01/2022
1902227,SAV,ONE,ONEVA,SAMSUNG ELECTRONICS AMERICA,DRYU9989518,MAEC-597694,01/29/2022,,02/02/2022,0.00 ,0.00 ,"1,885.68 ",CHI3766694-CHI27184603,SZPBS9805900,02/01/2022
1902228,SAV,ONE,ONEVA,SAMSUNG ELECTRONICS AMERICA,TCLU7976287,TAXZ-499877,01/12/2022,01/20/2022,01/18/2022,0.00 ,0.00 ,"1,885.68 ",CHI3767659-CHI27207199,SZPBQ7721904,01/14/2022
1902282,ATL,ONE,QUARTNY,ATLANTA DASH,NYKU8534721,DCLZ-409384,01/11/2022,01/14/2022,,0.00 ,0.00 ,432.00 ,OIJFK-21110167,ONEYTPEB97715800,01/11/2022
1902283,ATL,ONE,QUARTNY,ATLANTA DASH,UETU4120027,NAPZ-422412,01/12/2022,01/13/2022,,0.00 ,0.00 ,432.00 ,OIJFK-21110167,ONEYTPEB97715800,01/12/2022
1902284,ATL,ONE,QUARTNY,ATLANTA DASH,NYKU8477452,TCWZ-417474,01/07/2022,01/08/2022,,0.00 ,0.00 ,432.00 ,OIJFK-21110175,ONEYTPEB94030900,01/07/2022
1902285,ATL,ONE,QUARTNY,ATLANTA DASH,TTNU4858059,DCLZ-400287,01/07/2022,01/07/2022,,0.00 ,0.00 ,432.00 ,OIJFK-21110171,ONEYTPEB95612900HB,01/07/2022
1902383,SAV,CMA,CMAVA,SAMSUNG ELECTRONICS AMERICA,CMAU7702488,YMLZ-421379,12/27/2021,01/10/2022,01/04/2022,0.00 ,399.00 ,"2,207.00 ",TNAM21245623,SEL1251824,01/03/2022
1902384,SAV,CMA,CMAVA,SAMSUNG ELECTRONICS AMERICA,GESU5277950,AIMZ-470732,12/27/2021,01/13/2022,01/05/2022,0.00 ,399.00 ,"2,207.00 ",TNAM21245621,SEL1251822,01/03/2022
1902385,SAV,CMA,CMAVA,SAMSUNG ELECTRONICS AMERICA,APZU4268080,TAXZ-194602,12/27/2021,01/14/2022,01/04/2022,0.00 ,399.00 ,"2,207.00 ",TNAM21245624,SEL1251875,01/04/2022
1902386,SAV,CMA,CMAVA,SAMSUNG ELECTRONICS AMERICA,TEMU7747539,TCWZ-417023,12/21/2021,12/29/2021,12/27/2021,0.00 ,259.00 ,"2,067.00 ",TNAM21245661,SEL1251712,12/23/2021
1902387,SAV,CMA,CMAVA,SAMSUNG ELECTRONICS AMERICA,TGHU6407074,TSXZ-422464,12/27/2021,01/13/2022,01/04/2022,0.00 ,399.00 ,"2,207.00 ",TNAM21245664,SEL1251710,01/03/2022
