RECNO ,Ter ,SSL,ID ,Consignee,Container No,Chassis No,,,, EL Bill,,WO #,BOL #,,
1934689,CHI,MSK,SAMSDTX,NEOVIA LOGISTICS - A58,MRKU520029,FLXZ-416233,12/09/2022,12/10/2022,,0.00 ,430.00 ,"1,433.20 ",SEA0042887,MAEUS01276866,12/09/2022
1934690,CHI,MSK,SAMSDTX,NEOVIA LOGISTICS - A58,MRKU600137,APMZ-405805,12/14/2022,12/15/2022,12/14/2022,0.00 ,430.00 ,"1,433.20 ",SEA0042888,MAEUS01276870,12/14/2022
1934691,CHI,MSK,SAMSDTX,NEOVIA LOGISTICS - A58,MRSU504739,FLTZ-408049,12/10/2022,12/13/2022,12/13/2022,0.00 ,510.00 ,"1,513.20 ",SEA0042890,MAEUS01276872,12/12/2022
1934692,CHI,MSK,SAMSDTX,NEOVIA LOGISTICS - A58,MSKU072257,FLXZ-650527,12/09/2022,12/13/2022,12/12/2022,0.00 ,550.00 ,"1,553.20 ",SEA0042892,MAEUS01276884,12/09/2022
1934693,CHI,MSK,SAMSDTX,NEOVIA LOGISTICS - A58,MSKU164500,FVXZ-709183,12/09/2022,12/15/2022,12/12/2022,0.00 ,630.00 ,"1,633.20 ",SEA0042894,MAEUS01276873,12/09/2022
1934694,CHI,MSK,SAMSDTX,NEOVIA LOGISTICS - A58,MSKU197540,FLXZ-422850,12/10/2022,12/13/2022,12/13/2022,0.00 ,510.00 ,"1,513.20 ",SEA0042896,MAEUS01276882,12/10/2022
1934695,CHI,MSK,SAMSDTX,NEOVIA LOGISTICS - A58,MSKU839326,FLXZ-443518,12/12/2022,12/16/2022,12/13/2022,0.00 ,550.00 ,"1,553.20 ",SEA0042897,MAEUS01276881,12/12/2022
1934696,CHI,MSK,SAMSDTX,NEOVIA LOGISTICS - A58,MSKU936150,KKLZ-406117,12/07/2022,12/08/2022,12/08/2022,0.00 ,430.00 ,"1,433.20 ",SEA0042898,MAEUS01276864,12/07/2022
1934697,CHI,MSK,SAMSDTX,NEOVIA LOGISTICS - A58,PONU822073,FPPZ-484973,12/09/2022,12/10/2022,,0.00 ,430.00 ,"1,433.20 ",SEA0042908,MAEUS01276874,12/09/2022
1934698,CHI,MSK,SAMSDTX,NEOVIA LOGISTICS - A58,SEKU447336,FDLZ-498028,12/09/2022,12/12/2022,,0.00 ,510.00 ,"1,513.20 ",SEA0042914,MAEUS01276879,12/09/2022
1934699,CHI,MSK,SAMSDTX,NEOVIA LOGISTICS - A58,SUDU699951,FVXZ-176396,12/10/2022,12/14/2022,12/14/2022,0.00 ,550.00 ,"1,553.20 ",SEA0042925,MAEUS01276861,12/12/2022
1934700,CHI,MSK,SAMSDTX,NEOVIA LOGISTICS - A58,SUDU881940,FLXZ-404981,12/10/2022,12/13/2022,12/13/2022,0.00 ,510.00 ,"1,513.20 ",SEA0042927,MAEUS01276883,12/10/2022
1935707,CHI,MSK,SAMSDTX,UNIS BOLINGBROOK,MSKU068387,DCNZ-408520,01/07/2023,01/13/2023,01/10/2023,0.00 ,280.00 ,"1,066.45 ",SEA0044277,MAEU223028666,01/07/2023
1935709,CHI,MSK,SAMSDTX,UNIS BOLINGBROOK,MSKU924524,OESZ-802568,01/09/2023,01/13/2023,01/11/2023,0.00 ,200.00 ,986.45 ,SEA0044278,MAEU223028666,01/09/2023
1935715,CHI,ONE,SAMSDTX,UNIS BOLINGBROOK,CAIU878187,FHCZ-148702,01/27/2023,02/02/2023,01/31/2023,0.00 ,280.00 ,"1,066.45 ",SEA0044281,ONEYHANC75269800,01/27/2023
1935716,CHI,ONE,SAMSDTX,UNIS BOLINGBROOK,NYKU423121,FLXZ-427813,02/03/2023,,,0.00 ,0.05 ,695.55 ,SEA0044282,ONEYHANC75269800,02/03/2023
1934120,CHI,CMA,SAMSDTX,NEOVIA LOGISTICS - A58,CMAU853574,TSXZ-499601,12/17/2022,12/21/2022,,0.00 ,450.00 ,"1,134.00 ",SEA0041742,CMDUTHD0996662,12/17/2022
1934121,CHI,CMA,SAMSDTX,NEOVIA LOGISTICS - A58,CMAU917031,FLXZ-447481,12/19/2022,12/27/2022,12/20/2022,0.00 ,610.00 ,"1,294.00 ",SEA0041744,CMDUTHD0996662,12/19/2022
1934122,CHI,CMA,SAMSDTX,NEOVIA LOGISTICS - A58,CMAU917469,FLXZ-650527,12/19/2022,12/27/2022,12/22/2022,0.00 ,610.00 ,"1,294.00 ",SEA0041745,CMDUTHD0996662,12/19/2022
1934123,CHI,CMA,SAMSDTX,NEOVIA LOGISTICS - A58,CMAU933790,TSXZ-629697,12/17/2022,12/27/2022,12/27/2022,0.00 ,690.00 ,"1,374.00 ",SEA0041747,CMDUTHD0996662,12/17/2022
1934124,CHI,CMA,SAMSDTX,NEOVIA LOGISTICS - A58,FFAU491223,APMZ-412769,12/12/2022,12/16/2022,12/15/2022,0.00 ,200.00 ,884.00 ,SEA0041756,CMDUTHD0996662,12/12/2022
1934125,CHI,CMA,SAMSDTX,NEOVIA LOGISTICS - A58,SEKU580708,TSXZ-622906,12/02/2022,12/05/2022,12/05/2022,0.00 ,410.00 ,"1,094.00 ",SEA0041814,CMDUTHD0996661,12/02/2022
1934127,CHI,CMA,SAMSDTX,NEOVIA LOGISTICS - A58,TGBU610814,FDLZ-498028,12/12/2022,12/20/2022,12/13/2022,0.00 ,610.00 ,"1,294.00 ",SEA0041835,CMDUTHD0996662,12/12/2022
1934128,CHI,CMA,SAMSDTX,NEOVIA LOGISTICS - A58,TRHU784357,TSXZ-415076,12/22/2022,01/02/2023,12/30/2022,0.00 ,730.00 ,"1,414.00 ",SEA0041844,CMDUTHD0996662,12/22/2022
1934144,CHI,ONE,SAMSDTX,UNIS BOLINGBROOK,FDCU051348,FHCZ-147791,12/17/2022,12/20/2022,12/20/2022,0.00 ,160.00 ,973.20 ,SEA0041962,ONEYHANC68586500,12/17/2022
1934145,CHI,ONE,SAMSDTX,UNIS BOLINGBROOK,KKFU760473,FLTZ-409623,12/14/2022,12/16/2022,12/15/2022,0.00 ,120.00 ,933.20 ,SEA0041963,ONEYHANC68586500,12/14/2022
1934147,CHI,ONE,SAMSDTX,UNIS BOLINGBROOK,NYKU444343,FLXZ-424134,12/14/2022,12/14/2022,,0.00 ,40.00 ,853.20 ,SEA0041965,ONEYHANC68586500,12/14/2022
1934148,CHI,ONE,SAMSDTX,UNIS BOLINGBROOK,TRHU779021,FDLZ-407732,12/14/2022,12/14/2022,,0.00 ,40.00 ,853.20 ,SEA0041966,ONEYHANC68586500,12/14/2022
1934165,CHI,COS,DJSTXIL,TREDIT TIRE & WHEEL,SEKU466612,PBIZ-427385,12/17/2022,12/21/2022,,922.40 ,0.00 ,"2,222.90 ",S22I128128,COSU6882094240,12/19/2022
1934172,MEM,MSC,COOPMO,COOPER LIGHTING,MEDU726989,PONZ-456396,12/02/2022,12/05/2022,12/05/2022,160.00 ,0.00 ,573.10 ,1049176670-2021,MEDUOL186030,12/02/2022
1934178,MEM,CMA,COOPMO,COOPER LIGHTING,TLLU500126,FLTZ-440298,12/13/2022,12/14/2022,12/14/2022,230.00 ,0.00 ,815.20 ,1048691010-2021,GGZ1802538,12/13/2022
1934179,MEM,MSC,COOPMO,COOPER LIGHTING,MTSU964345,MAEC-597317,12/05/2022,12/07/2022,12/07/2022,120.00 ,0.00 ,527.70 ,1049036858-2021,MEDUX4015574,12/05/2022
1934180,MEM,MSC,COOPMO,COOPER LIGHTING,TCNU733489,APMZ-426899,12/07/2022,12/09/2022,12/08/2022,120.00 ,0.00 ,527.70 ,1049036858-2021,MEDUX4015574,12/07/2022
1934181,MEM,CMA,COOPMO,COOPER LIGHTING,CAIU975052,TAXZ-459329,01/03/2023,01/06/2023,01/04/2023,295.00 ,0.00 ,705.40 ,1048702796-2021,DJA1063026,01/03/2023
1934182,MEM,CMA,COOPMO,COOPER LIGHTING,APHU670119,TAXZ-403435,12/20/2022,12/21/2022,12/21/2022,230.00 ,0.00 ,803.65 ,1049276337-2021,DJA1072835,12/20/2022
1934198,CHI,MSK,SAMSDTX,UNIS BOLINGBROOK,MRKU415926,HDMZ-412071,12/06/2022,12/08/2022,12/07/2022,0.00 ,370.00 ,"1,183.20 ",SEA0041970,MAEU914638259,12/06/2022
1934199,CHI,MSK,SAMSDTX,UNIS BOLINGBROOK,MRKU430133,TSXZ-632838,12/04/2022,12/07/2022,12/06/2022,0.00 ,160.00 ,973.20 ,SEA0041971,MAEU914638259,12/04/2022
1934200,CHI,MSK,SAMSDTX,UNIS BOLINGBROOK,MRSU487116,TSXZ-475066,12/04/2022,12/05/2022,,0.00 ,80.00 ,893.20 ,SEA0041972,MAEU914638259,12/04/2022
1936197,MEM,MSC,COOPMO,COOPER LIGHTING,TGBU597677,DCNZ-498705,01/09/2023,01/10/2023,01/10/2023,80.00 ,0.00 ,471.50 ,1049717176-2021,MEDUX4101903,01/09/2023
1936198,MEM,MSC,COOPMO,COOPER LIGHTING,MEDU498201,APMZ-405110,01/09/2023,01/10/2023,01/10/2023,80.00 ,0.00 ,471.50 ,1049717176-2021,MEDUX4101903,01/09/2023
1936199,MEM,MSC,COOPMO,COOPER LIGHTING,TGHU923660,DCLZ-414830,01/09/2023,01/10/2023,01/10/2023,80.00 ,0.00 ,471.50 ,1049717176-2021,MEDUX4101903,01/09/2023
1936200,MEM,MSC,COOPMO,COOPER LIGHTING,GLDU761803,APMZ-423282,01/10/2023,01/11/2023,01/11/2023,80.00 ,0.00 ,471.50 ,1049717176-2021,MEDUX4101903,01/10/2023
1936201,MEM,COS,COOPMO,COOPER LIGHTING,CSNU635117,DFLZ-402633,01/06/2023,01/09/2023,01/09/2023,295.00 ,0.00 ,853.25 ,1049717527-2021,COSU8026645680,01/06/2023
1936202,MEM,COS,COOPMO,COOPER LIGHTING,CSNU693137,TAXZ-489332,01/06/2023,01/09/2023,01/09/2023,295.00 ,0.00 ,853.25 ,1049717527-2021,COSU8026645680,01/06/2023
1936203,MEM,COS,COOPMO,COOPER LIGHTING,CSNU643865,NAPZ-154250,01/06/2023,01/10/2023,01/10/2023,407.00 ,0.00 ,965.25 ,1049717527-2021,COSU8026645680,01/09/2023
1936204,MEM,COS,COOPMO,COOPER LIGHTING,CSLU605727,TAXZ-458668,01/06/2023,01/09/2023,01/09/2023,295.00 ,0.00 ,853.25 ,1049717527-2021,COSU8026645680,01/06/2023
1936205,MEM,CMA,COOPMO,COOPER LIGHTING,TRHU822162,CCMZ-401223,01/16/2023,01/17/2023,01/17/2023,80.00 ,0.00 ,471.50 ,1049447764-2021,THD1002604,01/16/2023
1936206,CHI,OOC,OLUSANY,SETHNESS PRODUCT,OOCU713954,KKLZ-404935,12/20/2022,12/20/2022,,410.00 ,0.00 ,"1,706.30 ",CHOLX224831,,12/20/2022
1936207,CHI,OOC,OLUSANY,SETHNESS PRODUCT,TLLU416265,CCLZ-442872,12/20/2022,12/20/2022,,40.00 ,0.00 ,"1,336.30 ",CHOLX224831,,12/20/2022
1936208,MEM,OOC,MEMETN,MEDEGEN MEDICAL,FFAU335274,TSXZ-440710,12/19/2022,12/21/2022,12/21/2022,270.00 ,0.00 ,858.55 ,S221E221262895,CNRU000037667372,12/19/2022
1936218,MEM,ONE,COOPMO,COOPER LIGHTING,NYKU981614,TLXZ-219263,01/09/2023,01/10/2023,01/10/2023,142.93 ,0.00 ,701.18 ,1049666848-2021,ONEYHANC74308800,01/09/2023
1936219,MEM,ONE,COOPMO,COOPER LIGHTING,TGBU969146,AIMZ-402320,01/19/2023,01/24/2023,01/23/2023,240.00 ,0.00 ,798.25 ,1049667201-2021,ONEYHANC74309900,01/19/2023
1936220,MEM,ONE,COOPMO,COOPER LIGHTING,TEMU828095,FLXZ-439287,01/24/2023,01/25/2023,01/25/2023,215.00 ,0.00 ,773.25 ,1049717401-2021,XMNC99560700,01/24/2023
1936221,MEM,ONE,COOPMO,COOPER LIGHTING,DRYU606108,TAXZ-459282,01/24/2023,01/25/2023,01/25/2023,215.00 ,0.00 ,773.25 ,1049717401-2021,XMNC99560700,01/24/2023
1936222,MEM,ONE,COOPMO,COOPER LIGHTING,TRHU732269,HJCZ-148948,01/24/2023,01/25/2023,01/25/2023,215.00 ,0.00 ,773.25 ,1049717401-2021,XMNC99560700,01/24/2023
1936223,MEM,ONE,COOPMO,COOPER LIGHTING,DFSU776958,NAPZ-204184,01/24/2023,01/25/2023,01/25/2023,215.00 ,0.00 ,773.25 ,1049717401-2021,XMNC99560700,01/24/2023
1936224,MEM,MSC,COOPMO,COOPER LIGHTING,TEMU214927,APMZ-231714,01/27/2023,01/30/2023,01/30/2023,160.00 ,0.00 ,546.10 ,1049614458-2021,MEDUIE177189,01/27/2023
1936225,MEM,MSC,COOPMO,COOPER LIGHTING,MSCU523748,HRGZ-739391,01/30/2023,02/02/2023,01/31/2023,160.00 ,0.00 ,546.10 ,1049549284-2021,MEDUIE177197,01/30/2023
1936226,MEM,MSC,COOPMO,COOPER LIGHTING,MSDU806104,DCHZ-411725,01/26/2023,01/27/2023,01/26/2023,80.00 ,0.00 ,471.50 ,1049918538-2021,MEDUX4144630,01/26/2023
1936227,MEM,MSC,COOPMO,COOPER LIGHTING,MSMU816592,DCLZ-413567,01/20/2023,01/23/2023,01/23/2023,160.00 ,0.00 ,551.50 ,1049918538-2021,MEDUX4144630,01/20/2023
1936228,MEM,MSC,COOPMO,COOPER LIGHTING,PGXU200014,MSCZ-200616,01/16/2023,01/17/2023,01/17/2023,58.38 ,0.00 ,449.88 ,1050038975-2021,MEDUZD797896,01/16/2023
1936237,MEM,CMA,ASICSCA,ASICS AMERICA CORP,APZU430682,PBIZ-225651,01/17/2023,01/23/2023,01/19/2023,1105.00 ,0.00 ,"1,955.00 ",OERT110732L00079,CMDUDJA1072722,01/17/2023
1936238,MEM,CMA,ASICSCA,ASICS AMERICA CORP,CMAU550551,PBIZ-225641,01/17/2023,01/23/2023,01/19/2023,1105.00 ,0.00 ,"1,955.00 ",OERT110732L00091,CMDUDJA1073079,01/17/2023
1936239,MEM,CMA,ASICSCA,ASICS AMERICA CORP,FCIU868895,PBIZ-427388,01/18/2023,01/23/2023,01/20/2023,1065.00 ,0.00 ,"1,915.00 ",OERT110732L00091,CMDUDJA1073079,01/18/2023
1936240,MEM,CMA,ASICSCA,ASICS AMERICA CORP,CMAU908292,PBIZ-427394,01/17/2023,01/18/2023,01/18/2023,424.00 ,0.00 ,"1,274.00 ",OERT110732L00079,CMDUDJA1072722,01/17/2023
1936241,MEM,CMA,ASICSCA,ASICS AMERICA CORP,CAXU814933,TAXZ-489332,01/18/2023,01/23/2023,01/20/2023,1065.00 ,0.00 ,"1,915.00 ",OERT110732L00091,CMDUDJA1073079,01/18/2023
1936242,MEM,CMA,ASICSCA,ASICS AMERICA CORP,CMAU832336,PBIZ-427393,01/17/2023,01/23/2023,01/18/2023,1105.00 ,0.00 ,"1,955.00 ",OERT110732L00079,CMDUDJA1072722,01/17/2023
1936243,MEM,CMA,ASICSCA,ASICS AMERICA CORP,TCLU437998,PBIZ-225654,01/17/2023,01/24/2023,01/19/2023,1145.00 ,0.00 ,"1,995.00 ",OERT110732L00079,CMDUDJA1072722,01/17/2023
1935717,CHI,ONE,SAMSDTX,UNIS BOLINGBROOK,ONEU017976,FLXZ-446315,01/27/2023,01/27/2023,,0.00 ,40.00 ,826.45 ,SEA0044283,ONEYHANC75269800,01/27/2023
1935718,CHI,ONE,SAMSDTX,UNIS BOLINGBROOK,TCNU684415,FLXZ-409623,01/27/2023,02/02/2023,01/31/2023,0.00 ,280.00 ,"1,066.45 ",SEA0044284,ONEYHANC75269800,01/27/2023
1935719,CHI,COS,OLUSANY,KINGSHAN LLC,FFAU242030,HDMZ-409800,12/02/2022,12/05/2022,,695.00 ,0.00 ,"1,356.38 ",CHOLX224718,,12/02/2022
1935750,CHI,CMA,INTERDO,QUAD/GRAPHICS INC,CLHU885395,PBIZ-427384,12/01/2022,12/03/2022,,270.00 ,0.00 ,"1,462.00 ",4553276,,12/03/2022
1935751,CHI,CMA,INTERDO,QUAD/GRAPHICS INC,TGBU416086,FLXZ-178687,12/02/2022,12/05/2022,,160.00 ,0.00 ,"1,352.00 ",4553282,,12/05/2022
1935774,CHI,ONE,SAMSDTX,NEOVIA LOGISTICS - A58,TRHU778400,FVXZ-708440,01/02/2023,01/04/2023,01/04/2023,0.00 ,120.00 ,781.50 ,SEA0044117,ONEYSH1HK0162900,01/02/2023
1935777,CHI,COS,OLUSANY,KINGSHAN LLC,TRHU823370,TSXZ-650637,12/02/2022,12/05/2022,,695.00 ,0.00 ,"1,356.38 ",CHOLX224718,,12/02/2022
1935836,CHI,SME,SAMSDTX,NEOVIA LOGISTICS - A58,BEAU627554,APMZ-405805,12/15/2022,12/16/2022,,0.00 ,330.00 ,"1,067.20 ",SEA0043986,SMLMSEL2K7326200,12/15/2022
1935837,CHI,SME,SAMSDTX,NEOVIA LOGISTICS - A58,CAIU455130,FHCZ-145734,12/13/2022,12/14/2022,12/14/2022,0.00 ,330.00 ,"1,067.20 ",SEA0043990,SMLMSEL2K7326200,12/13/2022
1935838,CHI,SME,SAMSDTX,NEOVIA LOGISTICS - A58,CAIU458804,FVXZ-709183,12/15/2022,12/19/2022,12/19/2022,0.00 ,450.00 ,"1,187.20 ",SEA0043993,SMLMSEL2K7326200,12/15/2022
1935839,CHI,SME,SAMSDTX,NEOVIA LOGISTICS - A58,CAIU996612,TSXZ-461044,12/20/2022,12/21/2022,12/21/2022,0.00 ,330.00 ,"1,067.20 ",SEA0043996,SMLMSEL2K7326200,12/20/2022
1935840,CHI,SME,SAMSDTX,NEOVIA LOGISTICS - A58,SMCU102682,TSXZ-463477,12/15/2022,12/16/2022,12/16/2022,0.00 ,330.00 ,"1,067.20 ",SEA0044075,SMLMSEL2K7326200,12/15/2022
1935841,CHI,SME,SAMSDTX,NEOVIA LOGISTICS - A58,SMCU107957,TSXZ-653851,12/15/2022,12/16/2022,,0.00 ,330.00 ,"1,067.20 ",SEA0044076,SMLMSEL2K7326200,12/15/2022
1935842,CHI,SME,SAMSDTX,NEOVIA LOGISTICS - A58,SMCU109404,GACZ-405831,12/15/2022,12/16/2022,12/16/2022,0.00 ,330.00 ,"1,067.20 ",SEA0044078,SMLMSEL2K7326200,12/15/2022
1935843,CHI,SME,SAMSDTX,NEOVIA LOGISTICS - A58,SMCU111611,FPPZ-484973,12/13/2022,12/14/2022,,0.00 ,330.00 ,"1,067.20 ",SEA0044079,SMLMSEL2K7326200,12/13/2022
1935844,CHI,SME,SAMSDTX,NEOVIA LOGISTICS - A58,SMCU123020,DCLZ-414574,12/13/2022,12/14/2022,12/14/2022,0.00 ,330.00 ,"1,067.20 ",SEA0044081,SMLMSEL2K7326200,12/13/2022
1935845,CHI,SME,SAMSDTX,NEOVIA LOGISTICS - A58,SMCU701901,KKLZ-406117,12/13/2022,12/15/2022,12/13/2022,0.00 ,370.00 ,"1,107.20 ",SEA0044082,SMLMSEL2K7326200,12/13/2022
1935864,CHI,COS,DJSTXIL,TREDIT TIRE & WHEEL,BEAU470391,PBIZ-427377,12/16/2022,12/19/2022,,592.40 ,0.00 ,"1,875.90 ",S22I128386,CNRU000037628756,12/16/2022
1935865,MEM,OOC,DJSITX,JET STAR TIRE & WHEEL,BSIU818929,NAPZ-225648,12/16/2022,12/19/2022,,840.00 ,0.00 ,"2,362.08 ",S22I128442,CNRU000037634607,12/19/2022
1935869,CHI,HII,ARMADPA,UP -GLOBAL 4 (I206),KOCU485670,APMZ-404087,01/31/2023,01/31/2023,,315.00 ,0.00 ,630.00 ,503648447,HDMUSRGM27457000,01/31/2023
1935877,CHI,CMA,CMAVA,KEYSTONE AUTOMOTIVE - LKQ,CMAU699447,PBIZ-427395,12/04/2022,12/08/2022,12/06/2022,0.00 ,980.00 ,"2,504.60 ",WO255148835,NBZN102233,12/05/2022
1935878,DAL,OOC,MEMETN,FRESENIUS MEDICAL CARE,CSNU718481,OESZ-803343,12/15/2022,01/17/2023,01/16/2023,2732.00 ,0.00 ,"3,154.80 ",S221E221260877,OOLU4117957160,12/30/2022
1935879,DAL,OOC,MEMETN,FRESENIUS MEDICAL CARE,TGBU791926,TNPZ-499513,12/15/2022,01/17/2023,01/17/2023,2932.00 ,0.00 ,"3,354.80 ",S221E221260877,OOLU4117957160,01/03/2023
1935903,CHI,CMA,SAMSDTX,NEOVIA LOGISTICS - A58,TRHU601855,TSXZ-469800,12/03/2022,12/14/2022,12/14/2022,0.00 ,"1,100.00 ","1,784.00 ",SEA0044892,CMDUSEL1465961,12/13/2022
1935904,CHI,MSK,SAMSDTX,NEOVIA LOGISTICS - A58,CAAU666822,TSXZ-656213,12/10/2022,12/19/2022,,0.00 ,"1,280.00 ","2,283.20 ",SEA0045004,MAEUS01276865,12/16/2022
1935905,MEM,ONE,DJSITX,MTD PRODUCTS,TEMU578372,NAPZ-182019,01/04/2023,01/05/2023,,340.00 ,0.00 ,"1,404.55 ",S22I127876,ONEYSGNCR7784300,01/05/2023
1935920,MEM,MSC,MEDSC,MEDEGEN MEDICAL,FFAU408457,APMZ-419893,12/09/2022,12/14/2022,12/14/2022,0.00 ,701.25 ,"1,304.05 ",T00955655335,MEDUSL093318,12/09/2022
1936244,MEM,CMA,ASICSCA,ASICS AMERICA CORP,CMAU700928,PBIZ-405575,01/17/2023,01/23/2023,01/19/2023,1105.00 ,0.00 ,"1,955.00 ",OERT175732L00437,CMDUSGN1732953,01/17/2023
1936245,MEM,CMA,ASICSCA,ASICS AMERICA CORP,BSIU817823,PBIZ-225650,01/17/2023,01/18/2023,01/18/2023,451.00 ,0.00 ,"1,301.00 ",OERT175732L00437,CMDUSGN1732953,01/17/2023
1936246,MEM,CMA,ASICSCA,ASICS AMERICA CORP,CAAU596725,PBIZ-404002,01/17/2023,01/20/2023,01/19/2023,360.00 ,0.00 ,"1,210.00 ",OERT175732L00437,CMDUSGN1732953,01/17/2023
1936247,MEM,CMA,ASICSCA,ASICS AMERICA CORP,TGBU412564,PBIZ-225637,01/17/2023,01/23/2023,01/20/2023,1105.00 ,0.00 ,"1,955.00 ",OERT175732L00437,CMDUSGN1732953,01/17/2023
1936248,MEM,CMA,ASICSCA,ASICS AMERICA CORP,FFAU474209,PBIZ-225648,01/20/2023,01/26/2023,01/23/2023,480.00 ,0.00 ,"1,330.00 ",OERT175732L00450,CMDUSGN1739353,01/20/2023
1936249,MEM,CMA,ASICSCA,ASICS AMERICA CORP,APHU698418,PBIZ-225651,01/04/2023,01/06/2023,01/05/2023,320.00 ,0.00 ,"1,170.00 ",OERT175732L00421,CMDUSGN1728202,01/04/2023
1936250,MEM,CMA,ASICSCA,ASICS AMERICA CORP,CMAU495687,PBIZ-225655,01/06/2023,01/11/2023,01/09/2023,440.00 ,0.00 ,"1,290.00 ",OERT175732L00421,CMDUSGN1728202,01/06/2023
1936251,MEM,CMA,ASICSCA,ASICS AMERICA CORP,TCLU575236,PBIZ-225637,01/05/2023,01/10/2023,01/06/2023,1073.00 ,0.00 ,"1,923.00 ",OERT175732L00421,CMDUSGN1728202,01/05/2023
1936252,CHI,HII,ARMADPA,IPL-Axis Warehouse West Chicago,TEMU176380,HDMZ-204923,01/23/2023,01/24/2023,,395.00 ,0.00 ,710.00 ,503661613,HDMUSRGM09409100,01/23/2023
1936253,CHI,HII,ARMADPA,IPL-Axis Warehouse West Chicago,HMMU639686,CCMZ-403301,01/30/2023,01/31/2023,01/30/2023,80.00 ,0.00 ,395.00 ,503661629,HDMUSRGM50509900,01/30/2023
1936254,CHI,HII,ARMADPA,IPL-Axis Warehouse West Chicago,HMMU619090,APMZ-405962,01/27/2023,02/01/2023,01/30/2023,280.00 ,0.00 ,595.00 ,503661649,HDMUSRGM50509900,01/27/2023
1936255,CHI,HII,ARMADPA,IPL-Axis Warehouse West Chicago,HMMU643637,APMZ-411720,01/12/2023,01/12/2023,,80.00 ,0.00 ,395.00 ,503668883,HDMUHPHM72917700,01/12/2023
1936256,CHI,HII,ARMADPA,IPL-Axis Warehouse West Chicago,KOCU471313,HDMZ-402218,01/12/2023,01/19/2023,01/16/2023,320.00 ,0.00 ,635.00 ,503668891,HDMUHPHM92048400,01/12/2023
1936260,CHI,HII,SAMSDTX,ABT ELECTRONICS,GAOU621461,DCNZ-507220,01/30/2023,,,0.00 ,580.05 ,"1,262.55 ",SEA0044498,HDMULCHM63732900,
1936261,CHI,CMA,CMAVA,KEYSTONE AUTOMOTIVE - LKQ,BEAU625471,PBIZ-427389,12/14/2022,12/21/2022,12/15/2022,0.00 ,"1,954.60 ","3,479.20 ",WO255192871,XIA1087566,12/14/2022
1936262,CHI,HII,ARMADPA,UP -GLOBAL 4 (I206),HMMU639686,CCMZ-403301,01/31/2023,01/31/2023,,315.00 ,0.00 ,630.00 ,503661615,HDMUSRGM50509900,01/31/2023
1936263,CHI,HII,ARMADPA,UP -GLOBAL 4 (I206),HMMU619090,APMZ-405962,02/01/2023,02/01/2023,,315.00 ,0.00 ,630.00 ,503661635,HDMUSRGM50509900,02/01/2023
1936267,CHI,MSK,SAMSDTX,UNIS BOLINGBROOK,BEAU591041,TSXZ-455170,01/02/2023,01/03/2023,,0.00 ,330.00 ,"1,116.45 ",SEA0044868,MAEU223396695,01/02/2023
1936268,CHI,MSK,SAMSDTX,UNIS BOLINGBROOK,CAAU637866,NEDZ-402572,01/02/2023,01/06/2023,01/03/2023,0.00 ,200.00 ,986.45 ,SEA0044869,MAEU223025219,01/02/2023
1936269,CHI,MSK,SAMSDTX,UNIS BOLINGBROOK,HASU418641,DCLZ-416632,01/04/2023,01/13/2023,01/05/2023,0.00 ,400.00 ,"1,186.45 ",SEA0044872,MAEU223533474,01/04/2023
1936270,CHI,MSK,SAMSDTX,UNIS BOLINGBROOK,HASU426036,TSXZ-630124,01/02/2023,01/16/2023,01/04/2023,0.00 ,520.00 ,"1,306.45 ",SEA0044873,MAEU223025219,01/02/2023
1936271,CHI,MSK,SAMSDTX,UNIS BOLINGBROOK,MRSU517875,TSXZ-414157,01/02/2023,01/06/2023,01/04/2023,0.00 ,200.00 ,986.45 ,SEA0044878,MAEU223536404,01/02/2023
1936272,CHI,MSK,SAMSDTX,UNIS BOLINGBROOK,MSKU866237,HDMZ-412332,01/04/2023,01/10/2023,01/05/2023,0.00 ,422.50 ,"1,208.95 ",SEA0044880,MAEU223533474,01/04/2023
1936273,CHI,MSK,SAMSDTX,UNIS BOLINGBROOK,MSKU897548,MAEC-713988,01/02/2023,01/13/2023,01/04/2023,0.00 ,480.00 ,"1,266.45 ",SEA0044881,MAEU223025219,01/02/2023
1936274,CHI,MSK,SAMSDTX,UNIS BOLINGBROOK,MSKU975008,TSXZ-438853,01/02/2023,01/06/2023,01/04/2023,0.00 ,450.00 ,"1,236.45 ",SEA0044882,MAEU223533474,01/02/2023
1936275,CHI,MSK,SAMSDTX,UNIS BOLINGBROOK,TRHU521002,CCLZ-441712,01/02/2023,01/06/2023,01/04/2023,0.00 ,200.00 ,986.45 ,SEA0044887,MAEU223533474,01/02/2023
1936277,MEM,MSC,MEMETN,MEDEGEN MEDICAL,CARU998645,PONZ-456460,01/03/2023,01/06/2023,01/05/2023,667.50 ,0.00 ,"1,218.80 ",S221O221260258,MEDUVE948827,01/03/2023
1936278,MEM,MSC,MEMETN,MEDEGEN MEDICAL,MSMU650860,MAEC-613355,12/29/2022,01/03/2023,12/29/2022,240.00 ,0.00 ,791.30 ,S221O221260258,MEDUVE948827,12/29/2022
1936294,CHI,OOC,ACERCA,FRONTIER LOGISTICS (FKA VERSANT),SEKU456426,DCLZ-411583,12/22/2022,12/22/2022,,0.00 ,0.00 ,525.00 ,231-8556965-0,OOLU4118412380,12/22/2022
