"TERMINAL","RECNO","EL_DIV","EL_PR","EL_DDP","EL_ID","EL_PB","EL_PB_BILL_INFO","EL_TPP","PREFIX_CTNR","CONTAINERNO","ADJAMOUNT","VCC","ORIG_BILLTOID","CONSIGNEE","INV_DATE","DUE_DATE","DELVDATE","INGATEDATE","EMPTY_NOTIFIED","CARRIER_ID","MPA_CARR_REF","PPWK_RECVD","NBA_CHANGE","SPAID","EL_NBA"
"MEM",1915775,"PD",1350,0,0,0,"",0,"TCLU","596981",1350,"N","QUARTNY","TIRE FACTORY INC",7/9/2022,8/8/2022,6/17/2022,6/17/2022,,"ONE","UST856821",7/12/2022,,,0
"MEM",1905690,"PD",170,0,0,0,"",0,"MSKU","185341",170,"N","COOPMO","COOPER LIGHTING",5/31/2022,6/30/2022,4/26/2022,5/5/2022,5/2/2022,"MAERNC","5260161058",5/31/2022,,6/9/2022,0
"MEM",1901776,"MNR",205.86,0,0,0,"",0,"TCNU","560471",205.86,"Y","ONEVA","LOWE'S ADC 3367",4/8/2022,5/8/2022,1/13/2022,1/20/2022,1/17/2022,"MCCPLLC","DR000054360",4/11/2022,,4/26/2022,0
"MEM",1922751,"PD",375,0,0,0,"",0,"FFAU","244180",375,"N","PILLACA","BUDGE INDUSTRIES, LLC",7/6/2022,8/5/2022,6/29/2022,7/1/2022,6/30/2022,"COSCNJ","HOU00211925",7/6/2022,,,0
"MEM",1917066,"RST",150,0,0,0,"",0,"BEAU","512647",150,"N","OOCLIL","MEDEGEN MEDICAL",6/10/2022,7/10/2022,6/8/2022,6/14/2022,6/13/2022,"BNSIL","652621575",6/10/2022,,6/14/2022,0
"MEM",1918071,"PD",380,0,0,0,"",0,"MSKU","953411",380,"N","COOPMO","COOPER LIGHTING",7/18/2022,8/17/2022,6/10/2022,6/22/2022,6/21/2022,"MAERNC","5260473844",7/19/2022,,,0
"MEM",1921451,"PD",60,0,0,0,"",0,"FSCU","829764",60,"N","EVERSC","MEDEGEN MEDICAL",7/1/2022,7/31/2022,6/14/2022,6/23/2022,6/21/2022,"EVERTX","PF2207002282",7/7/2022,,,0
"MEM",1906807,"MNR",185.58,0,0,0,"",0,"MOAU","074122",185.58,"N","DJSITX","LCB BATTERY LLC",4/21/2022,5/21/2022,2/18/2022,2/18/2022,,"MCCPLLC","DR000054864",4/25/2022,,5/17/2022,0
"MEM",1920549,"PD",740,0,0,0,"",0,"MSMU","645524",740,"N","MEDSC","MEDEGEN MEDICAL",7/13/2022,8/12/2022,5/25/2022,6/7/2022,6/2/2022,"MSCSC","100001819101P",7/15/2022,,,0
"MEM",1916890,"MNR",475,0,0,0,"",0,"KKTU","800268",475,"N","DJSITX","MTD PRODUCTS",7/9/2022,8/8/2022,6/2/2022,6/2/2022,,"DOWNGA","401363",7/11/2022,,,0
"MEM",1919997,"PD",185,0,0,0,"",0,"MSMU","736231",185,"N","MEDSC","MEDEGEN MEDICAL",7/12/2022,8/11/2022,5/24/2022,6/2/2022,5/31/2022,"MSCSC","100001814797P",7/14/2022,,,0
"MEM",1908808,"MNR",537.97,0,0,0,"",0,"ZCSU","875254",537.97,"N","COOPMO","COOPER LIGHTING",5/27/2022,6/26/2022,4/22/2022,5/2/2022,4/28/2022,"INTNAMI","23005501",6/1/2022,,6/14/2022,0
"MEM",1918555,"PD",40,0,0,0,"",0,"EGHU","986121",40,"N","EVERSC","MEDEGEN MEDICAL",5/26/2022,6/25/2022,5/12/2022,5/20/2022,5/13/2022,"EVERTX","PF2205029266",5/31/2022,,7/12/2022,0
"MEM",1914892,"MNR",490,0,0,0,"",0,"CBHU","869303",490,"N","HECNY","JONES COMPANIES LIMITED",7/22/2022,8/21/2022,5/18/2022,5/19/2022,,"DOWNGA","399374",7/22/2022,,,0
"MEM",1902625,"MNR",184.8,0,0,0,"",0,"TGHU","985639",184.8,"N","USPACA","MINTH TENNESSEE INTERNATIONAL",4/25/2022,5/25/2022,1/11/2022,1/13/2022,,"MCCPLLC","DR000054978",4/25/2022,,5/17/2022,0
"MEM",1911726,"PD",135,0,0,0,"",0,"TGCU","510246",135,"N","COOPMO","COOPER LIGHTING",5/26/2022,6/25/2022,5/4/2022,5/10/2022,,"MSCSC","100001729917P",5/31/2022,,7/13/2022,0
"MEM",1917158,"PD",135,0,0,0,"",0,"CAIU","780723",135,"N","COOPMO","COOPER LIGHTING",6/7/2022,7/7/2022,5/25/2022,5/31/2022,5/27/2022,"MSCSC","100001780901P",6/9/2022,,7/21/2022,0
"MEM",1916913,"PD",135,0,0,0,"",0,"TRHU","749802",135,"N","COOPMO","COOPER LIGHTING",7/12/2022,8/11/2022,5/26/2022,5/31/2022,6/1/2022,"MSCSC","100001814787P",7/14/2022,,,0
"MEM",1915716,"PD",270,0,0,0,"",0,"INKU","648539",270,"N","COOPMO","COOPER LIGHTING",7/12/2022,8/11/2022,5/26/2022,6/2/2022,6/1/2022,"MSCSC","100001814141P",7/14/2022,,,0
"MEM",1915450,"PD",2940,0,0,0,"",0,"WFHU","517625",2940,"N","HECNY","FXI INNOCOR INC (COLDWATER)",6/7/2022,7/7/2022,6/2/2022,6/3/2022,,"ZIM","DSAV1730318685",6/9/2022,,7/13/2022,0
"MEM",1915257,"PD",725,0,0,0,"",0,"TCNU","716561",725,"N","COOPMO","COOPER LIGHTING",5/12/2022,6/11/2022,4/15/2022,4/25/2022,4/21/2022,"MSCSC","100001685047P",5/18/2022,,7/13/2022,0
"MEM",1914889,"PD",125,0,0,0,"",0,"OOCU","498348",125,"N","HECNY","FXI INNOCOR INC (BALDWYN)",5/26/2022,6/25/2022,5/24/2022,5/24/2022,,"COSCNJ","HOU00102963",5/27/2022,,6/16/2022,0
"MEM",1914033,"PD",405,0,0,0,"",0,"MSDU","706905",405,"N","COOPMO","COOPER LIGHTING",5/26/2022,6/25/2022,5/3/2022,5/9/2022,5/4/2022,"MSCSC","100001729975P",5/31/2022,,7/13/2022,0
"MEM",1913373,"PD",600,0,0,0,"",0,"ZCSU","673577",600,"N","HECNY","FXI INNOCOR INC (COLDWATER)",5/25/2022,6/24/2022,5/9/2022,5/9/2022,,"ZIM","DSAV1730315241",5/27/2022,,7/13/2022,0
"MEM",1912982,"PD",800,0,0,0,"",0,"ZCSU","746132",800,"N","COOPMO","COOPER LIGHTING",5/16/2022,6/15/2022,4/18/2022,4/26/2022,,"ZIM","DSAV1730311915",5/17/2022,,6/15/2022,0
"MEM",1925212,"PD",380,0,0,0,"",0,"TEMU","889525",380,"N","EVERSC","MEDEGEN MEDICAL",7/18/2022,8/17/2022,7/1/2022,7/13/2022,7/12/2022,"EVERTX","PF2207018407",7/19/2022,,,0
"MEM",1920547,"PD",800,0,0,0,"",0,"TCNU","143788",800,"N","MEDSC","MEDEGEN MEDICAL",7/13/2022,8/12/2022,5/25/2022,6/6/2022,6/2/2022,"MSCSC","100001819099P",7/15/2022,,,0
"MEM",1911724,"PD",405,0,0,0,"",0,"MEDU","801581",405,"N","COOPMO","COOPER LIGHTING",5/26/2022,6/25/2022,5/4/2022,5/9/2022,5/6/2022,"MSCSC","100001729916P",5/31/2022,,7/13/2022,0
"MEM",1911007,"PD",1800,0,0,0,"",0,"TRLU","699975",1800,"N","QUARTNY","TIRE FACTORY INC",6/2/2022,7/2/2022,5/27/2022,5/27/2022,,"ONE","UST828764",6/3/2022,,7/21/2022,0
"MEM",1908808,"PD",800,0,0,0,"",0,"ZCSU","875254",800,"N","COOPMO","COOPER LIGHTING",5/16/2022,6/15/2022,4/22/2022,5/2/2022,4/28/2022,"ZIM","DSAV1730311951",5/17/2022,,6/15/2022,0
"MEM",1906305,"PD",190,0,0,0,"",0,"TCNU","432907",190,"N","COOPMO","COOPER LIGHTING",5/27/2022,6/26/2022,4/25/2022,5/4/2022,4/28/2022,"MAERNC","5260138552",5/27/2022,,6/9/2022,0
"MEM",1921448,"PD",60,0,0,0,"",0,"EISU","836018",60,"N","EVERSC","MEDEGEN MEDICAL",7/1/2022,7/31/2022,6/14/2022,6/23/2022,6/21/2022,"EVERTX","PF2207002276",7/7/2022,,,0
"MEM",1921449,"PD",100,0,0,0,"",0,"TLLU","579264",100,"N","EVERSC","MEDEGEN MEDICAL",7/1/2022,7/31/2022,6/13/2022,6/22/2022,6/15/2022,"EVERTX","PF2207001904",7/7/2022,,,0
"MEM",1921452,"PD",60,0,0,0,"",0,"EITU","935096",60,"N","EVERSC","MEDEGEN MEDICAL",7/1/2022,7/31/2022,6/14/2022,6/23/2022,6/17/2022,"EVERTX","PF2207002334",7/7/2022,,,0
"MEM",1902625,"MNR",148.92,0,0,0,"",0,"TGHU","985639",148.92,"N","USPACA","MINTH TENNESSEE INTERNATIONAL",4/1/2022,5/1/2022,1/11/2022,1/13/2022,,"MCCPLLC","DR000054000",4/1/2022,,4/26/2022,0
"MEM",1914035,"PD",405,0,0,0,"",0,"MSDU","759406",405,"N","COOPMO","COOPER LIGHTING",5/26/2022,6/25/2022,5/3/2022,5/9/2022,5/6/2022,"MSCSC","100001729976P",5/31/2022,,7/13/2022,0
"MEM",1912297,"PD",135,0,0,0,"",0,"TGHU","916827",135,"N","COOPMO","COOPER LIGHTING",5/24/2022,6/23/2022,4/27/2022,5/3/2022,4/28/2022,"MSCSC","100001715583P",5/27/2022,,7/13/2022,0
"MEM",1919998,"PD",185,0,0,0,"",0,"TGBU","667323",185,"N","MEDSC","MEDEGEN MEDICAL",7/12/2022,8/11/2022,5/24/2022,6/2/2022,5/31/2022,"MSCSC","100001814796P",7/14/2022,,,0
"MEM",1920078,"PD",1200,0,0,0,"",0,"GCXU","524042",1200,"N","QUARTNY","TIRE FACTORY INC",7/14/2022,8/13/2022,7/7/2022,7/7/2022,,"ONE","UST861379",7/15/2022,,,0
"MEM",1920548,"PD",800,0,0,0,"",0,"MSMU","838815",800,"N","MEDSC","MEDEGEN MEDICAL",7/13/2022,8/12/2022,5/25/2022,6/6/2022,6/2/2022,"MSCSC","100001819100P",7/15/2022,,,0
"MEM",1925214,"PD",380,0,0,0,"",0,"TRHU","708578",380,"N","EVERSC","MEDEGEN MEDICAL",7/18/2022,8/17/2022,7/1/2022,7/13/2022,7/12/2022,"EVERTX","PF2207018172",7/19/2022,,,0
"MEM",1905689,"PD",510,0,0,0,"",0,"SUDU","899034",510,"N","COOPMO","COOPER LIGHTING",5/31/2022,6/30/2022,4/25/2022,5/7/2022,4/28/2022,"MAERNC","5260161058",5/31/2022,,6/9/2022,0
"MEM",1911006,"PD",1500,0,0,0,"",0,"TCLU","630989",1500,"N","QUARTNY","TIRE FACTORY INC",6/2/2022,7/2/2022,5/24/2022,5/24/2022,,"ONE","UST828762",6/3/2022,,7/21/2022,0
"MEM",1911010,"PD",405,0,0,0,"",0,"TCLU","186531",405,"N","COOPMO","COOPER LIGHTING",5/12/2022,6/11/2022,4/14/2022,4/22/2022,4/20/2022,"MSCSC","100001680324P",5/18/2022,,7/13/2022,0
"MEM",1917849,"PD",2140,0,0,0,"",0,"MSDU","888372",2140,"N","HECNY","FXI INNOCOR INC (COLDWATER)",7/13/2022,8/12/2022,6/6/2022,6/7/2022,,"MSCSC","100001818493P",7/15/2022,,,0
"MEM",1912719,"PD",270,0,0,0,"",0,"FSCU","617304",270,"N","COOPMO","COOPER LIGHTING",5/12/2022,6/11/2022,4/14/2022,4/21/2022,4/20/2022,"MSCSC","100001675898P",5/18/2022,,7/13/2022,0
"MEM",1913225,"PD",150,0,0,0,"",0,"TCNU","683200",150,"N","COOPMO","COOPER LIGHTING",5/16/2022,6/15/2022,4/22/2022,4/27/2022,4/27/2022,"ZIM","DSAV1730311975",5/17/2022,,6/15/2022,0
"MEM",1913374,"PD",800,0,0,0,"",0,"ZCSU","791124",800,"N","HECNY","FXI INNOCOR INC (COLDWATER)",5/25/2022,6/24/2022,5/10/2022,5/10/2022,,"ZIM","DSAV1730315238",5/27/2022,,7/13/2022,0
"MEM",1913376,"PD",3820,0,0,0,"",0,"ZCSU","868816",3820,"N","HECNY","FXI INNOCOR INC (COLDWATER)",6/7/2022,7/7/2022,5/20/2022,5/24/2022,5/24/2022,"ZIM","DSAV1730318737",6/9/2022,,7/13/2022,0
"MEM",1913583,"PD",135,0,0,0,"",0,"TRHU","788159",135,"N","COOPMO","COOPER LIGHTING",7/12/2022,8/11/2022,5/26/2022,6/1/2022,5/27/2022,"MSCSC","100001814363P",7/14/2022,,,0
"MEM",1913851,"PD",150,0,0,0,"",0,"TCNU","894017",150,"N","COOPMO","COOPER LIGHTING",5/25/2022,6/24/2022,5/11/2022,5/17/2022,,"ZIM","DSAV1730315420",5/27/2022,,7/13/2022,0
"MEM",1914029,"PD",190,0,0,0,"",0,"HASU","472558",190,"N","COOPMO","COOPER LIGHTING",5/31/2022,6/30/2022,4/27/2022,5/6/2022,5/2/2022,"MAERNC","5260160335",5/31/2022,,6/9/2022,0
"MEM",1915785,"PD",760,0,0,0,"",0,"MRKU","468215",760,"N","COOPMO","COOPER LIGHTING",6/29/2022,7/29/2022,5/19/2022,5/31/2022,,"MAERNC","5260341564",6/29/2022,,7/13/2022,0
"MEM",1914718,"PD",375,0,0,0,"",0,"CXDU","203307",375,"N","PBEXOH","LASALLE BRISTOL",5/26/2022,6/25/2022,5/9/2022,5/9/2022,,"COSCNJ","HOU00102964",5/27/2022,,6/16/2022,0
"MEM",1909867,"PD",190,0,0,0,"",0,"MSKU","076805",190,"N","COOPMO","COOPER LIGHTING",6/29/2022,7/29/2022,5/20/2022,6/1/2022,5/25/2022,"MAERNC","5260341563",6/29/2022,,7/13/2022,0
"MEM",1913223,"PD",150,0,0,0,"",0,"TLLU","446168",150,"N","COOPMO","COOPER LIGHTING",5/16/2022,6/15/2022,4/25/2022,4/28/2022,4/27/2022,"ZIM","DSAV1730311978",5/17/2022,,6/15/2022,0
"MEM",1913582,"PD",135,0,0,0,"",0,"TCNU","108365",135,"N","COOPMO","COOPER LIGHTING",7/12/2022,8/11/2022,5/26/2022,6/1/2022,,"MSCSC","100001814358P",7/14/2022,,,0
"MEM",1913585,"PD",135,0,0,0,"",0,"TRHU","686361",135,"N","COOPMO","COOPER LIGHTING",7/12/2022,8/11/2022,5/26/2022,6/1/2022,,"MSCSC","100001814364P",7/14/2022,,,0
"MEM",1913850,"PD",450,0,0,0,"",0,"ZCSU","770232",450,"N","COOPMO","COOPER LIGHTING",5/25/2022,6/24/2022,5/10/2022,5/16/2022,,"ZIM","DSAV1730315407",5/27/2022,,7/13/2022,0
"MEM",1913852,"PD",450,0,0,0,"",0,"ZCSU","869515",450,"N","COOPMO","COOPER LIGHTING",5/25/2022,6/24/2022,5/11/2022,5/16/2022,5/13/2022,"ZIM","DSAV1730315408",5/27/2022,,7/13/2022,0
"MEM",1917606,"PD",600,0,0,0,"",0,"TLLU","421280",600,"N","QUARTNY","TIRE FACTORY INC",7/9/2022,8/8/2022,7/1/2022,7/1/2022,,"ONE","UST856910",7/12/2022,,,0
"MEM",1914789,"PD",260,0,0,0,"",0,"CMAU","772192",260,"N","COOPMO","COOPER LIGHTING",5/28/2022,6/27/2022,5/6/2022,5/16/2022,5/17/2022,"CMAVA","NAIM9351333",5/31/2022,,7/5/2022,0
"MEM",1915352,"PD",135,0,0,0,"",0,"TCLU","786828",135,"N","COOPMO","COOPER LIGHTING",5/24/2022,6/23/2022,4/28/2022,5/4/2022,5/2/2022,"MSCSC","100001717379P",5/27/2022,,7/13/2022,0
"MEM",1915354,"PD",135,0,0,0,"",0,"TLLU","515641",135,"N","COOPMO","COOPER LIGHTING",5/24/2022,6/23/2022,4/28/2022,5/4/2022,5/3/2022,"MSCSC","100001717380P",5/27/2022,,7/13/2022,0
"MEM",1915355,"PD",405,0,0,0,"",0,"INKU","655379",405,"N","COOPMO","COOPER LIGHTING",5/24/2022,6/23/2022,4/28/2022,5/5/2022,5/3/2022,"MSCSC","100001718802P",5/27/2022,,7/13/2022,0
"MEM",1915451,"PD",150,0,0,0,"",0,"ZCSU","874363",150,"N","HECNY","FXI INNOCOR INC (BALDWYN)",6/7/2022,7/7/2022,5/27/2022,5/27/2022,,"ZIM","DSAV1730318734",6/9/2022,,7/13/2022,0
"MEM",1915831,"PD",190,0,0,0,"",0,"MRKU","564345",190,"N","COOPMO","COOPER LIGHTING",6/21/2022,7/21/2022,5/17/2022,5/25/2022,,"MAERNC","5260294311",6/21/2022,,7/6/2022,0
"MEM",1917111,"PD",2050,0,0,0,"",0,"CSNU","648640",2050,"N","HECNY","FXI INNOCOR INC (COLDWATER)",7/6/2022,8/5/2022,6/3/2022,6/6/2022,,"COSCNJ","HOU00211927",7/15/2022,,,0
"MEM",1907243,"PD",190,0,0,0,"",0,"MSKU","962897",190,"N","COOPMO","COOPER LIGHTING",5/27/2022,6/26/2022,4/26/2022,5/4/2022,4/29/2022,"MAERNC","5260138551",5/27/2022,,6/9/2022,0
"MEM",1905691,"PD",170,0,0,0,"",0,"BMOU","418574",170,"N","COOPMO","COOPER LIGHTING",5/31/2022,6/30/2022,4/29/2022,5/6/2022,5/3/2022,"MAERNC","5260161058",5/31/2022,,6/9/2022,0
"MEM",1912294,"PD",405,0,0,0,"",0,"BMOU","458573",405,"N","COOPMO","COOPER LIGHTING",5/12/2022,6/11/2022,4/14/2022,4/22/2022,4/20/2022,"MSCSC","100001680323P",5/18/2022,,7/13/2022,0
"MEM",1921454,"PD",100,0,0,0,"",0,"BMOU","489683",100,"N","EVERSC","MEDEGEN MEDICAL",7/1/2022,7/31/2022,6/13/2022,6/22/2022,6/17/2022,"EVERTX","PF2207001903",7/7/2022,,,0
"MEM",1921447,"PD",40,0,0,0,"",0,"EISU","176185",40,"N","EVERSC","MEDEGEN MEDICAL",7/1/2022,7/31/2022,6/16/2022,6/24/2022,6/23/2022,"EVERTX","PF2207002040",7/7/2022,,,0
"MEM",1911067,"PD",3925,0,0,0,"",0,"FANU","312751",3925,"N","QUARTNY","TIRE FACTORY INC",5/20/2022,6/19/2022,5/16/2022,5/17/2022,5/16/2022,"HAPAGA","2121029269",5/20/2022,,6/16/2022,0
"MEM",1925213,"PD",380,0,0,0,"",0,"HMCU","902887",380,"N","EVERSC","MEDEGEN MEDICAL",7/18/2022,8/17/2022,7/1/2022,7/13/2022,7/13/2022,"EVERTX","PF2207018546",7/19/2022,,,0
"MEM",1913220,"PD",135,0,0,0,"",0,"CAIU","745789",135,"N","COOPMO","COOPER LIGHTING",5/12/2022,6/11/2022,4/15/2022,4/21/2022,4/20/2022,"MSCSC","100001675818P",5/18/2022,,7/13/2022,0
"MEM",1911068,"PD",3725,0,0,0,"",0,"TGHU","954023",3725,"N","QUARTNY","TIRE FACTORY INC",5/20/2022,6/19/2022,5/13/2022,5/16/2022,5/13/2022,"HAPAGA","2121029269",5/20/2022,,6/16/2022,0
"MEM",1912292,"PD",270,0,0,0,"",0,"MEDU","730107",270,"N","COOPMO","COOPER LIGHTING",5/12/2022,6/11/2022,4/14/2022,4/21/2022,4/20/2022,"MSCSC","100001675326P",5/18/2022,,7/13/2022,0
"MEM",1920000,"PD",800,0,0,0,"",0,"MSCU","522525",800,"N","MEDSC","MEDEGEN MEDICAL",7/13/2022,8/12/2022,5/26/2022,6/6/2022,6/3/2022,"MSCSC","100001819080P",7/15/2022,,,0
"MEM",1913375,"PD",300,0,0,0,"",0,"TGBU","726174",300,"N","HECNY","FXI INNOCOR INC (COLDWATER)",5/25/2022,6/24/2022,5/5/2022,5/7/2022,,"ZIM","DSAV1730315253",5/27/2022,,7/13/2022,0
"SAV",1910649,"MNR",460,0,0,0,"",0,"TGBU","444893",460,"Y","ONEVA","NEOVIA LOGISTICS",5/19/2022,6/18/2022,5/2/2022,6/20/2022,6/9/2022,"DOWNGA","394542",5/20/2022,,6/14/2022,0
"SAV",1909955,"MNR",251.09,0,0,0,"",0,"EISU","189192",251.09,"N","HECNY","QEP CO INC /ROBER CAPITAL INC",5/4/2022,6/3/2022,3/18/2022,3/21/2022,,"DOWNGA","393761",5/4/2022,,5/31/2022,0
"SAV",1909073,"MNR",460,0,0,0,"",0,"KKFU","786933",460,"Y","ONEVA","NEOVIA LOGISTICS",4/23/2022,5/23/2022,3/29/2022,4/7/2022,4/2/2022,"DOWNGA","392434",4/25/2022,,5/24/2022,0
"SAV",1910651,"MNR",252,0,0,0,"",0,"KKFU","773319",252,"Y","ONEVA","NEOVIA LOGISTICS",6/9/2022,7/9/2022,4/23/2022,5/10/2022,5/9/2022,"DOWNGA","398997",6/10/2022,,7/19/2022,0
"SAV",1911918,"MNR",259.7,0,0,0,"",0,"CLKU","501076",259.7,"Y","HYUNTX","NEOVIA LOGISTICS",5/4/2022,6/3/2022,3/24/2022,3/29/2022,3/25/2022,"DOWNGA","393617",5/4/2022,,5/31/2022,0
"SAV",1911274,"MNR",930,0,0,0,"",0,"CMAU","674727",930,"N","SCHECA","SVC LOGISTICS INC",4/12/2022,5/12/2022,3/30/2022,3/31/2022,,"DOWNGA","390808",4/12/2022,,5/3/2022,0
"SAV",1911367,"MNR",220,0,0,0,"",0,"MRKU","626379",220,"Y","MAENC","NEOVIA LOGISTICS",4/19/2022,5/19/2022,4/5/2022,4/25/2022,4/14/2022,"DOWNGA","391804",4/20/2022,,5/17/2022,0
"SAV",1912322,"MNR",170,0,0,0,"",0,"FANU","100619",170,"N","HAPAGA","STAPLES WHSE 985",5/6/2022,6/5/2022,3/29/2022,4/1/2022,3/30/2022,"DOWNGA","394360",5/9/2022,,5/31/2022,0
"SAV",1912890,"MNR",460,0,0,0,"",0,"WFHU","517217",460,"Y","HYUNTX","SAMSUNG ELECTRONICS AMERICA",5/31/2022,6/30/2022,3/31/2022,4/12/2022,4/1/2022,"DOWNGA","396036",5/31/2022,,7/12/2022,0
"SAV",1917519,"PD",480,0,0,0,"",0,"TCLU","572208",480,"N","DJSITX","TREDIT TIRE & WHEEL",6/27/2022,7/27/2022,6/13/2022,6/16/2022,,"HAPAGA","2121181995",6/27/2022,,,0
"SAV",1913578,"MNR",269,0,0,0,"",0,"TEMU","638342",269,"Y","MAENC","NEOVIA LOGISTICS",6/9/2022,7/9/2022,4/29/2022,5/12/2022,5/5/2022,"DOWNGA","398857",6/10/2022,,7/19/2022,0
"SAV",1916361,"MNR",460,0,0,0,"",0,"KOCU","403793",460,"Y","HYUNTX","SAMSUNG ELECTRONICS AMERICA",5/31/2022,6/30/2022,5/6/2022,5/12/2022,5/10/2022,"DOWNGA","396922",6/1/2022,,7/12/2022,0
"SAV",1920083,"MNR",425.99,0,0,0,"",0,"DRYU","421074",425.99,"N","HAPAGA","STAPLES WHSE #895",7/9/2022,8/8/2022,6/10/2022,6/16/2022,6/13/2022,"DOWNGA","401060",7/11/2022,,,0
"SAV",1911707,"PD",150,0,0,0,"",0,"ZCSU","776293",150,"N","HSGLCA","HYOSUNG USA INC",4/14/2022,5/14/2022,3/29/2022,3/30/2022,,"ZIM","DSAV1730297711",4/18/2022,,5/11/2022,0
"SAV",1914971,"MNR",244.85,0,0,0,"",0,"SEGU","274393",244.85,"N","ITGIL","TRIANGLE FASTENER CORP",6/9/2022,7/9/2022,5/2/2022,5/5/2022,,"DOWNGA","398436",6/10/2022,,7/19/2022,0
"SAV",1916137,"MNR",930,0,0,0,"",0,"ZCSU","660276",930,"N","SCHECA","SVC LOGISTICS INC",6/9/2022,7/9/2022,5/13/2022,5/20/2022,,"DOWNGA","398057",6/10/2022,,7/19/2022,0
"SAV",1917391,"MNR",231,0,0,0,"",0,"TRHU","483018",231,"Y","MAENC","NEOVIA LOGISTICS",6/13/2022,7/13/2022,5/5/2022,5/16/2022,5/10/2022,"DOWNGA","398992",6/14/2022,,,0
"SAV",1917509,"MNR",428.62,0,0,0,"",0,"TGBU","994917",428.62,"N","DJSITX","TREDIT TIRE & WHEEL",7/22/2022,8/21/2022,6/23/2022,7/7/2022,,"DOWNGA","403047",7/22/2022,,,0
"SAV",1917748,"MNR",475,0,0,0,"",0,"HLBU","210151",475,"N","HAPAGA","STAPLES WHSE #895",6/13/2022,7/13/2022,5/13/2022,5/26/2022,5/17/2022,"DOWNGA","399317",6/14/2022,,,0
"SAV",1918768,"MNR",58.3,0,0,0,"",0,"NYKU","514895",58.3,"Y","ONEVA","NEOVIA LOGISTICS",7/13/2022,8/12/2022,7/13/2022,7/18/2022,7/14/2022,"DORSEY","10101411",7/14/2022,,,0
"SAV",1908835,"MNR",245,0,0,0,"",0,"PONU","813026",245,"Y","MAENC","NEOVIA LOGISTICS",3/25/2022,4/24/2022,3/2/2022,3/11/2022,3/7/2022,"DOWNGA","388720",3/25/2022,,4/20/2022,0
"SAV",1920229,"MNR",475,0,0,0,"",0,"HMMU","640396",475,"Y","HYUNTX","SAMSUNG ELECTRONICS AMERICA",6/19/2022,7/19/2022,5/30/2022,6/2/2022,6/1/2022,"DOWNGA","400077",7/7/2022,,,0
"SAV",1921383,"MNR",282.5,0,0,0,"",0,"TGHU","623784",282.5,"N","HAPAGA","STAPLES WHSE #895",7/22/2022,8/21/2022,6/7/2022,6/15/2022,6/8/2022,"DOWNGA","404036",7/22/2022,,,0
"SAV",1905416,"MNR",335.14,0,0,0,"",0,"ZCSU","743577",335.14,"N","SCHECA","SADDLECREEK WAREHOUSE",3/16/2022,4/15/2022,2/2/2022,2/4/2022,,"DOWNGA","387811",3/18/2022,,4/12/2022,0
"SAV",1905558,"MNR",217.5,0,0,0,"",0,"CMAU","895230",217.5,"N","SCHECA","SVC LOGISTICS INC",3/25/2022,4/24/2022,2/1/2022,2/3/2022,,"DOWNGA","388790",3/25/2022,,4/20/2022,0
"SAV",1917758,"PD",185,0,0,0,"",0,"FSCU","328148",185,"N","QUARTGA","DART ADVANTAGE / DOMO CHEMICAL",6/27/2022,7/27/2022,6/1/2022,6/3/2022,,"MSCSC","100001807302P",6/29/2022,,,0
"SAV",1907163,"MNR",234.04,0,0,0,"",0,"MSMU","747644",234.04,"N","SCHECA","SVC LOGISTICS INC",4/12/2022,5/12/2022,2/22/2022,2/25/2022,,"DOWNGA","390357",4/12/2022,,5/3/2022,0
"SAV",1917692,"PD",600,0,0,0,"",0,"TRHU","547932",600,"N","SCHECA","SVC LOGISTICS INC",6/16/2022,7/16/2022,6/1/2022,6/7/2022,,"ZIM","DSAV1730322371",6/17/2022,,7/21/2022,0
"SAV",1911232,"PD",405,0,0,0,"",0,"MSMU","889961",405,"N","SCHECA","SVC LOGISTICS INC",4/29/2022,5/29/2022,3/29/2022,4/2/2022,,"MSCSC","100001645689P",5/3/2022,,5/19/2022,0
"SAV",1913372,"PD",800,0,0,0,"",0,"EITU","110337",800,"N","DJSITX","TREDIT TIRE & WHEEL",6/1/2022,7/1/2022,5/19/2022,5/23/2022,,"EVERTX","PF2206002681",6/2/2022,,7/12/2022,0
"SAV",1909468,"MNR",61.62,0,0,0,"",0,"CBHU","917857",61.62,"Y","COSCONJ","SAMSUNG ELECTRONICS AMERICA",4/12/2022,5/12/2022,2/25/2022,3/7/2022,2/28/2022,"DOWNGA","390875",4/12/2022,,5/3/2022,0
"SAV",1910076,"MNR",460,0,0,0,"",0,"KOCU","402729",460,"Y","HYUNTX","SAMSUNG ELECTRONICS AMERICA",3/29/2022,4/28/2022,3/8/2022,3/14/2022,3/10/2022,"DOWNGA","389189",3/29/2022,,4/20/2022,0
"SAV",1910207,"MNR",210,0,0,0,"",0,"CAIU","997331",210,"Y","HYUNTX","NEOVIA LOGISTICS",5/31/2022,6/30/2022,3/22/2022,4/20/2022,4/14/2022,"DOWNGA","396664",5/31/2022,,7/12/2022,0
"SAV",1912178,"MNR",285,0,0,0,"",0,"CAIU","953434",285,"N","KUEHNC","SHAWMUT CORP",5/11/2022,6/10/2022,3/25/2022,3/28/2022,,"DOWNGA","394378",5/12/2022,,6/7/2022,0
