recno
1914243
1914244
1914245
1914246
1913642
1912612
1912613
1912614
1913591
1913592
1913593
1914973
1914974
1914975
1914976
1914977
1914978
1912798
1912799
1912800
1912801
1910959
1911783
1911784
1911788
1911612
1911615
1911617
1911628
1912232
1912237
1912247
1912249
1912251
1912728
1912734
1912736
1912738
1912739
1912743
1912757
1912758
1912771
1912772
1912938
1913280
1914587
1914588
1914592
1915278
1912759
1913278
1914596
1915268
1915271
1915274
1915275
1915276
1915281
1914207
1911018
